region,variant,gender,freq,year,lifeexpectancyatbirth
902,estimates,female,5yearly,1950,42.6822693407014
902,estimates,male,5yearly,1950,40.7882080155276
902,estimates,female,5yearly,1955,45.1298690823013
902,estimates,male,5yearly,1955,43.0564178940201
902,estimates,female,5yearly,1960,47.2333560731273
902,estimates,male,5yearly,1960,45.1789485032868
902,estimates,female,5yearly,1965,52.8380708362291
902,estimates,male,5yearly,1965,50.3934393486122
902,estimates,female,5yearly,1970,56.136088951802
902,estimates,male,5yearly,1970,53.7015767372986
902,estimates,female,5yearly,1975,58.8681440689692
902,estimates,male,5yearly,1975,56.1258178699886
902,estimates,female,5yearly,1980,61.1709671616551
902,estimates,male,5yearly,1980,57.9837824347981
902,estimates,female,5yearly,1985,62.9537989186811
902,estimates,male,5yearly,1985,59.7787811727419
902,estimates,female,5yearly,1990,64.2931339973102
902,estimates,male,5yearly,1990,60.8646636742713
902,estimates,female,5yearly,1995,65.6130337034781
902,estimates,male,5yearly,1995,62.0685643301724
902,estimates,female,5yearly,2000,67.1933251960496
902,estimates,male,5yearly,2000,63.8319184511761
902,estimates,female,5yearly,2005,69.1665929137738
902,estimates,male,5yearly,2005,65.6512705936985
902,estimates,female,5yearly,2010,71.0748104909235
902,estimates,male,5yearly,2010,67.2337472298143
902,medium_variant,female,5yearly,2015,72.4000993464902
902,medium_variant,male,5yearly,2015,68.3926618827309
902,medium_variant,female,5yearly,2020,73.5153417787432
902,medium_variant,male,5yearly,2020,69.3871260444395
902,medium_variant,female,5yearly,2025,74.5517203352156
902,medium_variant,male,5yearly,2025,70.3090599798282
902,medium_variant,female,5yearly,2030,75.53556572455
902,medium_variant,male,5yearly,2030,71.1886395031077
902,medium_variant,female,5yearly,2035,76.4371591438018
902,medium_variant,male,5yearly,2035,72.0235942928088
902,medium_variant,female,5yearly,2040,77.2777239627365
902,medium_variant,male,5yearly,2040,72.8290382763646
902,medium_variant,female,5yearly,2045,78.0511475091517
902,medium_variant,male,5yearly,2045,73.6017401473763
902,medium_variant,female,5yearly,2050,78.7663036517267
902,medium_variant,male,5yearly,2050,74.3557549839212
902,medium_variant,female,5yearly,2055,79.4235555104805
902,medium_variant,male,5yearly,2055,75.0548153578123
902,medium_variant,female,5yearly,2060,80.0317655238612
902,medium_variant,male,5yearly,2060,75.7181889910397
902,medium_variant,female,5yearly,2065,80.6125355652723
902,medium_variant,male,5yearly,2065,76.3416239025981
902,medium_variant,female,5yearly,2070,81.1540598961939
902,medium_variant,male,5yearly,2070,76.9383754761149
902,medium_variant,female,5yearly,2075,81.675185498174
902,medium_variant,male,5yearly,2075,77.5026582968172
902,medium_variant,female,5yearly,2080,82.1862741016781
902,medium_variant,male,5yearly,2080,78.048096143108
902,medium_variant,female,5yearly,2085,82.6837416902128
902,medium_variant,male,5yearly,2085,78.6049855772402
902,medium_variant,female,5yearly,2090,83.1731907982415
902,medium_variant,male,5yearly,2090,79.1629921385795
902,medium_variant,female,5yearly,2095,83.6616363535541
902,medium_variant,male,5yearly,2095,79.7395136547817
902,estimates,female,5yearly,Regi,Less developed regions
902,estimates,male,5yearly,Regi,Less developed regions
902,medium_variant,female,5yearly,Regi,Less developed regions
902,medium_variant,male,5yearly,Regi,Less developed regions
