region,variant,gender,freq,year,lifeexpectancyatbirth
957,estimates,female,5yearly,1950,52.4864860070327
957,estimates,male,5yearly,1950,48.6356499197372
957,estimates,female,5yearly,1955,56.1407459914952
957,estimates,male,5yearly,1955,51.9787888180275
957,estimates,female,5yearly,1960,58.4077606175374
957,estimates,male,5yearly,1960,54.0671024691402
957,estimates,female,5yearly,1965,60.755019142655
957,estimates,male,5yearly,1965,56.1912399944082
957,estimates,female,5yearly,1970,62.7695427601541
957,estimates,male,5yearly,1970,58.1400277635834
957,estimates,female,5yearly,1975,64.8431100444218
957,estimates,male,5yearly,1975,60.0284783869745
957,estimates,female,5yearly,1980,67.6819435652319
957,estimates,male,5yearly,1980,62.3501627989124
957,estimates,female,5yearly,1985,69.7355282254653
957,estimates,male,5yearly,1985,64.1349403622689
957,estimates,female,5yearly,1990,71.1969177778258
957,estimates,male,5yearly,1990,66.137512154247
957,estimates,female,5yearly,1995,73.0812507639744
957,estimates,male,5yearly,1995,67.5189813112825
957,estimates,female,5yearly,2000,74.6095710490451
957,estimates,male,5yearly,2000,68.9102923384605
957,estimates,female,5yearly,2005,76.0583731570691
957,estimates,male,5yearly,2005,70.6318897588965
957,estimates,female,5yearly,2010,77.3637258597614
957,estimates,male,5yearly,2010,71.9714903441251
957,medium_variant,female,5yearly,2015,78.3162167971829
957,medium_variant,male,5yearly,2015,73.0050089117476
957,medium_variant,female,5yearly,2020,79.1843995194963
957,medium_variant,male,5yearly,2020,74.0234656377047
957,medium_variant,female,5yearly,2025,79.9938666674755
957,medium_variant,male,5yearly,2025,75.0155558075825
957,medium_variant,female,5yearly,2030,80.7607836762645
957,medium_variant,male,5yearly,2030,76.0028991362732
957,medium_variant,female,5yearly,2035,81.5011175967602
957,medium_variant,male,5yearly,2035,76.9977484806498
957,medium_variant,female,5yearly,2040,82.2183569197536
957,medium_variant,male,5yearly,2040,77.9963154202459
957,medium_variant,female,5yearly,2045,82.9208814619243
957,medium_variant,male,5yearly,2045,78.9958240795212
957,medium_variant,female,5yearly,2050,83.5934715987328
957,medium_variant,male,5yearly,2050,79.9746578450479
957,medium_variant,female,5yearly,2055,84.2492740753185
957,medium_variant,male,5yearly,2055,80.8883628735238
957,medium_variant,female,5yearly,2060,84.8866512798719
957,medium_variant,male,5yearly,2060,81.6980258302499
957,medium_variant,female,5yearly,2065,85.4891249084811
957,medium_variant,male,5yearly,2065,82.4205675240435
957,medium_variant,female,5yearly,2070,86.0779294148928
957,medium_variant,male,5yearly,2070,83.0851358884856
957,medium_variant,female,5yearly,2075,86.6714575183412
957,medium_variant,male,5yearly,2075,83.7268081000385
957,medium_variant,female,5yearly,2080,87.2575654340198
957,medium_variant,male,5yearly,2080,84.3578723540484
957,medium_variant,female,5yearly,2085,87.8413096824801
957,medium_variant,male,5yearly,2085,84.9823538823941
957,medium_variant,female,5yearly,2090,88.4312097171519
957,medium_variant,male,5yearly,2090,85.5858095242848
957,medium_variant,female,5yearly,2095,89.013424638627
957,medium_variant,male,5yearly,2095,86.1770787027169
957,estimates,female,5yearly,Regi,Polynesia
957,estimates,male,5yearly,Regi,Polynesia
957,medium_variant,female,5yearly,Regi,Polynesia
957,medium_variant,male,5yearly,Regi,Polynesia
