region,variant,gender,freq,year,lifeexpectancyatbirth
926,estimates,female,5yearly,1950,70.071718532084
926,estimates,male,5yearly,1950,65.2853283865097
926,estimates,female,5yearly,1955,71.999310514451
926,estimates,male,5yearly,1955,66.5405167857785
926,estimates,female,5yearly,1960,73.3622108806504
926,estimates,male,5yearly,1960,67.4437304432275
926,estimates,female,5yearly,1965,74.1855537299968
926,estimates,male,5yearly,1965,67.8733098474327
926,estimates,female,5yearly,1970,75.031542279466
926,estimates,male,5yearly,1970,68.430341231953
926,estimates,female,5yearly,1975,76.3423515661588
926,estimates,male,5yearly,1975,69.4457858192974
926,estimates,female,5yearly,1980,77.5813418334914
926,estimates,male,5yearly,1980,70.6175952645969
926,estimates,female,5yearly,1985,78.8409497974877
926,estimates,male,5yearly,1985,71.9365767492225
926,estimates,female,5yearly,1990,79.9461611752979
926,estimates,male,5yearly,1990,72.9692219163643
926,estimates,female,5yearly,1995,80.9860553109425
926,estimates,male,5yearly,1995,74.3319872023767
926,estimates,female,5yearly,2000,81.9655343782
926,estimates,male,5yearly,2000,75.7873441881903
926,estimates,female,5yearly,2005,82.9950320641397
926,estimates,male,5yearly,2005,77.2793824603728
926,estimates,female,5yearly,2010,83.6570224551781
926,estimates,male,5yearly,2010,78.4376531728492
926,medium_variant,female,5yearly,2015,84.3171124671099
926,medium_variant,male,5yearly,2015,79.4947471802219
926,medium_variant,female,5yearly,2020,84.9864600264974
926,medium_variant,male,5yearly,2020,80.4503085677459
926,medium_variant,female,5yearly,2025,85.6388980472124
926,medium_variant,male,5yearly,2025,81.3775893228321
926,medium_variant,female,5yearly,2030,86.2880671466247
926,medium_variant,male,5yearly,2030,82.21362668022
926,medium_variant,female,5yearly,2035,86.9142265478247
926,medium_variant,male,5yearly,2035,82.9415303892055
926,medium_variant,female,5yearly,2040,87.5319772128783
926,medium_variant,male,5yearly,2040,83.6032221081812
926,medium_variant,female,5yearly,2045,88.1278780855829
926,medium_variant,male,5yearly,2045,84.2185924472978
926,medium_variant,female,5yearly,2050,88.7388390302653
926,medium_variant,male,5yearly,2050,84.8176453094128
926,medium_variant,female,5yearly,2055,89.3375900710115
926,medium_variant,male,5yearly,2055,85.412451744751
926,medium_variant,female,5yearly,2060,89.9382869809479
926,medium_variant,male,5yearly,2060,85.9983687638296
926,medium_variant,female,5yearly,2065,90.5301761335915
926,medium_variant,male,5yearly,2065,86.5651633869351
926,medium_variant,female,5yearly,2070,91.1137181093702
926,medium_variant,male,5yearly,2070,87.1344088944353
926,medium_variant,female,5yearly,2075,91.6998930084138
926,medium_variant,male,5yearly,2075,87.7135036532435
926,medium_variant,female,5yearly,2080,92.2875303520402
926,medium_variant,male,5yearly,2080,88.2866072967865
926,medium_variant,female,5yearly,2085,92.8852228646291
926,medium_variant,male,5yearly,2085,88.8653910810348
926,medium_variant,female,5yearly,2090,93.487193343695
926,medium_variant,male,5yearly,2090,89.4334662417312
926,medium_variant,female,5yearly,2095,94.071828674196
926,medium_variant,male,5yearly,2095,90.0025247644441
926,estimates,female,5yearly,Regi,Western Europe
926,estimates,male,5yearly,Regi,Western Europe
926,medium_variant,female,5yearly,Regi,Western Europe
926,medium_variant,male,5yearly,Regi,Western Europe
