region,variant,gender,freq,year,lifeexpectancyatbirth
927,estimates,female,5yearly,1950,72.2462465526015
927,estimates,male,5yearly,1950,66.8917888248043
927,estimates,female,5yearly,1955,73.5252066868092
927,estimates,male,5yearly,1955,67.6688284499598
927,estimates,female,5yearly,1960,74.2121469021401
927,estimates,male,5yearly,1960,67.9171251084486
927,estimates,female,5yearly,1965,74.374308723037
927,estimates,male,5yearly,1965,67.7375525473115
927,estimates,female,5yearly,1970,75.2723915839614
927,estimates,male,5yearly,1970,68.4935610428697
927,estimates,female,5yearly,1975,76.9787045998713
927,estimates,male,5yearly,1975,70.0329798975433
927,estimates,female,5yearly,1980,78.2712891473242
927,estimates,male,5yearly,1980,71.5553310254975
927,estimates,female,5yearly,1985,79.0717442272296
927,estimates,male,5yearly,1985,72.7586433485107
927,estimates,female,5yearly,1990,80.4292623899977
927,estimates,male,5yearly,1990,74.5148641785559
927,estimates,female,5yearly,1995,81.4025080308254
927,estimates,male,5yearly,1995,75.8451333453302
927,estimates,female,5yearly,2000,82.5745939346315
927,estimates,male,5yearly,2000,77.6378922488424
927,estimates,female,5yearly,2005,83.5162806892162
927,estimates,male,5yearly,2005,79.0331962058772
927,estimates,female,5yearly,2010,84.1879086302805
927,estimates,male,5yearly,2010,80.0910139743112
927,medium_variant,female,5yearly,2015,84.8171980062971
927,medium_variant,male,5yearly,2015,81.1480934382443
927,medium_variant,female,5yearly,2020,85.4521122022317
927,medium_variant,male,5yearly,2020,82.1349901420626
927,medium_variant,female,5yearly,2025,86.064049167249
927,medium_variant,male,5yearly,2025,82.9214384797775
927,medium_variant,female,5yearly,2030,86.6924929054922
927,medium_variant,male,5yearly,2030,83.6180239171592
927,medium_variant,female,5yearly,2035,87.3011877630255
927,medium_variant,male,5yearly,2035,84.2525799743979
927,medium_variant,female,5yearly,2040,87.9115025435882
927,medium_variant,male,5yearly,2040,84.884445880505
927,medium_variant,female,5yearly,2045,88.5161670583409
927,medium_variant,male,5yearly,2045,85.4817927116585
927,medium_variant,female,5yearly,2050,89.1287800007055
927,medium_variant,male,5yearly,2050,86.0700153798436
927,medium_variant,female,5yearly,2055,89.7263255672382
927,medium_variant,male,5yearly,2055,86.6832890767485
927,medium_variant,female,5yearly,2060,90.3256465024375
927,medium_variant,male,5yearly,2060,87.2568835061682
927,medium_variant,female,5yearly,2065,90.9174876065582
927,medium_variant,male,5yearly,2065,87.8574718871607
927,medium_variant,female,5yearly,2070,91.5168153291552
927,medium_variant,male,5yearly,2070,88.4529519011848
927,medium_variant,female,5yearly,2075,92.112288488948
927,medium_variant,male,5yearly,2075,89.0359572597398
927,medium_variant,female,5yearly,2080,92.7183776405044
927,medium_variant,male,5yearly,2080,89.6317747588494
927,medium_variant,female,5yearly,2085,93.2902098007249
927,medium_variant,male,5yearly,2085,90.2222039116878
927,medium_variant,female,5yearly,2090,93.8719632559637
927,medium_variant,male,5yearly,2090,90.7802204604017
927,medium_variant,female,5yearly,2095,94.4749653793211
927,medium_variant,male,5yearly,2095,91.3901222570828
927,estimates,female,5yearly,Regi,Australia/New Zealand
927,estimates,male,5yearly,Regi,Australia/New Zealand
927,medium_variant,female,5yearly,Regi,Australia/New Zealand
927,medium_variant,male,5yearly,Regi,Australia/New Zealand
