region,variant,gender,freq,year,lifeexpectancyatbirth
921,estimates,female,5yearly,1950,37.1231429963682
921,estimates,male,5yearly,1950,37.8159775008955
921,estimates,female,5yearly,1955,40.3410675965121
921,estimates,male,5yearly,1955,41.1469800902389
921,estimates,female,5yearly,1960,43.5563437200129
921,estimates,male,5yearly,1960,44.2967856730186
921,estimates,female,5yearly,1965,46.8945694252636
921,estimates,male,5yearly,1965,47.3920709898555
921,estimates,female,5yearly,1970,49.7244428381308
921,estimates,male,5yearly,1970,49.9579947773648
921,estimates,female,5yearly,1975,53.4162270348746
921,estimates,male,5yearly,1975,52.9127273773931
921,estimates,female,5yearly,1980,55.9869108221654
921,estimates,male,5yearly,1980,54.533652497333
921,estimates,female,5yearly,1985,58.0539764317914
921,estimates,male,5yearly,1985,56.7642709924577
921,estimates,female,5yearly,1990,60.6285009803834
921,estimates,male,5yearly,1990,59.1622325713317
921,estimates,female,5yearly,1995,63.0416492897367
921,estimates,male,5yearly,1995,61.1315607983476
921,estimates,female,5yearly,2000,65.1430427784191
921,estimates,male,5yearly,2000,63.0537291544181
921,estimates,female,5yearly,2005,67.1709205682293
921,estimates,male,5yearly,2005,64.8836852821445
921,estimates,female,5yearly,2010,69.5109177907646
921,estimates,male,5yearly,2010,66.5061735140924
921,medium_variant,female,5yearly,2015,70.9117056674369
921,medium_variant,male,5yearly,2015,67.6660766399166
921,medium_variant,female,5yearly,2020,72.1340448568505
921,medium_variant,male,5yearly,2020,68.667213630872
921,medium_variant,female,5yearly,2025,73.2105434673678
921,medium_variant,male,5yearly,2025,69.5409404334342
921,medium_variant,female,5yearly,2030,74.2115151436518
921,medium_variant,male,5yearly,2030,70.3427089822331
921,medium_variant,female,5yearly,2035,75.1184025801808
921,medium_variant,male,5yearly,2035,71.0766410584076
921,medium_variant,female,5yearly,2040,75.9977090202443
921,medium_variant,male,5yearly,2040,71.8038572531291
921,medium_variant,female,5yearly,2045,76.8337862755202
921,medium_variant,male,5yearly,2045,72.5221107190691
921,medium_variant,female,5yearly,2050,77.6238989152235
921,medium_variant,male,5yearly,2050,73.2435532600168
921,medium_variant,female,5yearly,2055,78.3716190784842
921,medium_variant,male,5yearly,2055,73.9427972761237
921,medium_variant,female,5yearly,2060,79.0689897982773
921,medium_variant,male,5yearly,2060,74.6618888934867
921,medium_variant,female,5yearly,2065,79.738737674372
921,medium_variant,male,5yearly,2065,75.3562166216941
921,medium_variant,female,5yearly,2070,80.3727893047153
921,medium_variant,male,5yearly,2070,76.0882679617023
921,medium_variant,female,5yearly,2075,80.9912361529264
921,medium_variant,male,5yearly,2075,76.8234913629234
921,medium_variant,female,5yearly,2080,81.6098160443797
921,medium_variant,male,5yearly,2080,77.5606324122699
921,medium_variant,female,5yearly,2085,82.2156440966297
921,medium_variant,male,5yearly,2085,78.3341588522891
921,medium_variant,female,5yearly,2090,82.7982676166886
921,medium_variant,male,5yearly,2090,79.090324063532
921,medium_variant,female,5yearly,2095,83.3941963019057
921,medium_variant,male,5yearly,2095,79.8900534530377
921,estimates,female,5yearly,Regi,South-Central Asia
921,estimates,male,5yearly,Regi,South-Central Asia
921,medium_variant,female,5yearly,Regi,South-Central Asia
921,medium_variant,male,5yearly,Regi,South-Central Asia
