region,variant,gender,freq,year,lifeexpectancyatbirth
928,estimates,female,5yearly,1950,42.7915088924311
928,estimates,male,5yearly,1950,38.6823427406878
928,estimates,female,5yearly,1955,45.1657849192859
928,estimates,male,5yearly,1955,41.6718253285431
928,estimates,female,5yearly,1960,47.5364786548117
928,estimates,male,5yearly,1960,43.8621008208602
928,estimates,female,5yearly,1965,51.3940783538544
928,estimates,male,5yearly,1965,47.2386720161759
928,estimates,female,5yearly,1970,54.3869755190504
928,estimates,male,5yearly,1970,50.2966470248064
928,estimates,female,5yearly,1975,57.5336230448123
928,estimates,male,5yearly,1975,53.6237387067663
928,estimates,female,5yearly,1980,61.312646377411
928,estimates,male,5yearly,1980,55.9133414044741
928,estimates,female,5yearly,1985,61.8633497787613
928,estimates,male,5yearly,1985,56.8372503489069
928,estimates,female,5yearly,1990,63.5669385310612
928,estimates,male,5yearly,1990,58.2885009938206
928,estimates,female,5yearly,1995,64.7187175885168
928,estimates,male,5yearly,1995,59.8876071564097
928,estimates,female,5yearly,2000,66.1403959976331
928,estimates,male,5yearly,2000,61.3814666520624
928,estimates,female,5yearly,2005,67.7340330568915
928,estimates,male,5yearly,2005,62.8610346387229
928,estimates,female,5yearly,2010,68.6525267643434
928,estimates,male,5yearly,2010,63.7573752788003
928,medium_variant,female,5yearly,2015,69.5649170484342
928,medium_variant,male,5yearly,2015,64.4973605854029
928,medium_variant,female,5yearly,2020,70.4211692044701
928,medium_variant,male,5yearly,2020,65.1845973957283
928,medium_variant,female,5yearly,2025,71.228033038316
928,medium_variant,male,5yearly,2025,65.8164001122203
928,medium_variant,female,5yearly,2030,71.9826436563197
928,medium_variant,male,5yearly,2030,66.4255132107761
928,medium_variant,female,5yearly,2035,72.682910560493
928,medium_variant,male,5yearly,2035,66.9861049643437
928,medium_variant,female,5yearly,2040,73.3569936569441
928,medium_variant,male,5yearly,2040,67.5497580861293
928,medium_variant,female,5yearly,2045,73.9987157321077
928,medium_variant,male,5yearly,2045,68.069403824474
928,medium_variant,female,5yearly,2050,74.6352384773319
928,medium_variant,male,5yearly,2050,68.5540213722095
928,medium_variant,female,5yearly,2055,75.227250874965
928,medium_variant,male,5yearly,2055,69.0361108352002
928,medium_variant,female,5yearly,2060,75.8136881107192
928,medium_variant,male,5yearly,2060,69.55963301977
928,medium_variant,female,5yearly,2065,76.3902157159362
928,medium_variant,male,5yearly,2065,70.0716285577354
928,medium_variant,female,5yearly,2070,76.9512023587287
928,medium_variant,male,5yearly,2070,70.5955504423139
928,medium_variant,female,5yearly,2075,77.511299530741
928,medium_variant,male,5yearly,2075,71.1427089466777
928,medium_variant,female,5yearly,2080,78.0792294352618
928,medium_variant,male,5yearly,2080,71.7072900289637
928,medium_variant,female,5yearly,2085,78.6106590848675
928,medium_variant,male,5yearly,2085,72.3131451124249
928,medium_variant,female,5yearly,2090,79.1601599787642
928,medium_variant,male,5yearly,2090,72.9376769337674
928,medium_variant,female,5yearly,2095,79.7171087300822
928,medium_variant,male,5yearly,2095,73.5802563674769
