region,variant,gender,freq,year,lifeexpectancyatbirth
934,estimates,female,5yearly,1950,43.4787180762281
934,estimates,male,5yearly,1950,41.6464549889884
934,estimates,female,5yearly,1955,45.9129233213723
934,estimates,male,5yearly,1955,43.8777098883666
934,estimates,female,5yearly,1960,47.9943859390099
934,estimates,male,5yearly,1960,45.9851193599987
934,estimates,female,5yearly,1965,54.1363040004721
934,estimates,male,5yearly,1965,51.64758057969
934,estimates,female,5yearly,1970,57.8917120131684
934,estimates,male,5yearly,1970,55.392477717135
934,estimates,female,5yearly,1975,60.8554960748627
934,estimates,male,5yearly,1975,58.0930593876629
934,estimates,female,5yearly,1980,63.1484596510256
934,estimates,male,5yearly,1980,59.807890686959
934,estimates,female,5yearly,1985,64.911969066881
934,estimates,male,5yearly,1985,61.6143883244081
934,estimates,female,5yearly,1990,66.417953395604
934,estimates,male,5yearly,1990,62.855062289243
934,estimates,female,5yearly,1995,67.6705404298643
934,estimates,male,5yearly,1995,63.9559839781463
934,estimates,female,5yearly,2000,69.0929126394695
934,estimates,male,5yearly,2000,65.5941263214663
934,estimates,female,5yearly,2005,70.7888458398839
934,estimates,male,5yearly,2005,67.1517361158315
934,estimates,female,5yearly,2010,72.4902557836096
934,estimates,male,5yearly,2010,68.5634009689935
934,medium_variant,female,5yearly,2015,73.6964950263452
934,medium_variant,male,5yearly,2015,69.6479004861599
934,medium_variant,female,5yearly,2020,74.7304939877452
934,medium_variant,male,5yearly,2020,70.5890674639716
934,medium_variant,female,5yearly,2025,75.6953424347795
934,medium_variant,male,5yearly,2025,71.4627275584856
934,medium_variant,female,5yearly,2030,76.6105719418338
934,medium_variant,male,5yearly,2030,72.3004696001705
934,medium_variant,female,5yearly,2035,77.4528443879558
934,medium_variant,male,5yearly,2035,73.1004298234208
934,medium_variant,female,5yearly,2040,78.2445243893188
934,medium_variant,male,5yearly,2040,73.886243614372
934,medium_variant,female,5yearly,2045,78.9815288747365
934,medium_variant,male,5yearly,2045,74.6503060454657
934,medium_variant,female,5yearly,2050,79.6724759748659
934,medium_variant,male,5yearly,2050,75.4079780802671
934,medium_variant,female,5yearly,2055,80.3140965078789
934,medium_variant,male,5yearly,2055,76.1165924185413
934,medium_variant,female,5yearly,2060,80.9164750495832
934,medium_variant,male,5yearly,2060,76.7962839647131
934,medium_variant,female,5yearly,2065,81.4986521780932
934,medium_variant,male,5yearly,2065,77.4400669546777
934,medium_variant,female,5yearly,2070,82.047055358045
934,medium_variant,male,5yearly,2070,78.0611060870684
934,medium_variant,female,5yearly,2075,82.5832733460948
934,medium_variant,male,5yearly,2075,78.6538906417525
934,medium_variant,female,5yearly,2080,83.1118361327232
934,medium_variant,male,5yearly,2080,79.2232690281109
934,medium_variant,female,5yearly,2085,83.6253885353102
934,medium_variant,male,5yearly,2085,79.8056179935006
934,medium_variant,female,5yearly,2090,84.1270112097876
934,medium_variant,male,5yearly,2090,80.3862548068742
934,medium_variant,female,5yearly,2095,84.6330744695382
934,medium_variant,male,5yearly,2095,80.9829932934897
