region,variant,gender,freq,year,lifeexpectancyatbirth
911,estimates,female,5yearly,1950,38.4366426949296
911,estimates,male,5yearly,1950,35.3586937300276
911,estimates,female,5yearly,1955,39.9538905463553
911,estimates,male,5yearly,1955,36.9300282089938
911,estimates,female,5yearly,1960,41.4777503701485
911,estimates,male,5yearly,1960,38.5199034742374
911,estimates,female,5yearly,1965,43.2546549604386
911,estimates,male,5yearly,1965,40.3629787192902
911,estimates,female,5yearly,1970,45.4487982530885
911,estimates,male,5yearly,1970,42.5079594774788
911,estimates,female,5yearly,1975,47.0174931587357
911,estimates,male,5yearly,1975,44.1017823971624
911,estimates,female,5yearly,1980,48.6034951946634
911,estimates,male,5yearly,1980,45.5161175650679
911,estimates,female,5yearly,1985,49.5266413638419
911,estimates,male,5yearly,1985,46.3932719514266
911,estimates,female,5yearly,1990,50.0373539315524
911,estimates,male,5yearly,1990,46.8836275848986
911,estimates,female,5yearly,1995,49.641091368165
911,estimates,male,5yearly,1995,46.7028660750311
911,estimates,female,5yearly,2000,52.2368027194832
911,estimates,male,5yearly,2000,49.3456190341659
911,estimates,female,5yearly,2005,55.9018105915294
911,estimates,male,5yearly,2005,52.9471211213567
911,estimates,female,5yearly,2010,59.0549597760759
911,estimates,male,5yearly,2010,55.812601795146
911,medium_variant,female,5yearly,2015,61.2499232313322
911,medium_variant,male,5yearly,2015,57.9032748356999
911,medium_variant,female,5yearly,2020,63.3391119065935
911,medium_variant,male,5yearly,2020,59.7716185917983
911,medium_variant,female,5yearly,2025,65.2823795431338
911,medium_variant,male,5yearly,2025,61.4904440465421
911,medium_variant,female,5yearly,2030,67.0907242384447
911,medium_variant,male,5yearly,2030,63.0675626009936
911,medium_variant,female,5yearly,2035,68.7155886063668
911,medium_variant,male,5yearly,2035,64.4678572813404
911,medium_variant,female,5yearly,2040,70.1779469380641
911,medium_variant,male,5yearly,2040,65.7076541040271
911,medium_variant,female,5yearly,2045,71.4989391139103
911,medium_variant,male,5yearly,2045,66.8175170617839
911,medium_variant,female,5yearly,2050,72.7290966306331
911,medium_variant,male,5yearly,2050,67.8344022607465
911,medium_variant,female,5yearly,2055,73.8264380141634
911,medium_variant,male,5yearly,2055,68.760763241601
911,medium_variant,female,5yearly,2060,74.8243158525953
911,medium_variant,male,5yearly,2060,69.6145990265281
911,medium_variant,female,5yearly,2065,75.7351293689792
911,medium_variant,male,5yearly,2065,70.4093297539984
911,medium_variant,female,5yearly,2070,76.5788093138891
911,medium_variant,male,5yearly,2070,71.1831887180592
911,medium_variant,female,5yearly,2075,77.3777470156228
911,medium_variant,male,5yearly,2075,71.9530157437023
911,medium_variant,female,5yearly,2080,78.1387441254496
911,medium_variant,male,5yearly,2080,72.6889190920501
911,medium_variant,female,5yearly,2085,78.86678460566
911,medium_variant,male,5yearly,2085,73.4415996371068
911,medium_variant,female,5yearly,2090,79.5526897722979
911,medium_variant,male,5yearly,2090,74.1922373761259
911,medium_variant,female,5yearly,2095,80.2038614403909
911,medium_variant,male,5yearly,2095,74.9566219436822
911,estimates,female,5yearly,Regi,Middle Africa
911,estimates,male,5yearly,Regi,Middle Africa
911,medium_variant,female,5yearly,Regi,Middle Africa
911,medium_variant,male,5yearly,Regi,Middle Africa
