region,variant,gender,freq,year,lifeexpectancyatbirth
923,estimates,female,5yearly,1950,63.2280612154683
923,estimates,male,5yearly,1950,56.9279738637032
923,estimates,female,5yearly,1955,68.3702794371944
923,estimates,male,5yearly,1955,62.0436543412206
923,estimates,female,5yearly,1960,71.4008744114896
923,estimates,male,5yearly,1960,64.7498443721724
923,estimates,female,5yearly,1965,72.5163957101002
923,estimates,male,5yearly,1965,64.9246562144002
923,estimates,female,5yearly,1970,73.0990972608742
923,estimates,male,5yearly,1970,64.6737349191392
923,estimates,female,5yearly,1975,73.2081364838636
923,estimates,male,5yearly,1975,63.8694056901366
923,estimates,female,5yearly,1980,73.3522672103348
923,estimates,male,5yearly,1980,63.6464844789525
923,estimates,female,5yearly,1985,74.1000123262911
923,estimates,male,5yearly,1985,65.1843492603206
923,estimates,female,5yearly,1990,73.6094623609686
923,estimates,male,5yearly,1990,63.0912459184458
923,estimates,female,5yearly,1995,73.4398577015607
923,estimates,male,5yearly,1995,62.5181277728109
923,estimates,female,5yearly,2000,73.7792059457377
923,estimates,male,5yearly,2000,62.4149630559243
923,estimates,female,5yearly,2005,75.1203429907139
923,estimates,male,5yearly,2005,64.1345665466051
923,estimates,female,5yearly,2010,77.0995037985809
923,estimates,male,5yearly,2010,67.2925016137425
923,medium_variant,female,5yearly,2015,77.906185067259
923,medium_variant,male,5yearly,2015,68.2273873646603
923,medium_variant,female,5yearly,2020,78.6615053972169
923,medium_variant,male,5yearly,2020,69.1585716882477
923,medium_variant,female,5yearly,2025,79.3726540363874
923,medium_variant,male,5yearly,2025,70.0886067151643
923,medium_variant,female,5yearly,2030,80.037463076345
923,medium_variant,male,5yearly,2030,71.0183627220069
923,medium_variant,female,5yearly,2035,80.6679814372555
923,medium_variant,male,5yearly,2035,71.9592923269639
923,medium_variant,female,5yearly,2040,81.2825478065787
923,medium_variant,male,5yearly,2040,72.8861977439406
923,medium_variant,female,5yearly,2045,81.8714662439387
923,medium_variant,male,5yearly,2045,73.8139561163331
923,medium_variant,female,5yearly,2050,82.4603803897221
923,medium_variant,male,5yearly,2050,74.7232581799725
923,medium_variant,female,5yearly,2055,83.0314740111126
923,medium_variant,male,5yearly,2055,75.6258699617278
923,medium_variant,female,5yearly,2060,83.5824706331628
923,medium_variant,male,5yearly,2060,76.512839125851
923,medium_variant,female,5yearly,2065,84.1382512545167
923,medium_variant,male,5yearly,2065,77.4068308930856
923,medium_variant,female,5yearly,2070,84.6784360473869
923,medium_variant,male,5yearly,2070,78.2753075850647
923,medium_variant,female,5yearly,2075,85.2130225819228
923,medium_variant,male,5yearly,2075,79.1130596799169
923,medium_variant,female,5yearly,2080,85.7380611204612
923,medium_variant,male,5yearly,2080,79.9121391092771
923,medium_variant,female,5yearly,2085,86.2579213219548
923,medium_variant,male,5yearly,2085,80.6366017339003
923,medium_variant,female,5yearly,2090,86.7622123954959
923,medium_variant,male,5yearly,2090,81.3224092981767
923,medium_variant,female,5yearly,2095,87.2639458868887
923,medium_variant,male,5yearly,2095,81.9347606498087
