region,variant,gender,freq,year,lifeexpectancyatbirth
922,estimates,female,5yearly,1950,46.233193969673
922,estimates,male,5yearly,1950,41.4231575748098
922,estimates,female,5yearly,1955,49.2549182459398
922,estimates,male,5yearly,1955,44.7007669933305
922,estimates,female,5yearly,1960,52.3089992207329
922,estimates,male,5yearly,1960,48.039994896445
922,estimates,female,5yearly,1965,55.8987280111967
922,estimates,male,5yearly,1965,51.7349431822071
922,estimates,female,5yearly,1970,59.294588760635
922,estimates,male,5yearly,1970,54.7912292632297
922,estimates,female,5yearly,1975,62.6603696544575
922,estimates,male,5yearly,1975,57.8889524503543
922,estimates,female,5yearly,1980,65.9094286605629
922,estimates,male,5yearly,1980,59.4522629366163
922,estimates,female,5yearly,1985,68.303661210995
922,estimates,male,5yearly,1985,62.6060141417635
922,estimates,female,5yearly,1990,70.2617289702211
922,estimates,male,5yearly,1990,64.4458740372723
922,estimates,female,5yearly,1995,72.1553916984912
922,estimates,male,5yearly,1995,66.4502338757984
922,estimates,female,5yearly,2000,73.4771172022619
922,estimates,male,5yearly,2000,68.3692871780189
922,estimates,female,5yearly,2005,74.8349364588361
922,estimates,male,5yearly,2005,69.4543239750218
922,estimates,female,5yearly,2010,75.6645597117113
922,estimates,male,5yearly,2010,70.1233086059076
922,medium_variant,female,5yearly,2015,76.7266395698439
922,medium_variant,male,5yearly,2015,71.3727271937875
922,medium_variant,female,5yearly,2020,77.6900807532407
922,medium_variant,male,5yearly,2020,72.7976137845981
922,medium_variant,female,5yearly,2025,78.5288816665614
922,medium_variant,male,5yearly,2025,73.7778334003619
922,medium_variant,female,5yearly,2030,79.2803294566164
922,medium_variant,male,5yearly,2030,74.6166564924977
922,medium_variant,female,5yearly,2035,79.9670402750233
922,medium_variant,male,5yearly,2035,75.4004049702986
922,medium_variant,female,5yearly,2040,80.6065763779468
922,medium_variant,male,5yearly,2040,76.1794334087278
922,medium_variant,female,5yearly,2045,81.2031551611952
922,medium_variant,male,5yearly,2045,76.90906498008
922,medium_variant,female,5yearly,2050,81.7729756112913
922,medium_variant,male,5yearly,2050,77.6016503278969
922,medium_variant,female,5yearly,2055,82.3259295568115
922,medium_variant,male,5yearly,2055,78.2375853599161
922,medium_variant,female,5yearly,2060,82.855512631271
922,medium_variant,male,5yearly,2060,78.8485102572859
922,medium_variant,female,5yearly,2065,83.3732316649368
922,medium_variant,male,5yearly,2065,79.4462996606544
922,medium_variant,female,5yearly,2070,83.8740713981575
922,medium_variant,male,5yearly,2070,80.0332897917868
922,medium_variant,female,5yearly,2075,84.3777515871916
922,medium_variant,male,5yearly,2075,80.6182801656725
922,medium_variant,female,5yearly,2080,84.8715904256149
922,medium_variant,male,5yearly,2080,81.1872924487542
922,medium_variant,female,5yearly,2085,85.3545123367435
922,medium_variant,male,5yearly,2085,81.7467543581514
922,medium_variant,female,5yearly,2090,85.8391208802976
922,medium_variant,male,5yearly,2090,82.3166469899574
922,medium_variant,female,5yearly,2095,86.3205192274074
922,medium_variant,male,5yearly,2095,82.8883643078961
922,estimates,female,5yearly,Regi,Western Asia
922,estimates,male,5yearly,Regi,Western Asia
922,medium_variant,female,5yearly,Regi,Western Asia
922,medium_variant,male,5yearly,Regi,Western Asia
