region,variant,gender,freq,year,lifeexpectancyatbirth
1502,estimates,female,5yearly,1950,48.7590014709849
1502,estimates,male,5yearly,1950,44.990111218103
1502,estimates,female,5yearly,1955,50.6204783590581
1502,estimates,male,5yearly,1955,46.5111019784493
1502,estimates,female,5yearly,1960,51.6366616944068
1502,estimates,male,5yearly,1960,47.6945727670074
1502,estimates,female,5yearly,1965,59.7370939240699
1502,estimates,male,5yearly,1965,54.933217577758
1502,estimates,female,5yearly,1970,63.9260680296874
1502,estimates,male,5yearly,1970,59.4532574707381
1502,estimates,female,5yearly,1975,66.7943306338853
1502,estimates,male,5yearly,1975,62.1672081226982
1502,estimates,female,5yearly,1980,68.9719415573848
1502,estimates,male,5yearly,1980,63.5427547232845
1502,estimates,female,5yearly,1985,70.5181464341475
1502,estimates,male,5yearly,1985,65.473944811373
1502,estimates,female,5yearly,1990,71.4852696346584
1502,estimates,male,5yearly,1990,66.1167452920397
1502,estimates,female,5yearly,1995,72.5761521124725
1502,estimates,male,5yearly,1995,67.1018204110918
1502,estimates,female,5yearly,2000,73.8991920441264
1502,estimates,male,5yearly,2000,68.8142931680257
1502,estimates,female,5yearly,2005,75.4110421148216
1502,estimates,male,5yearly,2005,70.3721728003955
1502,estimates,female,5yearly,2010,76.7781548364187
1502,estimates,male,5yearly,2010,71.9772872340131
1502,medium_variant,female,5yearly,2015,77.7697660621664
1502,medium_variant,male,5yearly,2015,72.9787160131345
1502,medium_variant,female,5yearly,2020,78.6017770906712
1502,medium_variant,male,5yearly,2020,73.8990218701331
1502,medium_variant,female,5yearly,2025,79.384765790848
1502,medium_variant,male,5yearly,2025,74.8126191620014
1502,medium_variant,female,5yearly,2030,80.1288222723024
1502,medium_variant,male,5yearly,2030,75.7270482825614
1502,medium_variant,female,5yearly,2035,80.8360080705287
1502,medium_variant,male,5yearly,2035,76.6317021026274
1502,medium_variant,female,5yearly,2040,81.5377157997884
1502,medium_variant,male,5yearly,2040,77.547500262322
1502,medium_variant,female,5yearly,2045,82.2158124402656
1502,medium_variant,male,5yearly,2045,78.4640798383221
1502,medium_variant,female,5yearly,2050,82.8745678665305
1502,medium_variant,male,5yearly,2050,79.380179834824
1502,medium_variant,female,5yearly,2055,83.5234840268589
1502,medium_variant,male,5yearly,2055,80.2669728049265
1502,medium_variant,female,5yearly,2060,84.1594034062189
1502,medium_variant,male,5yearly,2060,81.1051462044253
1502,medium_variant,female,5yearly,2065,84.7757143794709
1502,medium_variant,male,5yearly,2065,81.8943080490302
1502,medium_variant,female,5yearly,2070,85.3742716763007
1502,medium_variant,male,5yearly,2070,82.6071773372135
1502,medium_variant,female,5yearly,2075,85.9749093869906
1502,medium_variant,male,5yearly,2075,83.2529827949425
1502,medium_variant,female,5yearly,2080,86.5639256150595
1502,medium_variant,male,5yearly,2080,83.8520529124242
1502,medium_variant,female,5yearly,2085,87.1303920295731
1502,medium_variant,male,5yearly,2085,84.4078628549243
1502,medium_variant,female,5yearly,2090,87.6860739387841
1502,medium_variant,male,5yearly,2090,84.9431302529593
1502,medium_variant,female,5yearly,2095,88.2198152795774
1502,medium_variant,male,5yearly,2095,85.4834280169019
