region,variant,gender,freq,year,lifeexpectancyatbirth
924,estimates,female,5yearly,1950,71.3075069775884
924,estimates,male,5yearly,1950,66.3505638740456
924,estimates,female,5yearly,1955,73.1270243638013
924,estimates,male,5yearly,1955,67.7520395073795
924,estimates,female,5yearly,1960,74.0187154523561
924,estimates,male,5yearly,1960,68.240620715999
924,estimates,female,5yearly,1965,74.899831065603
924,estimates,male,5yearly,1965,68.7503218696765
924,estimates,female,5yearly,1970,75.5711633372781
924,estimates,male,5yearly,1970,69.1172072422572
924,estimates,female,5yearly,1975,76.3112532192267
924,estimates,male,5yearly,1975,69.7450624163495
924,estimates,female,5yearly,1980,77.2704194041949
924,estimates,male,5yearly,1980,70.7797958259113
924,estimates,female,5yearly,1985,77.983424528374
924,estimates,male,5yearly,1985,71.7824971051809
924,estimates,female,5yearly,1990,78.7138680080223
924,estimates,male,5yearly,1990,72.5548778888438
924,estimates,female,5yearly,1995,79.5136707097781
924,estimates,male,5yearly,1995,73.7213143152278
924,estimates,female,5yearly,2000,80.5387834269737
924,estimates,male,5yearly,2000,75.2348796102049
924,estimates,female,5yearly,2005,81.6011578646482
924,estimates,male,5yearly,2005,76.6430380669448
924,estimates,female,5yearly,2010,82.6925915433325
924,estimates,male,5yearly,2010,78.3006941580569
924,medium_variant,female,5yearly,2015,83.3679311291729
924,medium_variant,male,5yearly,2015,79.3438556613114
924,medium_variant,female,5yearly,2020,84.0169174036254
924,medium_variant,male,5yearly,2020,80.3823058075162
924,medium_variant,female,5yearly,2025,84.6706432212812
924,medium_variant,male,5yearly,2025,81.3975572504993
924,medium_variant,female,5yearly,2030,85.3067994636421
924,medium_variant,male,5yearly,2030,82.3447520558981
924,medium_variant,female,5yearly,2035,85.9148959685015
924,medium_variant,male,5yearly,2035,83.1666817573409
924,medium_variant,female,5yearly,2040,86.5275039819302
924,medium_variant,male,5yearly,2040,83.8727161142133
924,medium_variant,female,5yearly,2045,87.1366015463355
924,medium_variant,male,5yearly,2045,84.5248004792527
924,medium_variant,female,5yearly,2050,87.7408741028026
924,medium_variant,male,5yearly,2050,85.1531159439444
924,medium_variant,female,5yearly,2055,88.3265447933603
924,medium_variant,male,5yearly,2055,85.7429431308938
924,medium_variant,female,5yearly,2060,88.9116417782574
924,medium_variant,male,5yearly,2060,86.3530737454266
924,medium_variant,female,5yearly,2065,89.4995546583194
924,medium_variant,male,5yearly,2065,86.9500756195637
924,medium_variant,female,5yearly,2070,90.0795066055863
924,medium_variant,male,5yearly,2070,87.5309094708133
924,medium_variant,female,5yearly,2075,90.6597932967202
924,medium_variant,male,5yearly,2075,88.1185170113537
924,medium_variant,female,5yearly,2080,91.231935414331
924,medium_variant,male,5yearly,2080,88.7013523219396
924,medium_variant,female,5yearly,2085,91.8090860511165
924,medium_variant,male,5yearly,2085,89.2631969245875
924,medium_variant,female,5yearly,2090,92.3773287592239
924,medium_variant,male,5yearly,2090,89.8336191095506
924,medium_variant,female,5yearly,2095,92.9581459871191
924,medium_variant,male,5yearly,2095,90.3897046843588
924,estimates,female,5yearly,Regi,Northern Europe
924,estimates,male,5yearly,Regi,Northern Europe
924,medium_variant,female,5yearly,Regi,Northern Europe
924,medium_variant,male,5yearly,Regi,Northern Europe
