region,variant,gender,freq,year,lifeexpectancyatbirth
912,estimates,female,5yearly,1950,43.1788386588223
912,estimates,male,5yearly,1950,41.4051878366639
912,estimates,female,5yearly,1955,46.9964305472068
912,estimates,male,5yearly,1955,44.6728307094965
912,estimates,female,5yearly,1960,49.794383069678
912,estimates,male,5yearly,1960,47.4262798810087
912,estimates,female,5yearly,1965,52.4857133473804
912,estimates,male,5yearly,1965,49.7806766033998
912,estimates,female,5yearly,1970,54.6588823904771
912,estimates,male,5yearly,1970,51.7414355133277
912,estimates,female,5yearly,1975,57.8449086790223
912,estimates,male,5yearly,1975,54.7299099166164
912,estimates,female,5yearly,1980,61.6501072073443
912,estimates,male,5yearly,1980,57.940356569975
912,estimates,female,5yearly,1985,64.7499138984398
912,estimates,male,5yearly,1985,60.9858841592673
912,estimates,female,5yearly,1990,66.5932744828176
912,estimates,male,5yearly,1990,62.5896921908029
912,estimates,female,5yearly,1995,68.4230019733603
912,estimates,male,5yearly,1995,64.4105811324166
912,estimates,female,5yearly,2000,69.916722108924
912,estimates,male,5yearly,2000,65.9697826069348
912,estimates,female,5yearly,2005,71.5821292127118
912,estimates,male,5yearly,2005,67.720810395847
912,estimates,female,5yearly,2010,72.8354286066881
912,estimates,male,5yearly,2010,69.3509509007589
912,medium_variant,female,5yearly,2015,73.9970378916238
912,medium_variant,male,5yearly,2015,70.3345604074736
912,medium_variant,female,5yearly,2020,75.0087105813273
912,medium_variant,male,5yearly,2020,71.1735161581712
912,medium_variant,female,5yearly,2025,75.9436374637493
912,medium_variant,male,5yearly,2025,71.9618379651111
912,medium_variant,female,5yearly,2030,76.8388183115705
912,medium_variant,male,5yearly,2030,72.7495283082159
912,medium_variant,female,5yearly,2035,77.6886286335375
912,medium_variant,male,5yearly,2035,73.5371207146053
912,medium_variant,female,5yearly,2040,78.4595837197386
912,medium_variant,male,5yearly,2040,74.2966410059874
912,medium_variant,female,5yearly,2045,79.1780170922294
912,medium_variant,male,5yearly,2045,75.0435939933313
912,medium_variant,female,5yearly,2050,79.8557606588462
912,medium_variant,male,5yearly,2050,75.7817937978905
912,medium_variant,female,5yearly,2055,80.4894185976844
912,medium_variant,male,5yearly,2055,76.474281664799
912,medium_variant,female,5yearly,2060,81.0826649562272
912,medium_variant,male,5yearly,2060,77.1650235023492
912,medium_variant,female,5yearly,2065,81.6409005309473
912,medium_variant,male,5yearly,2065,77.8329501239557
912,medium_variant,female,5yearly,2070,82.1655168123821
912,medium_variant,male,5yearly,2070,78.4606533438017
912,medium_variant,female,5yearly,2075,82.6885941103497
912,medium_variant,male,5yearly,2075,79.0745917221187
912,medium_variant,female,5yearly,2080,83.2200662170329
912,medium_variant,male,5yearly,2080,79.6917850168632
912,medium_variant,female,5yearly,2085,83.7352304406392
912,medium_variant,male,5yearly,2085,80.3447394950912
912,medium_variant,female,5yearly,2090,84.2618063465718
912,medium_variant,male,5yearly,2090,80.9879072724255
912,medium_variant,female,5yearly,2095,84.7680012560868
912,medium_variant,male,5yearly,2095,81.6369806594639
912,estimates,female,5yearly,Regi,Northern Africa
912,estimates,male,5yearly,Regi,Northern Africa
912,medium_variant,female,5yearly,Regi,Northern Africa
912,medium_variant,male,5yearly,Regi,Northern Africa
