variant,country,year,potentialsupport2064_65
estimates,24,1950,14.883
estimates,24,1951,15.039
estimates,24,1952,15.318
estimates,24,1953,15.692
estimates,24,1954,16.129
estimates,24,1955,16.615
estimates,24,1956,16.453
estimates,24,1957,16.355
estimates,24,1958,16.334
estimates,24,1959,16.406
estimates,24,1960,16.58
estimates,24,1961,16.29
estimates,24,1962,16.112
estimates,24,1963,16.03
estimates,24,1964,16.029
estimates,24,1965,16.101
estimates,24,1966,15.783
estimates,24,1967,15.556
estimates,24,1968,15.422
estimates,24,1969,15.388
estimates,24,1970,15.46
estimates,24,1971,15.254
estimates,24,1972,15.151
estimates,24,1973,15.132
estimates,24,1974,15.178
estimates,24,1975,15.275
estimates,24,1976,15.138
estimates,24,1977,15.064
estimates,24,1978,15.044
estimates,24,1979,15.074
estimates,24,1980,15.148
estimates,24,1981,15.074
estimates,24,1982,15.055
estimates,24,1983,15.08
estimates,24,1984,15.141
estimates,24,1985,15.231
estimates,24,1986,15.154
estimates,24,1987,15.143
estimates,24,1988,15.192
estimates,24,1989,15.297
estimates,24,1990,15.453
estimates,24,1991,15.433
estimates,24,1992,15.471
estimates,24,1993,15.56
estimates,24,1994,15.695
estimates,24,1995,15.871
estimates,24,1996,15.839
estimates,24,1997,15.871
estimates,24,1998,15.958
estimates,24,1999,16.089
estimates,24,2000,16.256
estimates,24,2001,16.199
estimates,24,2002,16.183
estimates,24,2003,16.202
estimates,24,2004,16.252
estimates,24,2005,16.328
estimates,24,2006,16.302
estimates,24,2007,16.309
estimates,24,2008,16.353
estimates,24,2009,16.445
estimates,24,2010,16.582
estimates,24,2011,16.642
estimates,24,2012,16.757
estimates,24,2013,16.885
estimates,24,2014,16.972
estimates,24,2015,16.992
medium_variant,24,2015,16.992
medium_variant,24,2016,16.851
medium_variant,24,2017,16.693
medium_variant,24,2018,16.54
medium_variant,24,2019,16.417
medium_variant,24,2020,16.334
medium_variant,24,2021,16.191
medium_variant,24,2022,16.094
medium_variant,24,2023,16.031
medium_variant,24,2024,15.993
medium_variant,24,2025,15.972
medium_variant,24,2026,15.9
medium_variant,24,2027,15.856
medium_variant,24,2028,15.833
medium_variant,24,2029,15.823
medium_variant,24,2030,15.82
medium_variant,24,2031,15.771
medium_variant,24,2032,15.737
medium_variant,24,2033,15.71
medium_variant,24,2034,15.683
medium_variant,24,2035,15.65
