variant,country,year,potentialsupport2064_65
estimates,32,1950,13.343
estimates,32,1951,12.926
estimates,32,1952,12.528
estimates,32,1953,12.156
estimates,32,1954,11.814
estimates,32,1955,11.502
estimates,32,1956,11.125
estimates,32,1957,10.784
estimates,32,1958,10.47
estimates,32,1959,10.177
estimates,32,1960,9.9
estimates,32,1961,9.633
estimates,32,1962,9.388
estimates,32,1963,9.161
estimates,32,1964,8.947
estimates,32,1965,8.744
estimates,32,1966,8.517
estimates,32,1967,8.312
estimates,32,1968,8.126
estimates,32,1969,7.955
estimates,32,1970,7.796
estimates,32,1971,7.626
estimates,32,1972,7.476
estimates,32,1973,7.341
estimates,32,1974,7.221
estimates,32,1975,7.111
estimates,32,1976,6.96
estimates,32,1977,6.823
estimates,32,1978,6.698
estimates,32,1979,6.585
estimates,32,1980,6.483
estimates,32,1981,6.384
estimates,32,1982,6.301
estimates,32,1983,6.228
estimates,32,1984,6.158
estimates,32,1985,6.087
estimates,32,1986,5.999
estimates,32,1987,5.919
estimates,32,1988,5.846
estimates,32,1989,5.778
estimates,32,1990,5.717
estimates,32,1991,5.634
estimates,32,1992,5.56
estimates,32,1993,5.499
estimates,32,1994,5.454
estimates,32,1995,5.427
estimates,32,1996,5.392
estimates,32,1997,5.375
estimates,32,1998,5.372
estimates,32,1999,5.374
estimates,32,2000,5.379
estimates,32,2001,5.374
estimates,32,2002,5.372
estimates,32,2003,5.372
estimates,32,2004,5.374
estimates,32,2005,5.376
estimates,32,2006,5.367
estimates,32,2007,5.358
estimates,32,2008,5.349
estimates,32,2009,5.335
estimates,32,2010,5.317
estimates,32,2011,5.284
estimates,32,2012,5.249
estimates,32,2013,5.21
estimates,32,2014,5.168
estimates,32,2015,5.122
medium_variant,32,2015,5.122
medium_variant,32,2016,5.065
medium_variant,32,2017,5.005
medium_variant,32,2018,4.945
medium_variant,32,2019,4.887
medium_variant,32,2020,4.831
medium_variant,32,2021,4.775
medium_variant,32,2022,4.721
medium_variant,32,2023,4.669
medium_variant,32,2024,4.62
medium_variant,32,2025,4.572
medium_variant,32,2026,4.525
medium_variant,32,2027,4.479
medium_variant,32,2028,4.434
medium_variant,32,2029,4.39
medium_variant,32,2030,4.348
medium_variant,32,2031,4.31
medium_variant,32,2032,4.272
medium_variant,32,2033,4.232
medium_variant,32,2034,4.189
medium_variant,32,2035,4.14
medium_variant,32,2036,4.093
medium_variant,32,2037,4.043
medium_variant,32,2038,3.986
medium_variant,32,2039,3.919
medium_variant,32,2040,3.84
medium_variant,32,2041,3.758
medium_variant,32,2042,3.666
medium_variant,32,2043,3.572
medium_variant,32,2044,3.483
medium_variant,32,2045,3.403
medium_variant,32,2046,3.338
medium_variant,32,2047,3.279
medium_variant,32,2048,3.224
medium_variant,32,2049,3.17
medium_variant,32,2050,3.114
medium_variant,32,2051,3.065
medium_variant,32,2052,3.014
medium_variant,32,2053,2.963
medium_variant,32,2054,2.912
medium_variant,32,2055,2.86
medium_variant,32,2056,2.817
medium_variant,32,2057,2.772
medium_variant,32,2058,2.728
medium_variant,32,2059,2.685
medium_variant,32,2060,2.643
medium_variant,32,2061,2.613
medium_variant,32,2062,2.583
medium_variant,32,2063,2.554
medium_variant,32,2064,2.523
medium_variant,32,2065,2.489
medium_variant,32,2066,2.464
medium_variant,32,2067,2.436
medium_variant,32,2068,2.406
medium_variant,32,2069,2.374
medium_variant,32,2070,2.343
medium_variant,32,2071,2.32
medium_variant,32,2072,2.295
medium_variant,32,2073,2.269
medium_variant,32,2074,2.242
medium_variant,32,2075,2.214
medium_variant,32,2076,2.193
medium_variant,32,2077,2.17
medium_variant,32,2078,2.145
medium_variant,32,2079,2.118
medium_variant,32,2080,2.091
medium_variant,32,2081,2.073
medium_variant,32,2082,2.053
medium_variant,32,2083,2.031
medium_variant,32,2084,2.009
medium_variant,32,2085,1.986
medium_variant,32,2086,1.971
medium_variant,32,2087,1.954
medium_variant,32,2088,1.936
medium_variant,32,2089,1.917
medium_variant,32,2090,1.897
medium_variant,32,2091,1.885
medium_variant,32,2092,1.872
medium_variant,32,2093,1.856
medium_variant,32,2094,1.839
medium_variant,32,2095,1.821
medium_variant,32,2096,1.812
medium_variant,32,2097,1.8
medium_variant,32,2098,1.786
medium_variant,32,2099,1.771
medium_variant,32,2100,1.756
high_variant,32,2015,5.12154584097025
low_variant,32,2015,5.12154584097025
constant_fertility,32,2015,5.12154584097025
instant_replacement,32,2015,5.12154584097025
zero_migration,32,2015,5.12154584097025
constant_mortality,32,2015,5.12154584097025
no_change,32,2015,5.12154584097025
high_variant,32,2020,4.83069759222577
low_variant,32,2020,4.83069759222577
constant_fertility,32,2020,4.83069759222577
instant_replacement,32,2020,4.83069759222577
zero_migration,32,2020,4.82840632170442
constant_mortality,32,2020,4.88362915627896
no_change,32,2020,4.88362915627896
high_variant,32,2025,4.57174272586806
low_variant,32,2025,4.57174272586806
constant_fertility,32,2025,4.57174272586806
instant_replacement,32,2025,4.57174272586806
zero_migration,32,2025,4.56757896404234
constant_mortality,32,2025,4.70083963657851
no_change,32,2025,4.70083963657851
high_variant,32,2030,4.34827464941411
low_variant,32,2030,4.34827464941411
constant_fertility,32,2030,4.34827464941411
instant_replacement,32,2030,4.34827464941411
