variant,country,year,potentialsupport2064_65
estimates,694,1950,15.795
estimates,694,1951,15.755
estimates,694,1952,15.84
estimates,694,1953,16.044
estimates,694,1954,16.366
estimates,694,1955,16.806
estimates,694,1956,16.604
estimates,694,1957,16.529
estimates,694,1958,16.568
estimates,694,1959,16.717
estimates,694,1960,16.967
estimates,694,1961,16.679
estimates,694,1962,16.516
estimates,694,1963,16.464
estimates,694,1964,16.515
estimates,694,1965,16.658
estimates,694,1966,16.334
estimates,694,1967,16.127
estimates,694,1968,16.02
estimates,694,1969,15.998
estimates,694,1970,16.047
estimates,694,1971,15.676
estimates,694,1972,15.401
estimates,694,1973,15.211
estimates,694,1974,15.098
estimates,694,1975,15.054
estimates,694,1976,14.72
estimates,694,1977,14.479
estimates,694,1978,14.316
estimates,694,1979,14.22
estimates,694,1980,14.18
estimates,694,1981,13.94
estimates,694,1982,13.784
estimates,694,1983,13.703
estimates,694,1984,13.687
estimates,694,1985,13.729
estimates,694,1986,13.632
estimates,694,1987,13.624
estimates,694,1988,13.699
estimates,694,1989,13.854
estimates,694,1990,14.085
estimates,694,1991,13.991
estimates,694,1992,14.061
estimates,694,1993,14.309
estimates,694,1994,14.76
estimates,694,1995,15.457
estimates,694,1996,15.44
estimates,694,1997,15.578
estimates,694,1998,15.872
estimates,694,1999,16.333
estimates,694,2000,16.977
estimates,694,2001,16.923
estimates,694,2002,16.932
estimates,694,2003,16.981
estimates,694,2004,17.049
estimates,694,2005,17.118
estimates,694,2006,16.895
estimates,694,2007,16.76
estimates,694,2008,16.699
estimates,694,2009,16.7
estimates,694,2010,16.755
estimates,694,2011,16.552
estimates,694,2012,16.426
estimates,694,2013,16.377
estimates,694,2014,16.414
estimates,694,2015,16.536
medium_variant,694,2015,16.536
medium_variant,694,2016,16.477
medium_variant,694,2017,16.508
medium_variant,694,2018,16.608
medium_variant,694,2019,16.758
medium_variant,694,2020,16.947
medium_variant,694,2021,16.903
medium_variant,694,2022,16.912
medium_variant,694,2023,16.967
medium_variant,694,2024,17.065
medium_variant,694,2025,17.201
medium_variant,694,2026,17.136
medium_variant,694,2027,17.12
