agebroad,gender,population,region,variant,year
"Region, subregion, country or area *",female,"Less developed regions, excluding least developed countries",934,estimates,1950
0_1,female,48339.331,934,estimates,1950
0_4,female,109135.214,934,estimates,1950
0_14,female,274873.033,934,estimates,1950
0_17,female,319877.937,934,estimates,1950
0_19,female,348287.382,934,estimates,1950
0_24,female,412982.406,934,estimates,1950
3_4,female,39255.28,934,estimates,1950
3_5,female,57455.173,934,estimates,1950
3_6,female,74978.0,934,estimates,1950
4_5,female,37275.618,934,estimates,1950
4_6,female,54798.445,934,estimates,1950
5_14,female,165737.819,934,estimates,1950
5_10,female,102022.57,934,estimates,1950
5_11,female,118226.238,934,estimates,1950
6_9,female,67578.112,934,estimates,1950
6_10,female,83822.677,934,estimates,1950
6_11,female,100026.345,934,estimates,1950
6_12,female,116131.774,934,estimates,1950
7_10,female,66299.85,934,estimates,1950
7_12,female,98608.947,934,estimates,1950
11_16,female,93991.393,934,estimates,1950
11_17,female,108720.153,934,estimates,1950
11_18,female,123110.873,934,estimates,1950
12_14,female,47511.581,934,estimates,1950
12_16,female,77787.725,934,estimates,1950
12_17,female,92516.485,934,estimates,1950
12_18,female,106907.205,934,estimates,1950
13_17,female,76411.056,934,estimates,1950
13_18,female,90801.776,934,estimates,1950
13_19,female,104820.501,934,estimates,1950
15_17,female,45004.904,934,estimates,1950
18_23,female,80845.544,934,estimates,1950
15_24,female,138109.373,934,estimates,1950
15_49,female,366473.431,934,estimates,1950
15_59,female,418977.32,934,estimates,1950
15_64,female,438728.1,934,estimates,1950
20_64,female,365313.751,934,estimates,1950
20_69,female,379673.219,934,estimates,1950
25_49,female,228364.058,934,estimates,1950
25_64,female,300618.727,934,estimates,1950
25_69,female,314978.195,934,estimates,1950
15plus,female,471327.078,934,estimates,1950
16plus,female,456064.716,934,estimates,1950
17plus,female,441050.934,934,estimates,1950
18plus,female,426322.174,934,estimates,1950
20plus,female,397912.729,934,estimates,1950
21plus,female,384262.118,934,estimates,1950
25plus,female,333217.705,934,estimates,1950
50plus,female,104853.647,934,estimates,1950
60plus,female,52349.758,934,estimates,1950
65plus,female,32598.978,934,estimates,1950
70plus,female,18239.51,934,estimates,1950
75plus,female,8804.137,934,estimates,1950
80plus,female,3393.313,934,estimates,1950
85plus,female,1045.009,934,estimates,1950
90plus,female,280.37,934,estimates,1950
total,female,746200.111,934,estimates,1950
"Region, subregion, country or area *",male,"Less developed regions, excluding least developed countries",934,estimates,1950
0_1,male,50063.757,934,estimates,1950
0_4,male,113757.816,934,estimates,1950
0_14,male,290275.671,934,estimates,1950
0_17,male,338016.248,934,estimates,1950
0_19,male,368242.489,934,estimates,1950
0_24,male,437794.508,934,estimates,1950
3_4,male,41225.114,934,estimates,1950
3_5,male,60457.805,934,estimates,1950
3_6,male,79038.977,934,estimates,1950
4_5,male,39310.802,934,estimates,1950
4_6,male,57891.974,934,estimates,1950
5_14,male,176517.855,934,estimates,1950
5_10,male,108496.912,934,estimates,1950
5_11,male,125816.298,934,estimates,1950
6_9,male,71910.983,934,estimates,1950
6_10,male,89264.221,934,estimates,1950
6_11,male,106583.607,934,estimates,1950
6_12,male,123793.873,934,estimates,1950
7_10,male,70683.049,934,estimates,1950
7_12,male,105212.701,934,estimates,1950
11_16,male,100163.207,934,estimates,1950
11_17,male,115761.52,934,estimates,1950
11_18,male,131038.205,934,estimates,1950
12_14,male,50701.557,934,estimates,1950
12_16,male,82843.821,934,estimates,1950
12_17,male,98442.134,934,estimates,1950
12_18,male,113718.819,934,estimates,1950
13_17,male,81231.868,934,estimates,1950
13_18,male,96508.553,934,estimates,1950
13_19,male,111458.109,934,estimates,1950
15_17,male,47740.577,934,estimates,1950
18_23,male,86640.646,934,estimates,1950
15_24,male,147518.837,934,estimates,1950
15_49,male,389917.474,934,estimates,1950
15_59,male,443877.505,934,estimates,1950
15_64,male,462614.668,934,estimates,1950
20_64,male,384647.85,934,estimates,1950
20_69,male,397395.787,934,estimates,1950
25_49,male,242398.637,934,estimates,1950
25_64,male,315095.831,934,estimates,1950
25_69,male,327843.768,934,estimates,1950
15plus,male,489674.744,934,estimates,1950
16plus,male,473448.248,934,estimates,1950
17plus,male,457532.48,934,estimates,1950
18plus,male,441934.167,934,estimates,1950
