agebroad,gender,population,region,variant,year
"Region, subregion, country or area *",female,Western Europe,926,estimates,1950
0_1,female,2470.678,926,estimates,1950
0_4,female,5588.958,926,estimates,1950
0_14,female,16218.629,926,estimates,1950
0_17,female,19401.461,926,estimates,1950
0_19,female,21472.174,926,estimates,1950
0_24,female,26754.411,926,estimates,1950
3_4,female,2027.248,926,estimates,1950
3_5,female,3006.626,926,estimates,1950
3_6,female,3986.188,926,estimates,1950
4_5,female,1974.969,926,estimates,1950
4_6,female,2954.531,926,estimates,1950
5_14,female,10629.671,926,estimates,1950
5_10,female,6091.696,926,estimates,1950
5_11,female,7219.788,926,estimates,1950
6_9,female,4031.501,926,estimates,1950
6_10,female,5112.318,926,estimates,1950
6_11,female,6240.41,926,estimates,1950
6_12,female,7394.522,926,estimates,1950
7_10,female,4132.756,926,estimates,1950
7_12,female,6414.96,926,estimates,1950
11_16,female,6681.488,926,estimates,1950
11_17,female,7720.807,926,estimates,1950
11_18,female,8754.332,926,estimates,1950
12_14,female,3409.883,926,estimates,1950
12_16,female,5553.396,926,estimates,1950
12_17,female,6592.715,926,estimates,1950
12_18,female,7626.24,926,estimates,1950
13_17,female,5438.603,926,estimates,1950
13_18,female,6472.128,926,estimates,1950
13_19,female,7509.316,926,estimates,1950
15_17,female,3182.832,926,estimates,1950
18_23,female,6235.021,926,estimates,1950
15_24,female,10535.782,926,estimates,1950
15_49,female,37298.181,926,estimates,1950
15_59,female,46792.134,926,estimates,1950
15_64,female,50649.199,926,estimates,1950
20_64,female,45395.654,926,estimates,1950
20_69,female,48576.058,926,estimates,1950
25_49,female,26762.399,926,estimates,1950
25_64,female,40113.417,926,estimates,1950
25_69,female,43293.821,926,estimates,1950
15plus,female,58922.935,926,estimates,1950
16plus,female,57837.985,926,estimates,1950
17plus,female,56779.422,926,estimates,1950
18plus,female,55740.103,926,estimates,1950
20plus,female,53669.39,926,estimates,1950
21plus,female,52633.95,926,estimates,1950
25plus,female,48387.153,926,estimates,1950
50plus,female,21624.754,926,estimates,1950
60plus,female,12130.801,926,estimates,1950
65plus,female,8273.736,926,estimates,1950
70plus,female,5093.332,926,estimates,1950
75plus,female,2599.824,926,estimates,1950
80plus,female,1052.013,926,estimates,1950
85plus,female,345.714,926,estimates,1950
