agebroad,gender,population,region,variant,year
0_1,female,71.645,928,estimates,1950
0_4,female,167.078,928,estimates,1950
0_14,female,423.576,928,estimates,1950
0_17,female,488.774,928,estimates,1950
0_19,female,529.398,928,estimates,1950
0_24,female,620.771,928,estimates,1950
3_4,female,62.193,928,estimates,1950
3_5,female,91.452,928,estimates,1950
3_6,female,119.666,928,estimates,1950
4_5,female,59.694,928,estimates,1950
4_6,female,87.908,928,estimates,1950
5_14,female,256.498,928,estimates,1950
5_10,female,161.999,928,estimates,1950
5_11,female,186.476,928,estimates,1950
6_9,female,107.679,928,estimates,1950
6_10,female,132.74,928,estimates,1950
6_11,female,157.217,928,estimates,1950
6_12,female,181.131,928,estimates,1950
7_10,female,104.526,928,estimates,1950
7_12,female,152.917,928,estimates,1950
11_16,female,138.479,928,estimates,1950
11_17,female,159.697,928,estimates,1950
11_18,female,180.323,928,estimates,1950
12_14,female,70.022,928,estimates,1950
12_16,female,114.002,928,estimates,1950
12_17,female,135.22,928,estimates,1950
12_18,female,155.846,928,estimates,1950
13_17,female,111.306,928,estimates,1950
13_18,female,131.932,928,estimates,1950
13_19,female,151.93,928,estimates,1950
15_17,female,65.198,928,estimates,1950
18_23,female,114.746,928,estimates,1950
15_24,female,197.195,928,estimates,1950
15_49,female,490.419,928,estimates,1950
15_59,female,544.561,928,estimates,1950
15_64,female,562.889,928,estimates,1950
20_64,female,457.067,928,estimates,1950
20_69,female,473.528,928,estimates,1950
25_49,female,293.224,928,estimates,1950
25_64,female,365.694,928,estimates,1950
25_69,female,382.155,928,estimates,1950
15plus,female,600.093,928,estimates,1950
16plus,female,577.857,928,estimates,1950
17plus,female,556.113,928,estimates,1950
18plus,female,534.895,928,estimates,1950
20plus,female,494.271,928,estimates,1950
21plus,female,474.881,928,estimates,1950
25plus,female,402.898,928,estimates,1950
50plus,female,109.674,928,estimates,1950
60plus,female,55.532,928,estimates,1950
65plus,female,37.204,928,estimates,1950
70plus,female,20.743,928,estimates,1950
75plus,female,9.424,928,estimates,1950
80plus,female,3.143,928,estimates,1950
85plus,female,0.921,928,estimates,1950
90plus,female,0.193,928,estimates,1950
total,female,1023.669,928,estimates,1950
0_1,male,75.488,928,estimates,1950
0_4,male,176.57,928,estimates,1950
0_14,male,453.661,928,estimates,1950
0_17,male,525.087,928,estimates,1950
0_19,male,569.977,928,estimates,1950
0_24,male,672.75,928,estimates,1950
3_4,male,65.959,928,estimates,1950
3_5,male,97.127,928,estimates,1950
3_6,male,127.278,928,estimates,1950
4_5,male,63.491,928,estimates,1950
4_6,male,93.642,928,estimates,1950
5_14,male,277.091,928,estimates,1950
5_10,male,173.971,928,estimates,1950
5_11,male,200.595,928,estimates,1950
6_9,male,115.648,928,estimates,1950
6_10,male,142.803,928,estimates,1950
6_11,male,169.427,928,estimates,1950
6_12,male,195.516,928,estimates,1950
7_10,male,112.652,928,estimates,1950
7_12,male,165.365,928,estimates,1950
11_16,male,151.27,928,estimates,1950
11_17,male,174.546,928,estimates,1950
11_18,male,197.271,928,estimates,1950
12_14,male,76.496,928,estimates,1950
12_16,male,124.646,928,estimates,1950
12_17,male,147.922,928,estimates,1950
12_18,male,170.647,928,estimates,1950
13_17,male,121.833,928,estimates,1950
13_18,male,144.558,928,estimates,1950
13_19,male,166.723,928,estimates,1950
15_17,male,71.426,928,estimates,1950
18_23,male,128.161,928,estimates,1950
15_24,male,219.089,928,estimates,1950
15_49,male,556.164,928,estimates,1950
15_59,male,620.667,928,estimates,1950
15_64,male,642.446,928,estimates,1950
20_64,male,526.13,928,estimates,1950
20_69,male,545.582,928,estimates,1950
25_49,male,337.075,928,estimates,1950
25_64,male,423.357,928,estimates,1950
25_69,male,442.809,928,estimates,1950
15plus,male,688.011,928,estimates,1950
16plus,male,663.672,928,estimates,1950
17plus,male,639.861,928,estimates,1950
18plus,male,616.585,928,estimates,1950
20plus,male,571.695,928,estimates,1950
21plus,male,550.077,928,estimates,1950
25plus,male,468.922,928,estimates,1950
50plus,male,131.847,928,estimates,1950
60plus,male,67.344,928,estimates,1950
65plus,male,45.565,928,estimates,1950
70plus,male,26.113,928,estimates,1950
75plus,male,12.361,928,estimates,1950
80plus,male,4.466,928,estimates,1950
85plus,male,1.17,928,estimates,1950
90plus,male,0.219,928,estimates,1950
total,male,1141.672,928,estimates,1950
0_1,female,75.286,928,estimates,1951
0_4,female,173.703,928,estimates,1951
0_14,female,436.18,928,estimates,1951
0_17,female,502.368,928,estimates,1951
0_19,female,543.786,928,estimates,1951
0_24,female,636.806,928,estimates,1951
3_4,female,64.091,928,estimates,1951
3_5,female,94.189,928,estimates,1951
3_6,female,123.191,928,estimates,1951
4_5,female,61.442,928,estimates,1951
4_6,female,90.444,928,estimates,1951
5_14,female,262.477,928,estimates,1951
5_10,female,166.269,928,estimates,1951
5_11,female,191.207,928,estimates,1951
6_9,female,110.565,928,estimates,1951
6_10,female,136.171,928,estimates,1951
6_11,female,161.109,928,estimates,1951
6_12,female,185.446,928,estimates,1951
7_10,female,107.169,928,estimates,1951
7_12,female,156.444,928,estimates,1951
11_16,female,140.852,928,estimates,1951
11_17,female,162.396,928,estimates,1951
11_18,female,183.404,928,estimates,1951
12_14,female,71.27,928,estimates,1951
12_16,female,115.914,928,estimates,1951
12_17,female,137.458,928,estimates,1951
12_18,female,158.466,928,estimates,1951
13_17,female,113.121,928,estimates,1951
13_18,female,134.129,928,estimates,1951
13_19,female,154.539,928,estimates,1951
15_17,female,66.188,928,estimates,1951
18_23,female,116.935,928,estimates,1951
15_24,female,200.626,928,estimates,1951
15_49,female,499.076,928,estimates,1951
15_59,female,554.843,928,estimates,1951
15_64,female,572.611,928,estimates,1951
20_64,female,465.005,928,estimates,1951
20_69,female,481.065,928,estimates,1951
25_49,female,298.45,928,estimates,1951
25_64,female,371.985,928,estimates,1951
25_69,female,388.045,928,estimates,1951
15plus,female,610.369,928,estimates,1951
16plus,female,587.776,928,estimates,1951
17plus,female,565.725,928,estimates,1951
18plus,female,544.181,928,estimates,1951
20plus,female,502.763,928,estimates,1951
21plus,female,482.984,928,estimates,1951
25plus,female,409.743,928,estimates,1951
50plus,female,111.293,928,estimates,1951
60plus,female,55.526,928,estimates,1951
65plus,female,37.758,928,estimates,1951
70plus,female,21.698,928,estimates,1951
75plus,female,10.145,928,estimates,1951
80plus,female,3.532,928,estimates,1951
85plus,female,1.011,928,estimates,1951
90plus,female,0.229,928,estimates,1951
total,female,1046.549,928,estimates,1951
0_1,male,78.775,928,estimates,1951
0_4,male,182.305,928,estimates,1951
0_14,male,463.79,928,estimates,1951
0_17,male,536.04,928,estimates,1951
0_19,male,581.495,928,estimates,1951
0_24,male,685.47,928,estimates,1951
3_4,male,67.495,928,estimates,1951
3_5,male,99.318,928,estimates,1951
3_6,male,130.074,928,estimates,1951
4_5,male,64.872,928,estimates,1951
4_6,male,95.628,928,estimates,1951
5_14,male,281.485,928,estimates,1951
