agebroad,gender,population,region,variant,year
0_1,female,54236.933,1517,estimates,1950
0_4,female,120411.848,1517,estimates,1950
0_14,female,305848.502,1517,estimates,1950
0_17,female,356811.315,1517,estimates,1950
0_19,female,389278.196,1517,estimates,1950
0_24,female,465735.97,1517,estimates,1950
3_4,female,42537.916,1517,estimates,1950
3_5,female,62180.88,1517,estimates,1950
3_6,female,81151.926,1517,estimates,1950
4_5,female,40254.509,1517,estimates,1950
4_6,female,59225.555,1517,estimates,1950
5_14,female,185436.654,1517,estimates,1950
5_10,female,112039.29,1517,estimates,1950
5_11,female,130612.886,1517,estimates,1950
6_9,female,74075.86,1517,estimates,1950
6_10,female,92396.326,1517,estimates,1950
6_11,female,110969.922,1517,estimates,1950
6_12,female,129610.714,1517,estimates,1950
7_10,female,73425.28,1517,estimates,1950
7_12,female,110639.668,1517,estimates,1950
11_16,female,107762.836,1517,estimates,1950
11_17,female,124360.177,1517,estimates,1950
11_18,female,140694.341,1517,estimates,1950
12_14,female,54823.768,1517,estimates,1950
12_16,female,89189.24,1517,estimates,1950
12_17,female,105786.581,1517,estimates,1950
12_18,female,122120.745,1517,estimates,1950
13_17,female,87145.789,1517,estimates,1950
13_18,female,103479.953,1517,estimates,1950
13_19,female,119612.67,1517,estimates,1950
15_17,female,50962.813,1517,estimates,1950
18_23,female,94409.816,1517,estimates,1950
15_24,female,159887.468,1517,estimates,1950
15_49,female,428192.075,1517,estimates,1950
15_59,female,490407.656,1517,estimates,1950
15_64,female,513891.77,1517,estimates,1950
20_64,female,430462.076,1517,estimates,1950
20_69,female,447820.449,1517,estimates,1950
25_49,female,268304.607,1517,estimates,1950
25_64,female,354004.302,1517,estimates,1950
25_69,female,371362.675,1517,estimates,1950
15plus,female,554058.79,1517,estimates,1950
16plus,female,536661.95,1517,estimates,1950
17plus,female,519693.318,1517,estimates,1950
18plus,female,503095.977,1517,estimates,1950
20plus,female,470629.096,1517,estimates,1950
21plus,female,454725.059,1517,estimates,1950
25plus,female,394171.322,1517,estimates,1950
50plus,female,125866.715,1517,estimates,1950
60plus,female,63651.134,1517,estimates,1950
65plus,female,40167.02,1517,estimates,1950
70plus,female,22808.647,1517,estimates,1950
75plus,female,11205.578,1517,estimates,1950
80plus,female,4387.33,1517,estimates,1950
85plus,female,1427.029,1517,estimates,1950
90plus,female,397.423,1517,estimates,1950
total,female,859907.292,1517,estimates,1950
0_1,male,56077.638,1517,estimates,1950
0_4,male,125202.962,1517,estimates,1950
0_14,male,321532.51,1517,estimates,1950
0_17,male,375397.241,1517,estimates,1950
0_19,male,409714.8,1517,estimates,1950
0_24,male,490355.515,1517,estimates,1950
3_4,male,44530.712,1517,estimates,1950
3_5,male,65207.67,1517,estimates,1950
3_6,male,85235.651,1517,estimates,1950
4_5,male,42297.771,1517,estimates,1950
4_6,male,62325.752,1517,estimates,1950
5_14,male,196329.548,1517,estimates,1950
5_10,male,118526.091,1517,estimates,1950
5_11,male,138226.813,1517,estimates,1950
6_9,male,78411.315,1517,estimates,1950
6_10,male,97849.133,1517,estimates,1950
6_11,male,117549.855,1517,estimates,1950
6_12,male,137313.147,1517,estimates,1950
7_10,male,77821.152,1517,estimates,1950
7_12,male,117285.166,1517,estimates,1950
11_16,male,114146.156,1517,estimates,1950
11_17,male,131668.188,1517,estimates,1950
11_18,male,148922.301,1517,estimates,1950
12_14,male,58102.735,1517,estimates,1950
12_16,male,94445.434,1517,estimates,1950
12_17,male,111967.466,1517,estimates,1950
12_18,male,129221.579,1517,estimates,1950
13_17,male,92204.174,1517,estimates,1950
13_18,male,109458.287,1517,estimates,1950
13_19,male,126521.733,1517,estimates,1950
15_17,male,53864.731,1517,estimates,1950
18_23,male,99842.314,1517,estimates,1950
15_24,male,168823.005,1517,estimates,1950
15_49,male,439899.186,1517,estimates,1950
15_59,male,500451.387,1517,estimates,1950
15_64,male,521554.523,1517,estimates,1950
20_64,male,433372.233,1517,estimates,1950
20_69,male,447994.45,1517,estimates,1950
25_49,male,271076.181,1517,estimates,1950
25_64,male,352731.518,1517,estimates,1950
25_69,male,367353.735,1517,estimates,1950
15plus,male,553040.944,1517,estimates,1950
16plus,male,534628.193,1517,estimates,1950
17plus,male,516698.245,1517,estimates,1950
18plus,male,499176.213,1517,estimates,1950
20plus,male,464858.654,1517,estimates,1950
21plus,male,448018.342,1517,estimates,1950
25plus,male,384217.939,1517,estimates,1950
