agebroad,gender,population,region,variant,year
"Region, subregion, country or area *",female,Upper-middle-income countries,1502,estimates,1950
0_1,female,29606.82,1502,estimates,1950
0_4,female,64191.524,1502,estimates,1950
0_14,female,160124.036,1502,estimates,1950
0_17,female,187248.856,1502,estimates,1950
0_19,female,204701.453,1502,estimates,1950
0_24,female,246409.327,1502,estimates,1950
3_4,female,22049.627,1502,estimates,1950
3_5,female,32069.891,1502,estimates,1950
3_6,female,41701.613,1502,estimates,1950
4_5,female,20631.538,1502,estimates,1950
4_6,female,30263.26,1502,estimates,1950
5_14,female,95932.512,1502,estimates,1950
5_10,female,57208.825,1502,estimates,1950
5_11,female,66924.747,1502,estimates,1950
6_9,female,37716.63,1502,estimates,1950
6_10,female,47188.561,1502,estimates,1950
6_11,female,56904.483,1502,estimates,1950
6_12,female,66741.444,1502,estimates,1950
7_10,female,37556.839,1502,estimates,1950
7_12,female,57109.722,1502,estimates,1950
11_16,female,56990.565,1502,estimates,1950
11_17,female,65848.507,1502,estimates,1950
11_18,female,74605.526,1502,estimates,1950
12_14,female,29007.765,1502,estimates,1950
12_16,female,47274.643,1502,estimates,1950
12_17,female,56132.585,1502,estimates,1950
12_18,female,64889.604,1502,estimates,1950
13_17,female,46295.624,1502,estimates,1950
13_18,female,55052.643,1502,estimates,1950
13_19,female,63748.221,1502,estimates,1950
15_17,female,27124.82,1502,estimates,1950
18_23,female,51212.91,1502,estimates,1950
15_24,female,86285.291,1502,estimates,1950
15_49,female,238824.486,1502,estimates,1950
15_59,female,276179.865,1502,estimates,1950
15_64,female,290464.131,1502,estimates,1950
20_64,female,245886.714,1502,estimates,1950
20_69,female,256981.281,1502,estimates,1950
25_49,female,152539.195,1502,estimates,1950
25_64,female,204178.84,1502,estimates,1950
25_69,female,215273.407,1502,estimates,1950
15plus,female,314884.854,1502,estimates,1950
16plus,female,305647.272,1502,estimates,1950
17plus,female,296617.976,1502,estimates,1950
18plus,female,287760.034,1502,estimates,1950
20plus,female,270307.437,1502,estimates,1950
21plus,female,261691.928,1502,estimates,1950
25plus,female,228599.563,1502,estimates,1950
50plus,female,76060.368,1502,estimates,1950
60plus,female,38704.989,1502,estimates,1950
65plus,female,24420.723,1502,estimates,1950
70plus,female,13326.156,1502,estimates,1950
75plus,female,6347.236,1502,estimates,1950
80plus,female,2378.733,1502,estimates,1950
85plus,female,729.823,1502,estimates,1950
