agebroad,gender,population,region,variant,year
"Region, subregion, country or area *",female,Caribbean,915,estimates,1950
0_1,female,534.528,915,estimates,1950
0_4,female,1263.336,915,estimates,1950
0_14,female,3328.253,915,estimates,1950
0_17,female,3852.634,915,estimates,1950
0_19,female,4179.381,915,estimates,1950
0_24,female,4928.807,915,estimates,1950
3_4,female,477.384,915,estimates,1950
3_5,female,705.411,915,estimates,1950
3_6,female,927.474,915,estimates,1950
4_5,female,462.841,915,estimates,1950
4_6,female,684.904,915,estimates,1950
5_14,female,2064.917,915,estimates,1950
5_10,female,1290.533,915,estimates,1950
5_11,female,1491.117,915,estimates,1950
6_9,female,858.627,915,estimates,1950
6_10,female,1062.506,915,estimates,1950
6_11,female,1263.09,915,estimates,1950
6_12,female,1459.733,915,estimates,1950
7_10,female,840.443,915,estimates,1950
7_12,female,1237.67,915,estimates,1950
11_16,female,1129.149,915,estimates,1950
11_17,female,1298.765,915,estimates,1950
11_18,female,1464.061,915,estimates,1950
12_14,female,573.8,915,estimates,1950
12_16,female,928.565,915,estimates,1950
12_17,female,1098.181,915,estimates,1950
12_18,female,1263.477,915,estimates,1950
13_17,female,901.538,915,estimates,1950
13_18,female,1066.834,915,estimates,1950
13_19,female,1228.285,915,estimates,1950
15_17,female,524.381,915,estimates,1950
18_23,female,934.243,915,estimates,1950
15_24,female,1600.554,915,estimates,1950
15_49,female,4162.182,915,estimates,1950
15_59,female,4645.238,915,estimates,1950
15_64,female,4826.817,915,estimates,1950
20_64,female,3975.689,915,estimates,1950
20_69,female,4113.104,915,estimates,1950
25_49,female,2561.628,915,estimates,1950
25_64,female,3226.263,915,estimates,1950
25_69,female,3363.678,915,estimates,1950
15plus,female,5180.186,915,estimates,1950
16plus,female,5000.069,915,estimates,1950
17plus,female,4825.421,915,estimates,1950
18plus,female,4655.805,915,estimates,1950
20plus,female,4329.058,915,estimates,1950
21plus,female,4171.463,915,estimates,1950
25plus,female,3579.632,915,estimates,1950
50plus,female,1018.004,915,estimates,1950
60plus,female,534.948,915,estimates,1950
65plus,female,353.369,915,estimates,1950
70plus,female,215.954,915,estimates,1950
75plus,female,115.417,915,estimates,1950
80plus,female,48.855,915,estimates,1950
85plus,female,18.766,915,estimates,1950
90plus,female,5.523,915,estimates,1950
total,female,8508.439,915,estimates,1950
"Region, subregion, country or area *",male,Caribbean,915,estimates,1950
