agebroad,gender,population,region,variant,year
0_1,female,5.246,954,estimates,1950
0_4,female,11.504,954,estimates,1950
0_14,female,27.228,954,estimates,1950
0_17,female,31.05,954,estimates,1950
0_19,female,33.458,954,estimates,1950
0_24,female,39.423,954,estimates,1950
3_4,female,3.997,954,estimates,1950
3_5,female,5.802,954,estimates,1950
3_6,female,7.513,954,estimates,1950
4_5,female,3.728,954,estimates,1950
4_6,female,5.439,954,estimates,1950
5_14,female,15.724,954,estimates,1950
5_10,female,9.833,954,estimates,1950
5_11,female,11.365,954,estimates,1950
6_9,female,6.496,954,estimates,1950
6_10,female,8.028,954,estimates,1950
6_11,female,9.56,954,estimates,1950
6_12,female,11.072,954,estimates,1950
7_10,female,6.317,954,estimates,1950
7_12,female,9.361,954,estimates,1950
11_16,female,8.487,954,estimates,1950
11_17,female,9.713,954,estimates,1950
11_18,female,10.919,954,estimates,1950
12_14,female,4.359,954,estimates,1950
12_16,female,6.955,954,estimates,1950
12_17,female,8.181,954,estimates,1950
12_18,female,9.387,954,estimates,1950
13_17,female,6.669,954,estimates,1950
13_18,female,7.875,954,estimates,1950
13_19,female,9.077,954,estimates,1950
15_17,female,3.822,954,estimates,1950
18_23,female,7.168,954,estimates,1950
15_24,female,12.195,954,estimates,1950
15_49,female,31.394,954,estimates,1950
15_59,female,34.959,954,estimates,1950
15_64,female,36.306,954,estimates,1950
20_64,female,30.076,954,estimates,1950
20_69,female,31.064,954,estimates,1950
25_49,female,19.199,954,estimates,1950
25_64,female,24.111,954,estimates,1950
25_69,female,25.099,954,estimates,1950
15plus,female,39.089,954,estimates,1950
16plus,female,37.761,954,estimates,1950
17plus,female,36.493,954,estimates,1950
18plus,female,35.267,954,estimates,1950
20plus,female,32.859,954,estimates,1950
21plus,female,31.664,954,estimates,1950
25plus,female,26.894,954,estimates,1950
50plus,female,7.695,954,estimates,1950
60plus,female,4.13,954,estimates,1950
65plus,female,2.783,954,estimates,1950
70plus,female,1.795,954,estimates,1950
75plus,female,1.026,954,estimates,1950
80plus,female,0.493,954,estimates,1950
85plus,female,0.116,954,estimates,1950
90plus,female,0.02,954,estimates,1950
total,female,66.317,954,estimates,1950
0_1,male,5.273,954,estimates,1950
0_4,male,11.999,954,estimates,1950
0_14,male,28.638,954,estimates,1950
0_17,male,34.306,954,estimates,1950
0_19,male,38.932,954,estimates,1950
0_24,male,52.667,954,estimates,1950
3_4,male,4.335,954,estimates,1950
3_5,male,6.299,954,estimates,1950
3_6,male,8.145,954,estimates,1950
4_5,male,4.059,954,estimates,1950
4_6,male,5.905,954,estimates,1950
5_14,male,16.639,954,estimates,1950
5_10,male,10.355,954,estimates,1950
5_11,male,11.864,954,estimates,1950
6_9,male,6.846,954,estimates,1950
6_10,male,8.391,954,estimates,1950
6_11,male,9.9,954,estimates,1950
6_12,male,11.415,954,estimates,1950
7_10,male,6.545,954,estimates,1950
7_12,male,9.569,954,estimates,1950
11_16,male,9.943,954,estimates,1950
11_17,male,11.952,954,estimates,1950
11_18,male,14.155,954,estimates,1950
12_14,male,4.775,954,estimates,1950
12_16,male,8.434,954,estimates,1950
12_17,male,10.443,954,estimates,1950
12_18,male,12.646,954,estimates,1950
13_17,male,8.928,954,estimates,1950
13_18,male,11.131,954,estimates,1950
13_19,male,13.554,954,estimates,1950
15_17,male,5.668,954,estimates,1950
18_23,male,15.842,954,estimates,1950
15_24,male,24.029,954,estimates,1950
15_49,male,52.371,954,estimates,1950
15_59,male,56.388,954,estimates,1950
