agebroad,gender,population,region,variant,year
"Region, subregion, country or area *",female,Australia/New Zealand,927,estimates,1950
0_1,female,235.108,927,estimates,1950
0_4,female,546.968,927,estimates,1950
0_14,female,1337.425,927,estimates,1950
0_17,female,1535.959,927,estimates,1950
0_19,female,1672.715,927,estimates,1950
0_24,female,2052.018,927,estimates,1950
3_4,female,202.758,927,estimates,1950
3_5,female,297.027,927,estimates,1950
3_6,female,386.981,927,estimates,1950
4_5,female,193.174,927,estimates,1950
4_6,female,283.128,927,estimates,1950
5_14,female,790.457,927,estimates,1950
5_10,female,507.697,927,estimates,1950
5_11,female,581.334,927,estimates,1950
6_9,female,337.295,927,estimates,1950
6_10,female,413.428,927,estimates,1950
6_11,female,487.065,927,estimates,1950
6_12,female,558.529,927,estimates,1950
7_10,female,323.474,927,estimates,1950
7_12,female,468.575,927,estimates,1950
11_16,female,415.47,927,estimates,1950
11_17,female,481.294,927,estimates,1950
11_18,female,548.515,927,estimates,1950
12_14,female,209.123,927,estimates,1950
12_16,female,341.833,927,estimates,1950
12_17,female,407.657,927,estimates,1950
12_18,female,474.878,927,estimates,1950
13_17,female,336.193,927,estimates,1950
13_18,female,403.414,927,estimates,1950
13_19,female,472.949,927,estimates,1950
15_17,female,198.534,927,estimates,1950
18_23,female,437.257,927,estimates,1950
15_24,female,714.593,927,estimates,1950
15_49,female,2472.894,927,estimates,1950
15_59,female,2994.416,927,estimates,1950
15_64,female,3216.411,927,estimates,1950
20_64,female,2881.121,927,estimates,1950
20_69,female,3055.913,927,estimates,1950
25_49,female,1758.301,927,estimates,1950
25_64,female,2501.818,927,estimates,1950
25_69,female,2676.61,927,estimates,1950
15plus,female,3668.463,927,estimates,1950
16plus,female,3601.587,927,estimates,1950
17plus,female,3535.753,927,estimates,1950
18plus,female,3469.929,927,estimates,1950
20plus,female,3333.173,927,estimates,1950
21plus,female,3261.315,927,estimates,1950
25plus,female,2953.87,927,estimates,1950
50plus,female,1195.569,927,estimates,1950
60plus,female,674.047,927,estimates,1950
65plus,female,452.052,927,estimates,1950
70plus,female,277.26,927,estimates,1950
75plus,female,149.889,927,estimates,1950
80plus,female,70.908,927,estimates,1950
85plus,female,26.408,927,estimates,1950
90plus,female,7.11,927,estimates,1950
total,female,5005.888,927,estimates,1950
"Region, subregion, country or area *",male,Australia/New Zealand,927,estimates,1950
0_1,male,247.307,927,estimates,1950
0_4,male,573.774,927,estimates,1950
0_14,male,1392.791,927,estimates,1950
0_17,male,1599.352,927,estimates,1950
0_19,male,1742.684,927,estimates,1950
0_24,male,2141.905,927,estimates,1950
3_4,male,212.03,927,estimates,1950
3_5,male,310.299,927,estimates,1950
3_6,male,403.877,927,estimates,1950
4_5,male,201.587,927,estimates,1950
4_6,male,295.165,927,estimates,1950
5_14,male,819.017,927,estimates,1950
5_10,male,526.894,927,estimates,1950
5_11,male,602.895,927,estimates,1950
6_9,male,349.951,927,estimates,1950
6_10,male,428.625,927,estimates,1950
6_11,male,504.626,927,estimates,1950
6_12,male,578.367,927,estimates,1950
7_10,male,335.047,927,estimates,1950
7_12,male,484.789,927,estimates,1950
11_16,male,430.021,927,estimates,1950
11_17,male,498.684,927,estimates,1950
11_18,male,569.029,927,estimates,1950
12_14,male,216.122,927,estimates,1950
12_16,male,354.02,927,estimates,1950
12_17,male,422.683,927,estimates,1950
12_18,male,493.028,927,estimates,1950
13_17,male,348.942,927,estimates,1950
13_18,male,419.287,927,estimates,1950
13_19,male,492.274,927,estimates,1950
15_17,male,206.561,927,estimates,1950
18_23,male,459.961,927,estimates,1950
15_24,male,749.114,927,estimates,1950
15_49,male,2583.419,927,estimates,1950
15_59,male,3086.367,927,estimates,1950
15_64,male,3299.809,927,estimates,1950
20_64,male,2949.916,927,estimates,1950
20_69,male,3111.155,927,estimates,1950
25_49,male,1834.305,927,estimates,1950
25_64,male,2550.695,927,estimates,1950
25_69,male,2711.934,927,estimates,1950
15plus,male,3686.68,927,estimates,1950
16plus,male,3617.267,927,estimates,1950
17plus,male,3548.782,927,estimates,1950
18plus,male,3480.119,927,estimates,1950
20plus,male,3336.787,927,estimates,1950
21plus,male,3261.172,927,estimates,1950
25plus,male,2937.566,927,estimates,1950
50plus,male,1103.261,927,estimates,1950
60plus,male,600.313,927,estimates,1950
65plus,male,386.871,927,estimates,1950
70plus,male,225.632,927,estimates,1950
75plus,male,116.444,927,estimates,1950
80plus,male,51.168,927,estimates,1950
85plus,male,18.281,927,estimates,1950
90plus,male,4.892,927,estimates,1950
total,male,5079.471,927,estimates,1950
"Region, subregion, country or area *",female,Australia/New Zealand,927,estimates,1951
0_1,female,236.64,927,estimates,1951
0_4,female,568.623,927,estimates,1951
0_14,female,1399.432,927,estimates,1951
0_17,female,1602.475,927,estimates,1951
0_19,female,1737.226,927,estimates,1951
0_24,female,2113.314,927,estimates,1951
3_4,female,216.13,927,estimates,1951
3_5,female,316.646,927,estimates,1951
3_6,female,412.333,927,estimates,1951
4_5,female,206.017,927,estimates,1951
4_6,female,301.704,927,estimates,1951
5_14,female,830.809,927,estimates,1951
5_10,female,536.942,927,estimates,1951
5_11,female,613.88,927,estimates,1951
6_9,female,356.573,927,estimates,1951
6_10,female,436.426,927,estimates,1951
6_11,female,513.364,927,estimates,1951
6_12,female,587.767,927,estimates,1951
7_10,female,340.739,927,estimates,1951
7_12,female,492.08,927,estimates,1951
11_16,female,430.311,927,estimates,1951
11_17,female,496.91,927,estimates,1951
11_18,female,563.542,927,estimates,1951
12_14,female,216.929,927,estimates,1951
12_16,female,353.373,927,estimates,1951
