agebroad,gender,population,region,variant,year
"Region, subregion, country or area *",female,Northern Europe,924,estimates,1950
0_1,female,1451.79,924,estimates,1950
0_4,female,3434.902,924,estimates,1950
0_14,female,9067.401,924,estimates,1950
0_17,female,10641.127,924,estimates,1950
0_19,female,11705.394,924,estimates,1950
0_24,female,14504.522,924,estimates,1950
3_4,female,1298.591,924,estimates,1950
3_5,female,1917.299,924,estimates,1950
3_6,female,2518.549,924,estimates,1950
4_5,female,1257.05,924,estimates,1950
4_6,female,1858.3,924,estimates,1950
5_14,female,5632.499,924,estimates,1950
5_10,female,3490.892,924,estimates,1950
5_11,female,4034.844,924,estimates,1950
6_9,female,2320.679,924,estimates,1950
6_10,female,2872.184,924,estimates,1950
6_11,female,3416.136,924,estimates,1950
6_12,female,3953.762,924,estimates,1950
7_10,female,2270.934,924,estimates,1950
7_12,female,3352.512,924,estimates,1950
11_16,female,3190.534,924,estimates,1950
11_17,female,3715.333,924,estimates,1950
11_18,female,4244.254,924,estimates,1950
12_14,female,1597.655,924,estimates,1950
12_16,female,2646.582,924,estimates,1950
12_17,female,3171.381,924,estimates,1950
12_18,female,3700.302,924,estimates,1950
13_17,female,2633.755,924,estimates,1950
13_18,female,3162.676,924,estimates,1950
13_19,female,3698.022,924,estimates,1950
15_17,female,1573.726,924,estimates,1950
18_23,female,3278.98,924,estimates,1950
15_24,female,5437.121,924,estimates,1950
15_49,female,19943.514,924,estimates,1950
15_59,female,24690.469,924,estimates,1950
15_64,female,26684.669,924,estimates,1950
20_64,female,24046.676,924,estimates,1950
20_69,female,25753.36,924,estimates,1950
25_49,female,14506.393,924,estimates,1950
25_64,female,21247.548,924,estimates,1950
25_69,female,22954.232,924,estimates,1950
15plus,female,31357.089,924,estimates,1950
16plus,female,30831.907,924,estimates,1950
17plus,female,30308.162,924,estimates,1950
18plus,female,29783.363,924,estimates,1950
20plus,female,28719.096,924,estimates,1950
21plus,female,28177.345,924,estimates,1950
25plus,female,25919.968,924,estimates,1950
50plus,female,11413.575,924,estimates,1950
60plus,female,6666.62,924,estimates,1950
65plus,female,4672.42,924,estimates,1950
70plus,female,2965.736,924,estimates,1950
75plus,female,1612.631,924,estimates,1950
80plus,female,716.899,924,estimates,1950
85plus,female,242.568,924,estimates,1950
90plus,female,54.023,924,estimates,1950
total,female,40424.49,924,estimates,1950
"Region, subregion, country or area *",male,Northern Europe,924,estimates,1950
0_1,male,1531.022,924,estimates,1950
0_4,male,3605.91,924,estimates,1950
0_14,male,9433.43,924,estimates,1950
0_17,male,10964.383,924,estimates,1950
0_19,male,11982.171,924,estimates,1950
0_24,male,14669.786,924,estimates,1950
3_4,male,1357.102,924,estimates,1950
3_5,male,2002.371,924,estimates,1950
3_6,male,2628.96,924,estimates,1950
4_5,male,1311.781,924,estimates,1950
4_6,male,1938.37,924,estimates,1950
5_14,male,5827.52,924,estimates,1950
5_10,male,3633.609,924,estimates,1950
5_11,male,4198.371,924,estimates,1950
6_9,male,2415.706,924,estimates,1950
6_10,male,2988.34,924,estimates,1950
6_11,male,3553.102,924,estimates,1950
6_12,male,4108.703,924,estimates,1950
7_10,male,2361.751,924,estimates,1950
7_12,male,3482.114,924,estimates,1950
11_16,male,3221.47,924,estimates,1950
11_17,male,3724.864,924,estimates,1950
11_18,male,4230.241,924,estimates,1950
12_14,male,1629.149,924,estimates,1950
12_16,male,2656.708,924,estimates,1950
12_17,male,3160.102,924,estimates,1950
12_18,male,3665.479,924,estimates,1950
13_17,male,2604.501,924,estimates,1950
13_18,male,3109.878,924,estimates,1950
13_19,male,3622.289,924,estimates,1950
15_17,male,1530.953,924,estimates,1950
18_23,male,3144.163,924,estimates,1950
15_24,male,5236.356,924,estimates,1950
15_49,male,19112.959,924,estimates,1950
15_59,male,23156.766,924,estimates,1950
15_64,male,24755.071,924,estimates,1950
20_64,male,22206.33,924,estimates,1950
20_69,male,23526.805,924,estimates,1950
25_49,male,13876.603,924,estimates,1950
25_64,male,19518.715,924,estimates,1950
25_69,male,20839.19,924,estimates,1950
15plus,male,28149.574,924,estimates,1950
16plus,male,27630.655,924,estimates,1950
17plus,male,27122.015,924,estimates,1950
18plus,male,26618.621,924,estimates,1950
20plus,male,25600.833,924,estimates,1950
21plus,male,25081.695,924,estimates,1950
25plus,male,22913.218,924,estimates,1950
50plus,male,9036.615,924,estimates,1950
60plus,male,4992.808,924,estimates,1950
65plus,male,3394.503,924,estimates,1950
70plus,male,2074.028,924,estimates,1950
75plus,male,1055.409,924,estimates,1950
80plus,male,416.039,924,estimates,1950
85plus,male,120.221,924,estimates,1950
90plus,male,22.201,924,estimates,1950
total,male,37583.004,924,estimates,1950
"Region, subregion, country or area *",female,Northern Europe,924,estimates,1951
0_1,female,1355.733,924,estimates,1951
0_4,female,3406.65,924,estimates,1951
0_14,female,9140.871,924,estimates,1951
0_17,female,10712.207,924,estimates,1951
0_19,female,11761.5,924,estimates,1951
0_24,female,14500.146,924,estimates,1951
3_4,female,1344.671,924,estimates,1951
3_5,female,1984.796,924,estimates,1951
3_6,female,2604.655,924,estimates,1951
4_5,female,1301.401,924,estimates,1951
4_6,female,1921.26,924,estimates,1951
5_14,female,5734.221,924,estimates,1951
5_10,female,3573.946,924,estimates,1951
5_11,female,4124.402,924,estimates,1951
6_9,female,2374.086,924,estimates,1951
6_10,female,2933.821,924,estimates,1951
6_11,female,3484.277,924,estimates,1951
6_12,female,4027.069,924,estimates,1951
7_10,female,2313.962,924,estimates,1951
7_12,female,3407.21,924,estimates,1951
11_16,female,3209.892,924,estimates,1951
11_17,female,3731.611,924,estimates,1951
11_18,female,4254.227,924,estimates,1951
12_14,female,1609.819,924,estimates,1951
12_16,female,2659.436,924,estimates,1951
12_17,female,3181.155,924,estimates,1951
12_18,female,3703.771,924,estimates,1951
13_17,female,2638.363,924,estimates,1951
13_18,female,3160.979,924,estimates,1951
13_19,female,3687.656,924,estimates,1951
15_17,female,1571.336,924,estimates,1951
18_23,female,3220.966,924,estimates,1951
15_24,female,5359.275,924,estimates,1951
15_49,female,19831.125,924,estimates,1951
15_59,female,24634.013,924,estimates,1951
15_64,female,26638.239,924,estimates,1951
20_64,female,24017.61,924,estimates,1951
20_69,female,25734.712,924,estimates,1951
25_49,female,14471.85,924,estimates,1951
25_64,female,21278.964,924,estimates,1951
25_69,female,22996.066,924,estimates,1951
15plus,female,31395.843,924,estimates,1951
16plus,female,30869.597,924,estimates,1951
17plus,female,30346.226,924,estimates,1951
18plus,female,29824.507,924,estimates,1951
20plus,female,28775.214,924,estimates,1951
21plus,female,28242.114,924,estimates,1951
25plus,female,26036.568,924,estimates,1951
50plus,female,11564.718,924,estimates,1951
60plus,female,6761.83,924,estimates,1951
65plus,female,4757.604,924,estimates,1951
70plus,female,3040.502,924,estimates,1951
75plus,female,1675.177,924,estimates,1951
80plus,female,757.9,924,estimates,1951
85plus,female,265.251,924,estimates,1951
90plus,female,63.091,924,estimates,1951
total,female,40536.714,924,estimates,1951
"Region, subregion, country or area *",male,Northern Europe,924,estimates,1951
0_1,male,1430.11,924,estimates,1951
0_4,male,3579.339,924,estimates,1951
0_14,male,9517.28,924,estimates,1951
0_17,male,11070.985,924,estimates,1951
0_19,male,12080.797,924,estimates,1951
0_24,male,14715.534,924,estimates,1951
