agebroad,gender,population,region,variant,year
0_1,female,1837.043,912,estimates,1950
0_4,female,4035.623,912,estimates,1950
0_14,female,9634.623,912,estimates,1950
0_17,female,11164.117,912,estimates,1950
0_19,female,12144.672,912,estimates,1950
0_24,female,14404.615,912,estimates,1950
3_4,female,1404.816,912,estimates,1950
3_5,female,2038.759,912,estimates,1950
3_6,female,2640.193,912,estimates,1950
4_5,female,1309.927,912,estimates,1950
4_6,female,1911.361,912,estimates,1950
5_14,female,5599,912,estimates,1950
5_10,female,3462.995,912,estimates,1950
5_11,female,4004.278,912,estimates,1950
6_9,female,2286.847,912,estimates,1950
6_10,female,2829.052,912,estimates,1950
6_11,female,3370.335,912,estimates,1950
6_12,female,3909.487,912,estimates,1950
7_10,female,2227.618,912,estimates,1950
7_12,female,3308.053,912,estimates,1950
11_16,female,3162.148,912,estimates,1950
11_17,female,3665.499,912,estimates,1950
11_18,female,4160.549,912,estimates,1950
12_14,female,1594.722,912,estimates,1950
12_16,female,2620.865,912,estimates,1950
12_17,female,3124.216,912,estimates,1950
12_18,female,3619.266,912,estimates,1950
13_17,female,2585.064,912,estimates,1950
13_18,female,3080.114,912,estimates,1950
13_19,female,3565.619,912,estimates,1950
15_17,female,1529.494,912,estimates,1950
18_23,female,2817.378,912,estimates,1950
15_24,female,4769.992,912,estimates,1950
15_49,female,11768.824,912,estimates,1950
15_59,female,13349.587,912,estimates,1950
15_64,female,13888.255,912,estimates,1950
20_64,female,11378.206,912,estimates,1950
20_69,female,11768.443,912,estimates,1950
25_49,female,6998.832,912,estimates,1950
25_64,female,9118.263,912,estimates,1950
25_69,female,9508.5,912,estimates,1950
15plus,female,14747.694,912,estimates,1950
16plus,female,14231.688,912,estimates,1950
17plus,female,13721.551,912,estimates,1950
18plus,female,13218.2,912,estimates,1950
20plus,female,12237.645,912,estimates,1950
21plus,female,11761.749,912,estimates,1950
25plus,female,9977.702,912,estimates,1950
50plus,female,2978.87,912,estimates,1950
60plus,female,1398.107,912,estimates,1950
65plus,female,859.439,912,estimates,1950
70plus,female,469.202,912,estimates,1950
75plus,female,208.313,912,estimates,1950
80plus,female,81.483,912,estimates,1950
85plus,female,27.708,912,estimates,1950
90plus,female,9.026,912,estimates,1950
total,female,24382.317,912,estimates,1950
0_1,male,1935.408,912,estimates,1950
0_4,male,4215.77,912,estimates,1950
0_14,male,9939.857,912,estimates,1950
0_17,male,11521.802,912,estimates,1950
0_19,male,12533.997,912,estimates,1950
0_24,male,14837.641,912,estimates,1950
3_4,male,1452.364,912,estimates,1950
3_5,male,2102.718,912,estimates,1950
3_6,male,2717.44,912,estimates,1950
4_5,male,1347.169,912,estimates,1950
4_6,male,1961.891,912,estimates,1950
5_14,male,5724.087,912,estimates,1950
