agebroad,gender,population,region,variant,year
0_1,female,5293.366,920,estimates,1950
0_4,female,12230.205,920,estimates,1950
0_14,female,31954.614,920,estimates,1950
0_17,female,37282.829,920,estimates,1950
0_19,female,40609.137,920,estimates,1950
0_24,female,48005.046,920,estimates,1950
3_4,female,4514.864,920,estimates,1950
3_5,female,6648.114,920,estimates,1950
3_6,female,8721.166,920,estimates,1950
4_5,female,4342.993,920,estimates,1950
4_6,female,6416.045,920,estimates,1950
5_14,female,19724.409,920,estimates,1950
5_10,female,12134.148,920,estimates,1950
5_11,female,14069.41,920,estimates,1950
6_9,female,8055.125,920,estimates,1950
6_10,female,10000.898,920,estimates,1950
6_11,female,11936.16,920,estimates,1950
6_12,female,13854.614,920,estimates,1950
7_10,female,7927.846,920,estimates,1950
7_12,female,11781.562,920,estimates,1950
11_16,female,11180.597,920,estimates,1950
11_17,female,12918.476,920,estimates,1950
11_18,female,14608.282,920,estimates,1950
12_14,female,5654.999,920,estimates,1950
12_16,female,9245.335,920,estimates,1950
12_17,female,10983.214,920,estimates,1950
12_18,female,12673.02,920,estimates,1950
13_17,female,9064.76,920,estimates,1950
13_18,female,10754.566,920,estimates,1950
13_19,female,12391.068,920,estimates,1950
15_17,female,5328.215,920,estimates,1950
18_23,female,9342.803,920,estimates,1950
15_24,female,16050.432,920,estimates,1950
15_49,female,40214.947,920,estimates,1950
15_59,female,45407.168,920,estimates,1950
15_64,female,47340.52,920,estimates,1950
20_64,female,38685.997,920,estimates,1950
20_69,female,40164.118,920,estimates,1950
25_49,female,24164.515,920,estimates,1950
25_64,female,31290.088,920,estimates,1950
25_69,female,32768.209,920,estimates,1950
15plus,female,50728.877,920,estimates,1950
16plus,female,48916.528,920,estimates,1950
17plus,female,47138.541,920,estimates,1950
18plus,female,45400.662,920,estimates,1950
20plus,female,42074.354,920,estimates,1950
21plus,female,40491.093,920,estimates,1950
25plus,female,34678.445,920,estimates,1950
50plus,female,10513.93,920,estimates,1950
60plus,female,5321.709,920,estimates,1950
65plus,female,3388.357,920,estimates,1950
70plus,female,1910.236,920,estimates,1950
75plus,female,918.353,920,estimates,1950
80plus,female,334.046,920,estimates,1950
85plus,female,112.629,920,estimates,1950
90plus,female,29.355,920,estimates,1950
total,female,82683.491,920,estimates,1950
0_1,male,5271.591,920,estimates,1950
0_4,male,12148.456,920,estimates,1950
0_14,male,31554.107,920,estimates,1950
0_17,male,36828.164,920,estimates,1950
0_19,male,40145.059,920,estimates,1950
0_24,male,47606.448,920,estimates,1950
3_4,male,4471.381,920,estimates,1950
3_5,male,6578.144,920,estimates,1950
3_6,male,8622.004,920,estimates,1950
4_5,male,4293.087,920,estimates,1950
4_6,male,6336.947,920,estimates,1950
5_14,male,19405.651,920,estimates,1950
5_10,male,11944.288,920,estimates,1950
5_11,male,13844.04,920,estimates,1950
6_9,male,7926.866,920,estimates,1950
6_10,male,9837.525,920,estimates,1950
6_11,male,11737.277,920,estimates,1950
6_12,male,13621.238,920,estimates,1950
7_10,male,7793.665,920,estimates,1950
7_12,male,11577.378,920,estimates,1950
11_16,male,11010.627,920,estimates,1950
11_17,male,12735.42,920,estimates,1950
11_18,male,14417.67,920,estimates,1950
12_14,male,5561.611,920,estimates,1950
12_16,male,9110.875,920,estimates,1950
12_17,male,10835.668,920,estimates,1950
12_18,male,12517.918,920,estimates,1950
13_17,male,8951.707,920,estimates,1950
13_18,male,10633.957,920,estimates,1950
13_19,male,12268.602,920,estimates,1950
15_17,male,5274.057,920,estimates,1950
18_23,male,9378.981,920,estimates,1950
15_24,male,16052.341,920,estimates,1950
15_49,male,40742.215,920,estimates,1950
15_59,male,45722.782,920,estimates,1950
15_64,male,47461.28,920,estimates,1950
20_64,male,38870.328,920,estimates,1950
20_69,male,40140.979,920,estimates,1950
25_49,male,24689.874,920,estimates,1950
25_64,male,31408.939,920,estimates,1950
25_69,male,32679.59,920,estimates,1950
15plus,male,50287.022,920,estimates,1950
16plus,male,48497.538,920,estimates,1950
17plus,male,46737.758,920,estimates,1950
18plus,male,45012.965,920,estimates,1950
20plus,male,41696.07,920,estimates,1950
21plus,male,40108.957,920,estimates,1950
25plus,male,34234.681,920,estimates,1950
50plus,male,9544.807,920,estimates,1950
60plus,male,4564.24,920,estimates,1950
65plus,male,2825.742,920,estimates,1950
70plus,male,1555.091,920,estimates,1950
75plus,male,711.8,920,estimates,1950
80plus,male,245.267,920,estimates,1950
85plus,male,70.502,920,estimates,1950
90plus,male,14.488,920,estimates,1950
total,male,81841.129,920,estimates,1950
0_1,female,5640.056,920,estimates,1951
0_4,female,12818.521,920,estimates,1951
0_14,female,32783.082,920,estimates,1951
0_17,female,38191.984,920,estimates,1951
0_19,female,41598.227,920,estimates,1951
0_24,female,49196.602,920,estimates,1951
3_4,female,4660.035,920,estimates,1951
3_5,female,6845.689,920,estimates,1951
3_6,female,8960.279,920,estimates,1951
4_5,female,4460.647,920,estimates,1951
4_6,female,6575.237,920,estimates,1951
5_14,female,19964.561,920,estimates,1951
5_10,female,12314.473,920,estimates,1951
5_11,female,14251.684,920,estimates,1951
6_9,female,8172.905,920,estimates,1951
6_10,female,10128.819,920,estimates,1951
6_11,female,12066.03,920,estimates,1951
6_12,female,13992.084,920,estimates,1951
7_10,female,8014.229,920,estimates,1951
7_12,female,11877.494,920,estimates,1951
11_16,female,11291.318,920,estimates,1951
11_17,female,13058.99,920,estimates,1951
11_18,female,14786.224,920,estimates,1951
12_14,female,5712.877,920,estimates,1951
12_16,female,9354.107,920,estimates,1951
12_17,female,11121.779,920,estimates,1951
12_18,female,12849.013,920,estimates,1951
13_17,female,9195.725,920,estimates,1951
13_18,female,10922.959,920,estimates,1951
13_19,female,12601.968,920,estimates,1951
15_17,female,5408.902,920,estimates,1951
18_23,female,9588.538,920,estimates,1951
15_24,female,16413.52,920,estimates,1951
15_49,female,41077.115,920,estimates,1951
15_59,female,46377.264,920,estimates,1951
15_64,female,48335.475,920,estimates,1951
20_64,female,39520.33,920,estimates,1951
20_69,female,41022.251,920,estimates,1951
25_49,female,24663.595,920,estimates,1951
25_64,female,31921.955,920,estimates,1951
25_69,female,33423.876,920,estimates,1951
15plus,female,51819.806,920,estimates,1951
16plus,female,49981.023,920,estimates,1951
17plus,female,48178.576,920,estimates,1951
18plus,female,46410.904,920,estimates,1951
20plus,female,43004.661,920,estimates,1951
21plus,female,41378.987,920,estimates,1951
25plus,female,35406.286,920,estimates,1951
50plus,female,10742.691,920,estimates,1951
60plus,female,5442.542,920,estimates,1951
65plus,female,3484.331,920,estimates,1951
70plus,female,1982.41,920,estimates,1951
75plus,female,967.742,920,estimates,1951
80plus,female,364.032,920,estimates,1951
85plus,female,119.149,920,estimates,1951
90plus,female,32.807,920,estimates,1951
total,female,84602.888,920,estimates,1951
0_1,male,5669.913,920,estimates,1951
0_4,male,12794.626,920,estimates,1951
0_14,male,32441.638,920,estimates,1951
0_17,male,37782.567,920,estimates,1951
0_19,male,41168.077,920,estimates,1951
0_24,male,48807.343,920,estimates,1951
3_4,male,4619.814,920,estimates,1951
3_5,male,6780.109,920,estimates,1951
3_6,male,8866.773,920,estimates,1951
4_5,male,4413.213,920,estimates,1951
4_6,male,6499.877,920,estimates,1951
5_14,male,19647.012,920,estimates,1951
5_10,male,12132.996,920,estimates,1951
5_11,male,14035.169,920,estimates,1951
6_9,male,8051.089,920,estimates,1951
6_10,male,9972.701,920,estimates,1951
6_11,male,11874.874,920,estimates,1951
6_12,male,13765.568,920,estimates,1951
7_10,male,7886.037,920,estimates,1951
7_12,male,11678.904,920,estimates,1951
11_16,male,11105.383,920,estimates,1951
11_17,male,12854.945,920,estimates,1951
11_18,male,14569.112,920,estimates,1951
12_14,male,5611.843,920,estimates,1951
12_16,male,9203.21,920,estimates,1951
12_17,male,10952.772,920,estimates,1951
12_18,male,12666.939,920,estimates,1951
13_17,male,9062.078,920,estimates,1951
13_18,male,10776.245,920,estimates,1951
13_19,male,12447.588,920,estimates,1951
15_17,male,5340.929,920,estimates,1951
18_23,male,9591.768,920,estimates,1951
15_24,male,16365.705,920,estimates,1951
15_49,male,41519.251,920,estimates,1951
15_59,male,46617.508,920,estimates,1951
15_64,male,48370.794,920,estimates,1951
20_64,male,39644.355,920,estimates,1951
20_69,male,40929.465,920,estimates,1951
25_49,male,25153.546,920,estimates,1951
25_64,male,32005.089,920,estimates,1951
25_69,male,33290.199,920,estimates,1951
15plus,male,51258.617,920,estimates,1951
16plus,male,49446.97,920,estimates,1951
17plus,male,47667.25,920,estimates,1951
18plus,male,45917.688,920,estimates,1951
20plus,male,42532.178,920,estimates,1951
21plus,male,40908.631,920,estimates,1951
25plus,male,34892.912,920,estimates,1951
50plus,male,9739.366,920,estimates,1951
60plus,male,4641.109,920,estimates,1951
65plus,male,2887.823,920,estimates,1951
70plus,male,1602.713,920,estimates,1951
75plus,male,749.067,920,estimates,1951
80plus,male,267.857,920,estimates,1951
85plus,male,76.816,920,estimates,1951
90plus,male,16.802,920,estimates,1951
total,male,83700.255,920,estimates,1951
0_1,female,6034.973,920,estimates,1952
0_4,female,13484.261,920,estimates,1952
0_14,female,33710.348,920,estimates,1952
0_17,female,39202.007,920,estimates,1952
0_19,female,42676.93,920,estimates,1952
0_24,female,50485.884,920,estimates,1952
3_4,female,4823.428,920,estimates,1952
3_5,female,7068.917,920,estimates,1952
3_6,female,9231.081,920,estimates,1952
4_5,female,4594.253,920,estimates,1952
4_6,female,6756.417,920,estimates,1952
5_14,female,20226.087,920,estimates,1952
5_10,female,12531.692,920,estimates,1952
5_11,female,14479.787,920,estimates,1952
6_9,female,8311.681,920,estimates,1952
6_10,female,10286.203,920,estimates,1952
6_11,female,12234.298,920,estimates,1952
6_12,female,14163.567,920,estimates,1952
7_10,female,8124.039,920,estimates,1952
7_12,female,12001.403,920,estimates,1952
11_16,female,11392.961,920,estimates,1952
11_17,female,13186.054,920,estimates,1952
11_18,female,14943.916,920,estimates,1952
12_14,female,5746.3,920,estimates,1952
12_16,female,9444.866,920,estimates,1952
12_17,female,11237.959,920,estimates,1952
12_18,female,12995.821,920,estimates,1952
13_17,female,9308.69,920,estimates,1952
13_18,female,11066.552,920,estimates,1952
13_19,female,12783.613,920,estimates,1952
15_17,female,5491.659,920,estimates,1952
18_23,female,9828.655,920,estimates,1952
15_24,female,16775.536,920,estimates,1952
15_49,female,41956.456,920,estimates,1952
15_59,female,47381.544,920,estimates,1952
15_64,female,49368.959,920,estimates,1952
20_64,female,40402.377,920,estimates,1952
20_69,female,41928.542,920,estimates,1952
25_49,female,25180.92,920,estimates,1952
