agebroad,gender,population,region,variant,year
0_1,female,493.926,913,estimates,1950
0_4,female,1163.136,913,estimates,1950
0_14,female,2989.44,913,estimates,1950
0_17,female,3448.297,913,estimates,1950
0_19,female,3736.021,913,estimates,1950
0_24,female,4400.028,913,estimates,1950
3_4,female,437.472,913,estimates,1950
3_5,female,644.764,913,estimates,1950
3_6,female,845.341,913,estimates,1950
4_5,female,421.966,913,estimates,1950
4_6,female,622.543,913,estimates,1950
5_14,female,1826.304,913,estimates,1950
5_10,female,1153.842,913,estimates,1950
5_11,female,1328.571,913,estimates,1950
6_9,female,767.568,913,estimates,1950
6_10,female,946.55,913,estimates,1950
6_11,female,1121.279,913,estimates,1950
6_12,female,1291.74,913,estimates,1950
7_10,female,745.973,913,estimates,1950
7_12,female,1091.163,913,estimates,1950
11_16,female,982.33,913,estimates,1950
11_17,female,1131.319,913,estimates,1950
11_18,female,1276.804,913,estimates,1950
12_14,female,497.733,913,estimates,1950
12_16,female,807.601,913,estimates,1950
12_17,female,956.59,913,estimates,1950
12_18,female,1102.075,913,estimates,1950
13_17,female,786.129,913,estimates,1950
13_18,female,931.614,913,estimates,1950
13_19,female,1073.853,913,estimates,1950
15_17,female,458.857,913,estimates,1950
18_23,female,825.694,913,estimates,1950
15_24,female,1410.588,913,estimates,1950
15_49,female,3688.128,913,estimates,1950
15_59,female,4205.065,913,estimates,1950
15_64,female,4409.175,913,estimates,1950
20_64,female,3662.594,913,estimates,1950
20_69,female,3810.548,913,estimates,1950
25_49,female,2277.54,913,estimates,1950
25_64,female,2998.587,913,estimates,1950
25_69,female,3146.541,913,estimates,1950
15plus,female,4759.214,913,estimates,1950
16plus,female,4602.204,913,estimates,1950
17plus,female,4449.346,913,estimates,1950
18plus,female,4300.357,913,estimates,1950
20plus,female,4012.633,913,estimates,1950
21plus,female,3873.526,913,estimates,1950
25plus,female,3348.626,913,estimates,1950
50plus,female,1071.086,913,estimates,1950
60plus,female,554.149,913,estimates,1950
65plus,female,350.039,913,estimates,1950
70plus,female,202.085,913,estimates,1950
75plus,female,102.846,913,estimates,1950
80plus,female,54.505,913,estimates,1950
85plus,female,22.085,913,estimates,1950
90plus,female,5.155,913,estimates,1950
total,female,7748.654,913,estimates,1950
0_1,male,493.975,913,estimates,1950
0_4,male,1167.027,913,estimates,1950
0_14,male,2995.888,913,estimates,1950
0_17,male,3472.877,913,estimates,1950
0_19,male,3776.686,913,estimates,1950
0_24,male,4478.352,913,estimates,1950
3_4,male,440.221,913,estimates,1950
3_5,male,648.721,913,estimates,1950
3_6,male,850.198,913,estimates,1950
4_5,male,424.558,913,estimates,1950
4_6,male,626.035,913,estimates,1950
5_14,male,1828.861,913,estimates,1950
5_10,male,1155.816,913,estimates,1950
5_11,male,1329.391,913,estimates,1950
6_9,male,768.93,913,estimates,1950
6_10,male,947.316,913,estimates,1950
6_11,male,1120.891,913,estimates,1950
6_12,male,1290.378,913,estimates,1950
7_10,male,745.839,913,estimates,1950
7_12,male,1088.901,913,estimates,1950
11_16,male,993.397,913,estimates,1950
11_17,male,1150.034,913,estimates,1950
11_18,male,1303.642,913,estimates,1950
12_14,male,499.47,913,estimates,1950
12_16,male,819.822,913,estimates,1950
12_17,male,976.459,913,estimates,1950
12_18,male,1130.067,913,estimates,1950
13_17,male,806.972,913,estimates,1950
13_18,male,960.58,913,estimates,1950
13_19,male,1110.781,913,estimates,1950
15_17,male,476.989,913,estimates,1950
18_23,male,872.292,913,estimates,1950
15_24,male,1482.464,913,estimates,1950
15_49,male,3859.382,913,estimates,1950
15_59,male,4340.345,913,estimates,1950
15_64,male,4505.113,913,estimates,1950
20_64,male,3724.315,913,estimates,1950
20_69,male,3839.265,913,estimates,1950
25_49,male,2376.918,913,estimates,1950
25_64,male,3022.649,913,estimates,1950
25_69,male,3137.599,913,estimates,1950
15plus,male,4788.651,913,estimates,1950
16plus,male,4627.386,913,estimates,1950
17plus,male,4468.299,913,estimates,1950
18plus,male,4311.662,913,estimates,1950
20plus,male,4007.853,913,estimates,1950
21plus,male,3860.867,913,estimates,1950
25plus,male,3306.187,913,estimates,1950
50plus,male,929.269,913,estimates,1950
60plus,male,448.306,913,estimates,1950
65plus,male,283.538,913,estimates,1950
70plus,male,168.588,913,estimates,1950
75plus,male,85.034,913,estimates,1950
80plus,male,41.946,913,estimates,1950
85plus,male,16.655,913,estimates,1950
90plus,male,3.387,913,estimates,1950
total,male,7784.539,913,estimates,1950
0_1,female,531.23,913,estimates,1951
0_4,female,1218.789,913,estimates,1951
0_14,female,3089.453,913,estimates,1951
0_17,female,3558.166,913,estimates,1951
0_19,female,3850.844,913,estimates,1951
0_24,female,4526.43,913,estimates,1951
3_4,female,448.996,913,estimates,1951
3_5,female,661.455,913,estimates,1951
3_6,female,867.095,913,estimates,1951
4_5,female,432.627,913,estimates,1951
4_6,female,638.267,913,estimates,1951
5_14,female,1870.664,913,estimates,1951
5_10,female,1183.468,913,estimates,1951
5_11,female,1361.837,913,estimates,1951
6_9,female,787.83,913,estimates,1951
6_10,female,971.009,913,estimates,1951
6_11,female,1149.378,913,estimates,1951
6_12,female,1323.4,913,estimates,1951
7_10,female,765.369,913,estimates,1951
7_12,female,1117.76,913,estimates,1951
11_16,female,1003.913,913,estimates,1951
11_17,female,1155.909,913,estimates,1951
11_18,female,1304.008,913,estimates,1951
12_14,female,508.827,913,estimates,1951
12_16,female,825.544,913,estimates,1951
12_17,female,977.54,913,estimates,1951
12_18,female,1125.639,913,estimates,1951
13_17,female,803.518,913,estimates,1951
13_18,female,951.617,913,estimates,1951
13_19,female,1096.196,913,estimates,1951
15_17,female,468.713,913,estimates,1951
18_23,female,839.565,913,estimates,1951
15_24,female,1436.977,913,estimates,1951
15_49,female,3759.027,913,estimates,1951
15_59,female,4282.119,913,estimates,1951
15_64,female,4486.587,913,estimates,1951
20_64,female,3725.196,913,estimates,1951
20_69,female,3877.321,913,estimates,1951
25_49,female,2322.05,913,estimates,1951
25_64,female,3049.61,913,estimates,1951
25_69,female,3201.735,913,estimates,1951
15plus,female,4845.521,913,estimates,1951
16plus,female,4684.991,913,estimates,1951
17plus,female,4528.804,913,estimates,1951
18plus,female,4376.808,913,estimates,1951
20plus,female,4084.13,913,estimates,1951
21plus,female,3942.803,913,estimates,1951
25plus,female,3408.544,913,estimates,1951
50plus,female,1086.494,913,estimates,1951
60plus,female,563.402,913,estimates,1951
65plus,female,358.934,913,estimates,1951
70plus,female,206.809,913,estimates,1951
75plus,female,104.627,913,estimates,1951
80plus,female,53.63,913,estimates,1951
85plus,female,23.039,913,estimates,1951
90plus,female,5.981,913,estimates,1951
total,female,7934.974,913,estimates,1951
0_1,male,528.875,913,estimates,1951
0_4,male,1218.791,913,estimates,1951
0_14,male,3091.579,913,estimates,1951
0_17,male,3572.827,913,estimates,1951
0_19,male,3880.857,913,estimates,1951
0_24,male,4593.653,913,estimates,1951
3_4,male,451.015,913,estimates,1951
3_5,male,664.694,913,estimates,1951
3_6,male,871.479,913,estimates,1951
4_5,male,434.997,913,estimates,1951
4_6,male,641.782,913,estimates,1951
5_14,male,1872.788,913,estimates,1951
5_10,male,1187.787,913,estimates,1951
5_11,male,1365.654,913,estimates,1951
