agebroad,gender,population,region,variant,year
0_1,female,2530.34,914,estimates,1950
0_4,female,5859.873,914,estimates,1950
0_14,female,14613.105,914,estimates,1950
0_17,female,16790.432,914,estimates,1950
0_19,female,18147.414,914,estimates,1950
0_24,female,21234.689,914,estimates,1950
3_4,female,2164.533,914,estimates,1950
3_5,female,3176.249,914,estimates,1950
3_6,female,4148.075,914,estimates,1950
4_5,female,2068.533,914,estimates,1950
4_6,female,3040.359,914,estimates,1950
5_14,female,8753.232,914,estimates,1950
5_10,female,5556.037,914,estimates,1950
5_11,female,6387.899,914,estimates,1950
6_9,female,3691.238,914,estimates,1950
6_10,female,4544.321,914,estimates,1950
6_11,female,5376.183,914,estimates,1950
6_12,female,6187.061,914,estimates,1950
7_10,female,3572.495,914,estimates,1950
7_12,female,5215.235,914,estimates,1950
11_16,female,4667.874,914,estimates,1950
11_17,female,5374.522,914,estimates,1950
11_18,female,6062.306,914,estimates,1950
12_14,female,2365.333,914,estimates,1950
12_16,female,3836.012,914,estimates,1950
12_17,female,4542.66,914,estimates,1950
12_18,female,5230.444,914,estimates,1950
13_17,female,3731.782,914,estimates,1950
13_18,female,4419.566,914,estimates,1950
13_19,female,5088.764,914,estimates,1950
15_17,female,2177.327,914,estimates,1950
18_23,female,3859.72,914,estimates,1950
15_24,female,6621.584,914,estimates,1950
15_49,female,16739.7,914,estimates,1950
15_59,female,18966.155,914,estimates,1950
15_64,female,19730.854,914,estimates,1950
20_64,female,16196.545,914,estimates,1950
20_69,female,16749.545,914,estimates,1950
25_49,female,10118.116,914,estimates,1950
25_64,female,13109.27,914,estimates,1950
25_69,female,13662.27,914,estimates,1950
15plus,female,20923.93,914,estimates,1950
16plus,female,20178.889,914,estimates,1950
17plus,female,19453.251,914,estimates,1950
18plus,female,18746.603,914,estimates,1950
20plus,female,17389.621,914,estimates,1950
21plus,female,16738.344,914,estimates,1950
25plus,female,14302.346,914,estimates,1950
50plus,female,4184.23,914,estimates,1950
60plus,female,1957.775,914,estimates,1950
65plus,female,1193.076,914,estimates,1950
70plus,female,640.076,914,estimates,1950
75plus,female,283.781,914,estimates,1950
80plus,female,92.015,914,estimates,1950
85plus,female,15.398,914,estimates,1950
90plus,female,1.47,914,estimates,1950
total,female,35537.035,914,estimates,1950
0_1,male,2572.489,914,estimates,1950
0_4,male,5952.05,914,estimates,1950
0_14,male,14816.559,914,estimates,1950
0_17,male,17022.151,914,estimates,1950
0_19,male,18396.935,914,estimates,1950
0_24,male,21521.83,914,estimates,1950
3_4,male,2196.356,914,estimates,1950
3_5,male,3222.099,914,estimates,1950
3_6,male,4206.948,914,estimates,1950
4_5,male,2097.778,914,estimates,1950
4_6,male,3082.627,914,estimates,1950
5_14,male,8864.509,914,estimates,1950
5_10,male,5628.131,914,estimates,1950
5_11,male,6470.098,914,estimates,1950
6_9,male,3738.838,914,estimates,1950
6_10,male,4602.388,914,estimates,1950
6_11,male,5444.355,914,estimates,1950
6_12,male,6265.077,914,estimates,1950
7_10,male,3617.539,914,estimates,1950
7_12,male,5280.228,914,estimates,1950
11_16,male,4725.991,914,estimates,1950
11_17,male,5441.97,914,estimates,1950
11_18,male,6138.833,914,estimates,1950
12_14,male,2394.411,914,estimates,1950
12_16,male,3884.024,914,estimates,1950
12_17,male,4600.003,914,estimates,1950
12_18,male,5296.866,914,estimates,1950
13_17,male,3779.281,914,estimates,1950
13_18,male,4476.144,914,estimates,1950
13_19,male,5154.065,914,estimates,1950
15_17,male,2205.592,914,estimates,1950
18_23,male,3908.612,914,estimates,1950
15_24,male,6705.271,914,estimates,1950
15_49,male,16780.603,914,estimates,1950
15_59,male,18850.142,914,estimates,1950
15_64,male,19533.83,914,estimates,1950
20_64,male,15953.454,914,estimates,1950
20_69,male,16432.462,914,estimates,1950
25_49,male,10075.332,914,estimates,1950
25_64,male,12828.559,914,estimates,1950
25_69,male,13307.567,914,estimates,1950
15plus,male,20522.251,914,estimates,1950
16plus,male,19767.723,914,estimates,1950
