agebroad,gender,population,region,variant,year
0_1,female,7100.495,941,estimates,1950
0_4,female,16262.75,941,estimates,1950
0_14,female,40061.904,941,estimates,1950
0_17,female,46100.297,941,estimates,1950
0_19,female,49892.607,941,estimates,1950
0_24,female,58545.564,941,estimates,1950
3_4,female,5935.171,941,estimates,1950
3_5,female,8687.67,941,estimates,1950
3_6,female,11322.765,941,estimates,1950
4_5,female,5641.35,941,estimates,1950
4_6,female,8276.445,941,estimates,1950
5_14,female,23799.154,941,estimates,1950
5_10,female,15058.422,941,estimates,1950
5_11,female,17320.716,941,estimates,1950
6_9,female,9992.88,941,estimates,1950
6_10,female,12305.923,941,estimates,1950
6_11,female,14568.217,941,estimates,1950
6_12,female,16781.2,941,estimates,1950
7_10,female,9670.828,941,estimates,1950
7_12,female,14146.105,941,estimates,1950
11_16,female,12810.863,941,estimates,1950
11_17,female,14779.125,941,estimates,1950
11_18,female,16699.832,941,estimates,1950
12_14,female,6478.438,941,estimates,1950
12_16,female,10548.569,941,estimates,1950
12_17,female,12516.831,941,estimates,1950
12_18,female,14437.538,941,estimates,1950
13_17,female,10303.848,941,estimates,1950
13_18,female,12224.555,941,estimates,1950
13_19,female,14096.158,941,estimates,1950
15_17,female,6038.393,941,estimates,1950
18_23,female,10809.6,941,estimates,1950
15_24,female,18483.66,941,estimates,1950
15_49,female,46380.222,941,estimates,1950
15_59,female,52157.288,941,estimates,1950
15_64,female,54154.38,941,estimates,1950
20_64,female,44323.677,941,estimates,1950
20_69,female,45819.154,941,estimates,1950
25_49,female,27896.562,941,estimates,1950
25_64,female,35670.72,941,estimates,1950
25_69,female,37166.197,941,estimates,1950
15plus,female,57529.304,941,estimates,1950
16plus,female,55472.24,941,estimates,1950
17plus,female,53459.173,941,estimates,1950
18plus,female,51490.911,941,estimates,1950
20plus,female,47698.601,941,estimates,1950
21plus,female,45874.402,941,estimates,1950
25plus,female,39045.644,941,estimates,1950
50plus,female,11149.082,941,estimates,1950
60plus,female,5372.016,941,estimates,1950
65plus,female,3374.924,941,estimates,1950
70plus,female,1879.447,941,estimates,1950
75plus,female,873.496,941,estimates,1950
80plus,female,302.968,941,estimates,1950
85plus,female,74.913,941,estimates,1950
90plus,female,12.567,941,estimates,1950
total,female,97591.208,941,estimates,1950
0_1,male,7107.101,941,estimates,1950
0_4,male,16308.071,941,estimates,1950
0_14,male,40296.897,941,estimates,1950
0_17,male,46412.301,941,estimates,1950
0_19,male,50251.274,941,estimates,1950
0_24,male,58974.128,941,estimates,1950
3_4,male,5963.906,941,estimates,1950
3_5,male,8733.661,941,estimates,1950
3_6,male,11387.136,941,estimates,1950
4_5,male,5674.169,941,estimates,1950
4_6,male,8327.644,941,estimates,1950
5_14,male,23988.826,941,estimates,1950
5_10,male,15170.713,941,estimates,1950
5_11,male,17451.009,941,estimates,1950
6_9,male,10068.949,941,estimates,1950
6_10,male,12400.958,941,estimates,1950
6_11,male,14681.254,941,estimates,1950
6_12,male,16912.194,941,estimates,1950
7_10,male,9747.483,941,estimates,1950
7_12,male,14258.719,941,estimates,1950
11_16,male,12938.427,941,estimates,1950
11_17,male,14933.517,941,estimates,1950
11_18,male,16879.236,941,estimates,1950
12_14,male,6537.817,941,estimates,1950
12_16,male,10658.131,941,estimates,1950
12_17,male,12653.221,941,estimates,1950
12_18,male,14598.94,941,estimates,1950
13_17,male,10422.281,941,estimates,1950
13_18,male,12368,941,estimates,1950
13_19,male,14261.254,941,estimates,1950
15_17,male,6115.404,941,estimates,1950
18_23,male,10914.854,941,estimates,1950
15_24,male,18677.231,941,estimates,1950
15_49,male,46955.451,941,estimates,1950
15_59,male,52485.911,941,estimates,1950
15_64,male,54333.747,941,estimates,1950
20_64,male,44379.37,941,estimates,1950
20_69,male,45737.841,941,estimates,1950
25_49,male,28278.22,941,estimates,1950
25_64,male,35656.516,941,estimates,1950
25_69,male,37014.987,941,estimates,1950
15plus,male,57370.903,941,estimates,1950
16plus,male,55289.853,941,estimates,1950
17plus,male,53250.589,941,estimates,1950
18plus,male,51255.499,941,estimates,1950
20plus,male,47416.526,941,estimates,1950
21plus,male,45573.763,941,estimates,1950
25plus,male,38693.672,941,estimates,1950
50plus,male,10415.452,941,estimates,1950
60plus,male,4884.992,941,estimates,1950
65plus,male,3037.156,941,estimates,1950
70plus,male,1678.685,941,estimates,1950
75plus,male,762.945,941,estimates,1950
80plus,male,251.405,941,estimates,1950
85plus,male,53.889,941,estimates,1950
90plus,male,7.092,941,estimates,1950
total,male,97667.8,941,estimates,1950
0_1,female,7332.459,941,estimates,1951
0_4,female,16781.332,941,estimates,1951
0_14,female,41105.842,941,estimates,1951
0_17,female,47223.95,941,estimates,1951
0_19,female,51072.616,941,estimates,1951
0_24,female,59861.56,941,estimates,1951
3_4,female,6118.526,941,estimates,1951
3_5,female,8952.273,941,estimates,1951
3_6,female,11662.728,941,estimates,1951
