agebroad,gender,population,region,variant,year
0_1,female,38297.658,948,estimates,1950
0_4,female,87783.862,948,estimates,1950
0_14,female,224061.368,948,estimates,1950
0_17,female,259878.647,948,estimates,1950
0_19,female,282364.817,948,estimates,1950
0_24,female,333683.566,948,estimates,1950
3_4,female,32110.003,948,estimates,1950
3_5,female,47148.42,948,estimates,1950
3_6,female,61680.782,948,estimates,1950
4_5,female,30706.929,948,estimates,1950
4_6,female,45239.291,948,estimates,1950
5_14,female,136277.506,948,estimates,1950
5_10,female,84481.089,948,estimates,1950
5_11,female,97765.22,948,estimates,1950
6_9,female,56050.793,948,estimates,1950
6_10,female,69442.672,948,estimates,1950
6_11,female,82726.803,948,estimates,1950
6_12,female,95853.369,948,estimates,1950
7_10,female,54910.31,948,estimates,1950
7_12,female,81321.007,948,estimates,1950
11_16,female,75959.831,948,estimates,1950
11_17,female,87613.696,948,estimates,1950
11_18,female,98992.23,948,estimates,1950
12_14,female,38512.286,948,estimates,1950
12_16,female,62675.7,948,estimates,1950
12_17,female,74329.565,948,estimates,1950
12_18,female,85708.099,948,estimates,1950
13_17,female,61202.999,948,estimates,1950
13_18,female,72581.533,948,estimates,1950
13_19,female,83689.169,948,estimates,1950
15_17,female,35817.279,948,estimates,1950
18_23,female,64138.372,948,estimates,1950
15_24,female,109622.198,948,estimates,1950
15_49,female,277408.033,948,estimates,1950
15_59,female,313504.728,948,estimates,1950
15_64,female,326617.479,948,estimates,1950
20_64,female,268314.03,948,estimates,1950
20_69,female,277298.354,948,estimates,1950
25_49,female,167785.835,948,estimates,1950
25_64,female,216995.281,948,estimates,1950
25_69,female,225979.605,948,estimates,1950
15plus,female,348300.409,948,estimates,1950
16plus,female,336074.912,948,estimates,1950
17plus,female,324136.995,948,estimates,1950
18plus,female,312483.13,948,estimates,1950
20plus,female,289996.96,948,estimates,1950
21plus,female,279162.903,948,estimates,1950
25plus,female,238678.211,948,estimates,1950
50plus,female,70892.376,948,estimates,1950
60plus,female,34795.681,948,estimates,1950
65plus,female,21682.93,948,estimates,1950
70plus,female,12698.606,948,estimates,1950
75plus,female,6344.008,948,estimates,1950
80plus,female,2621.329,948,estimates,1950
85plus,female,910.501,948,estimates,1950
90plus,female,256.288,948,estimates,1950
total,female,572361.777,948,estimates,1950
0_1,male,38999.411,948,estimates,1950
0_4,male,89577.142,948,estimates,1950
0_14,male,228861.798,948,estimates,1950
0_17,male,265416.285,948,estimates,1950
0_19,male,288460.964,948,estimates,1950
0_24,male,341541.196,948,estimates,1950
3_4,male,32837.691,948,estimates,1950
3_5,male,48231.787,948,estimates,1950
3_6,male,63110.172,948,estimates,1950
4_5,male,31424.973,948,estimates,1950
4_6,male,46303.358,948,estimates,1950
5_14,male,139284.656,948,estimates,1950
5_10,male,86436.082,948,estimates,1950
5_11,male,99997.583,948,estimates,1950
6_9,male,57358.163,948,estimates,1950
6_10,male,71041.986,948,estimates,1950
6_11,male,84603.487,948,estimates,1950
6_12,male,97995.33,948,estimates,1950
7_10,male,56163.601,948,estimates,1950
7_12,male,83116.945,948,estimates,1950
11_16,male,77502.43,948,estimates,1950
11_17,male,89403.061,948,estimates,1950
11_18,male,101047.144,948,estimates,1950
12_14,male,39287.073,948,estimates,1950
12_16,male,63940.929,948,estimates,1950
