agebroad,gender,population,region,variant,year
0_1,female,1358.784,916,estimates,1950
0_4,female,3197.083,916,estimates,1950
0_14,female,7924.238,916,estimates,1950
0_17,female,9139.054,916,estimates,1950
0_19,female,9912.661,916,estimates,1950
0_24,female,11661.885,916,estimates,1950
3_4,female,1199.361,916,estimates,1950
3_5,female,1761.285,916,estimates,1950
3_6,female,2299.339,916,estimates,1950
4_5,female,1148.739,916,estimates,1950
4_6,female,1686.793,916,estimates,1950
5_14,female,4727.155,916,estimates,1950
5_10,female,3039.452,916,estimates,1950
5_11,female,3476.697,916,estimates,1950
6_9,female,2021.91,916,estimates,1950
6_10,female,2477.528,916,estimates,1950
6_11,female,2914.773,916,estimates,1950
6_12,female,3338.062,916,estimates,1950
7_10,female,1939.474,916,estimates,1950
7_12,female,2800.008,916,estimates,1950
11_16,female,2501.464,916,estimates,1950
11_17,female,2902.519,916,estimates,1950
11_18,female,3294.944,916,estimates,1950
12_14,female,1250.458,916,estimates,1950
12_16,female,2064.219,916,estimates,1950
12_17,female,2465.274,916,estimates,1950
12_18,female,2857.699,916,estimates,1950
13_17,female,2041.985,916,estimates,1950
13_18,female,2434.41,916,estimates,1950
13_19,female,2815.592,916,estimates,1950
15_17,female,1214.816,916,estimates,1950
18_23,female,2193.353,916,estimates,1950
15_24,female,3737.647,916,estimates,1950
15_49,female,9009.553,916,estimates,1950
15_59,female,10102.09,916,estimates,1950
15_64,female,10473.334,916,estimates,1950
20_64,female,8484.911,916,estimates,1950
20_69,female,8757.21,916,estimates,1950
25_49,female,5271.906,916,estimates,1950
25_64,female,6735.687,916,estimates,1950
25_69,female,7007.986,916,estimates,1950
15plus,female,11158.871,916,estimates,1950
16plus,female,10750.75,916,estimates,1950
17plus,female,10345.11,916,estimates,1950
18plus,female,9944.055,916,estimates,1950
20plus,female,9170.448,916,estimates,1950
21plus,female,8799.807,916,estimates,1950
25plus,female,7421.224,916,estimates,1950
50plus,female,2149.318,916,estimates,1950
60plus,female,1056.781,916,estimates,1950
65plus,female,685.537,916,estimates,1950
70plus,female,413.238,916,estimates,1950
75plus,female,222.965,916,estimates,1950
80plus,female,123.211,916,estimates,1950
85plus,female,53.238,916,estimates,1950
90plus,female,18.454,916,estimates,1950
total,female,19083.109,916,estimates,1950
0_1,male,1429.93,916,estimates,1950
0_4,male,3346.953,916,estimates,1950
0_14,male,8256.251,916,estimates,1950
0_17,male,9447.491,916,estimates,1950
0_19,male,10189.648,916,estimates,1950
0_24,male,11861.046,916,estimates,1950
3_4,male,1249.177,916,estimates,1950
3_5,male,1833.573,916,estimates,1950
3_6,male,2393.203,916,estimates,1950
4_5,male,1195.077,916,estimates,1950
4_6,male,1754.707,916,estimates,1950
5_14,male,4909.298,916,estimates,1950
5_10,male,3164.773,916,estimates,1950
5_11,male,3622.116,916,estimates,1950
6_9,male,2105.012,916,estimates,1950
6_10,male,2580.377,916,estimates,1950
6_11,male,3037.72,916,estimates,1950
6_12,male,3479.251,916,estimates,1950
7_10,male,2020.747,916,estimates,1950
7_12,male,2919.621,916,estimates,1950
11_16,male,2548.419,916,estimates,1950
11_17,male,2935.765,916,estimates,1950
11_18,male,3312.43,916,estimates,1950
12_14,male,1287.182,916,estimates,1950
12_16,male,2091.076,916,estimates,1950
12_17,male,2478.422,916,estimates,1950
12_18,male,2855.087,916,estimates,1950
13_17,male,2036.891,916,estimates,1950
13_18,male,2413.556,916,estimates,1950
13_19,male,2779.048,916,estimates,1950
15_17,male,1191.24,916,estimates,1950
18_23,male,2099.39,916,estimates,1950
15_24,male,3604.795,916,estimates,1950
15_49,male,8679.839,916,estimates,1950
15_59,male,9752.373,916,estimates,1950
15_64,male,10105.873,916,estimates,1950
20_64,male,8172.476,916,estimates,1950
20_69,male,8427.701,916,estimates,1950
25_49,male,5075.044,916,estimates,1950
25_64,male,6501.078,916,estimates,1950
25_69,male,6756.303,916,estimates,1950
15plus,male,10717.827,916,estimates,1950
16plus,male,10311.079,916,estimates,1950
17plus,male,9913.933,916,estimates,1950
18plus,male,9526.587,916,estimates,1950
20plus,male,8784.43,916,estimates,1950
21plus,male,8429.614,916,estimates,1950
25plus,male,7113.032,916,estimates,1950
50plus,male,2037.988,916,estimates,1950
60plus,male,965.454,916,estimates,1950
65plus,male,611.954,916,estimates,1950
70plus,male,356.729,916,estimates,1950
75plus,male,182.853,916,estimates,1950
80plus,male,94.825,916,estimates,1950
85plus,male,38.517,916,estimates,1950
90plus,male,12.406,916,estimates,1950
total,male,18974.078,916,estimates,1950
0_1,female,1469.86,916,estimates,1951
0_4,female,3357.375,916,estimates,1951
0_14,female,8226.195,916,estimates,1951
0_17,female,9442.945,916,estimates,1951
0_19,female,10230.081,916,estimates,1951
0_24,female,12015.204,916,estimates,1951
3_4,female,1231.437,916,estimates,1951
3_5,female,1809.719,916,estimates,1951
3_6,female,2365.163,916,estimates,1951
4_5,female,1181.047,916,estimates,1951
4_6,female,1736.491,916,estimates,1951
5_14,female,4868.82,916,estimates,1951
5_10,female,3147.386,916,estimates,1951
5_11,female,3600.741,916,estimates,1951
6_9,female,2096.662,916,estimates,1951
