agebroad,gender,population,region,variant,year
0_1,female,2622.594,910,estimates,1950
0_4,female,5956.112,910,estimates,1950
0_14,female,14353.308,910,estimates,1950
0_17,female,16460.599,910,estimates,1950
0_19,female,17773.991,910,estimates,1950
0_24,female,20707.778,910,estimates,1950
3_4,female,2152.447,910,estimates,1950
3_5,female,3141.631,910,estimates,1950
3_6,female,4083.273,910,estimates,1950
4_5,female,2033.566,910,estimates,1950
4_6,female,2975.208,910,estimates,1950
5_14,female,8397.196,910,estimates,1950
5_10,female,5346.444,910,estimates,1950
5_11,female,6137.726,910,estimates,1950
6_9,female,3545.433,910,estimates,1950
6_10,female,4357.26,910,estimates,1950
6_11,female,5148.542,910,estimates,1950
6_12,female,5920.779,910,estimates,1950
7_10,female,3415.618,910,estimates,1950
7_12,female,4979.137,910,estimates,1950
11_16,female,4471.263,910,estimates,1950
11_17,female,5158.043,910,estimates,1950
11_18,female,5825.415,910,estimates,1950
12_14,female,2259.47,910,estimates,1950
12_16,female,3679.981,910,estimates,1950
12_17,female,4366.761,910,estimates,1950
12_18,female,5034.133,910,estimates,1950
13_17,female,3594.524,910,estimates,1950
13_18,female,4261.896,910,estimates,1950
13_19,female,4907.916,910,estimates,1950
15_17,female,2107.291,910,estimates,1950
18_23,female,3698.125,910,estimates,1950
15_24,female,6354.47,910,estimates,1950
15_49,female,15542.548,910,estimates,1950
15_59,female,17481.34,910,estimates,1950
15_64,female,18177.985,910,estimates,1950
20_64,female,14757.302,910,estimates,1950
20_69,female,15274.778,910,estimates,1950
25_49,female,9188.078,910,estimates,1950
25_64,female,11823.515,910,estimates,1950
25_69,female,12340.991,910,estimates,1950
15plus,female,19306.83,910,estimates,1950
16plus,female,18589.291,910,estimates,1950
17plus,female,17886.319,910,estimates,1950
18plus,female,17199.539,910,estimates,1950
20plus,female,15886.147,910,estimates,1950
21plus,female,15260.519,910,estimates,1950
25plus,female,12952.36,910,estimates,1950
50plus,female,3764.282,910,estimates,1950
60plus,female,1825.49,910,estimates,1950
65plus,female,1128.845,910,estimates,1950
70plus,female,611.369,910,estimates,1950
75plus,female,276.649,910,estimates,1950
80plus,female,91.775,910,estimates,1950
85plus,female,24.976,910,estimates,1950
90plus,female,4.562,910,estimates,1950
total,female,33660.138,910,estimates,1950
0_1,male,2642.047,910,estimates,1950
0_4,male,5983.563,910,estimates,1950
0_14,male,14350.192,910,estimates,1950
0_17,male,16461.167,910,estimates,1950
0_19,male,17781.211,910,estimates,1950
0_24,male,20736.74,910,estimates,1950
3_4,male,2155.417,910,estimates,1950
3_5,male,3143.4,910,estimates,1950
