agebroad,gender,population,region,variant,year
"Region, subregion, country or area *",female,More developed regions,901,estimates,1950
0_1,female,18455.84,901,estimates,1950
0_4,female,40627.613,901,estimates,1950
0_14,female,109941.758,901,estimates,1950
0_17,female,130298.996,901,estimates,1950
0_19,female,143997.026,901,estimates,1950
0_24,female,180311.825,901,estimates,1950
3_4,female,14253.364,901,estimates,1950
3_5,female,20928.288,901,estimates,1950
3_6,female,27487.434,901,estimates,1950
4_5,female,13598.484,901,estimates,1950
4_6,female,20157.63,901,estimates,1950
5_14,female,69314.145,901,estimates,1950
5_10,female,40143.524,901,estimates,1950
5_11,female,47409.475,901,estimates,1950
6_9,female,26499.231,901,estimates,1950
6_10,female,33468.6,901,estimates,1950
6_11,female,40734.551,901,estimates,1950
6_12,female,48162.088,901,estimates,1950
7_10,female,26909.454,901,estimates,1950
7_12,female,41602.942,901,estimates,1950
11_16,female,42866.451,901,estimates,1950
11_17,female,49527.859,901,estimates,1950
11_18,female,56278.598,901,estimates,1950
12_14,female,21904.67,901,estimates,1950
12_16,female,35600.5,901,estimates,1950
12_17,female,42261.908,901,estimates,1950
12_18,female,49012.647,901,estimates,1950
13_17,female,34834.371,901,estimates,1950
13_18,female,41585.11,901,estimates,1950
13_19,female,48532.401,901,estimates,1950
15_17,female,20357.238,901,estimates,1950
18_23,female,42742.558,901,estimates,1950
15_24,female,70370.067,901,estimates,1950
15_49,female,219867.507,901,estimates,1950
15_59,female,262897.057,901,estimates,1950
15_64,female,280260.543,901,estimates,1950
20_64,female,246205.275,901,estimates,1950
20_69,female,260455.224,901,estimates,1950
25_49,female,149497.44,901,estimates,1950
25_64,female,209890.476,901,estimates,1950
25_69,female,224140.425,901,estimates,1950
15plus,female,316520.185,901,estimates,1950
16plus,female,309574.804,901,estimates,1950
17plus,female,302824.355,901,estimates,1950
18plus,female,296162.947,901,estimates,1950
20plus,female,282464.917,901,estimates,1950
21plus,female,275359.33,901,estimates,1950
25plus,female,246150.118,901,estimates,1950
50plus,female,96652.678,901,estimates,1950
60plus,female,53623.128,901,estimates,1950
65plus,female,36259.642,901,estimates,1950
70plus,female,22009.693,901,estimates,1950
75plus,female,11612.672,901,estimates,1950
80plus,female,5018.352,901,estimates,1950
85plus,female,1849.137,901,estimates,1950
90plus,female,501.062,901,estimates,1950
total,female,426461.943,901,estimates,1950
"Region, subregion, country or area *",male,More developed regions,901,estimates,1950
0_1,male,19264.055,901,estimates,1950
0_4,male,42295.691,901,estimates,1950
0_14,male,113395.271,901,estimates,1950
0_17,male,133900.691,901,estimates,1950
0_19,male,147494.34,901,estimates,1950
0_24,male,182370.295,901,estimates,1950
3_4,male,14789.93,901,estimates,1950
3_5,male,21694.516,901,estimates,1950
3_6,male,28466.147,901,estimates,1950
4_5,male,14081.059,901,estimates,1950
4_6,male,20852.69,901,estimates,1950
5_14,male,71099.58,901,estimates,1950
5_10,male,41336.726,901,estimates,1950
5_11,male,48774.728,901,estimates,1950
6_9,male,27285.602,901,estimates,1950
6_10,male,34432.14,901,estimates,1950
6_11,male,41870.142,901,estimates,1950
6_12,male,49459.268,901,estimates,1950
7_10,male,27660.509,901,estimates,1950
7_12,male,42687.637,901,estimates,1950
11_16,male,43595.334,901,estimates,1950
11_17,male,50268.274,901,estimates,1950
11_18,male,56989.679,901,estimates,1950
12_14,male,22324.852,901,estimates,1950
12_16,male,36157.332,901,estimates,1950
