agebroad,gender,population,region,variant,year
"Region, subregion, country or area *",female,Eastern Europe,923,estimates,1950
0_1,female,5710.51,923,estimates,1950
0_4,female,11033.941,923,estimates,1950
0_14,female,31243.052,923,estimates,1950
0_17,female,37427.041,923,estimates,1950
0_19,female,41656.605,923,estimates,1950
0_24,female,53945.208,923,estimates,1950
3_4,female,3270.082,923,estimates,1950
3_5,female,4734.3,923,estimates,1950
3_6,female,6216.626,923,estimates,1950
4_5,female,3004.37,923,estimates,1950
4_6,female,4486.696,923,estimates,1950
5_14,female,20209.111,923,estimates,1950
5_10,female,10279.255,923,estimates,1950
5_11,female,12707.254,923,estimates,1950
6_9,female,6681.439,923,estimates,1950
6_10,female,8815.037,923,estimates,1950
6_11,female,11243.036,923,estimates,1950
6_12,female,13837.654,923,estimates,1950
7_10,female,7332.711,923,estimates,1950
7_12,female,12355.328,923,estimates,1950
11_16,female,14166.095,923,estimates,1950
11_17,female,16113.845,923,estimates,1950
11_18,female,18140.908,923,estimates,1950
12_14,female,7501.857,923,estimates,1950
12_16,female,11738.096,923,estimates,1950
12_17,female,13685.846,923,estimates,1950
12_18,female,15712.909,923,estimates,1950
13_17,female,11091.228,923,estimates,1950
13_18,female,13118.291,923,estimates,1950
13_19,female,15320.792,923,estimates,1950
15_17,female,6183.989,923,estimates,1950
18_23,female,14135.598,923,estimates,1950
15_24,female,22702.156,923,estimates,1950
15_49,female,66200.353,923,estimates,1950
15_59,female,77330.418,923,estimates,1950
15_64,female,81634.602,923,estimates,1950
20_64,female,71221.049,923,estimates,1950
20_69,female,74613.97,923,estimates,1950
25_49,female,43498.197,923,estimates,1950
25_64,female,58932.446,923,estimates,1950
25_69,female,62325.367,923,estimates,1950
15plus,female,90038.898,923,estimates,1950
16plus,female,87832.748,923,estimates,1950
17plus,female,85802.659,923,estimates,1950
18plus,female,83854.909,923,estimates,1950
20plus,female,79625.345,923,estimates,1950
21plus,female,77279.445,923,estimates,1950
25plus,female,67336.742,923,estimates,1950
50plus,female,23838.545,923,estimates,1950
60plus,female,12708.48,923,estimates,1950
65plus,female,8404.296,923,estimates,1950
70plus,female,5011.375,923,estimates,1950
75plus,female,2650.301,923,estimates,1950
80plus,female,1139.239,923,estimates,1950
85plus,female,438.474,923,estimates,1950
90plus,female,133.954,923,estimates,1950
total,female,121281.95,923,estimates,1950
"Region, subregion, country or area *",male,Eastern Europe,923,estimates,1950
0_1,male,5909.445,923,estimates,1950
0_4,male,11341.241,923,estimates,1950
0_14,male,31629.496,923,estimates,1950
0_17,male,37750.47,923,estimates,1950
0_19,male,41824.423,923,estimates,1950
0_24,male,53028.217,923,estimates,1950
3_4,male,3323.961,923,estimates,1950
3_5,male,4798.745,923,estimates,1950
3_6,male,6286.631,923,estimates,1950
4_5,male,3034.709,923,estimates,1950
4_6,male,4522.595,923,estimates,1950
5_14,male,20288.255,923,estimates,1950
5_10,male,10319.6,923,estimates,1950
5_11,male,12760.436,923,estimates,1950
6_9,male,6701.765,923,estimates,1950
6_10,male,8844.816,923,estimates,1950
6_11,male,11285.652,923,estimates,1950
6_12,male,13893.876,923,estimates,1950
7_10,male,7356.93,923,estimates,1950
7_12,male,12405.99,923,estimates,1950
11_16,male,14178.658,923,estimates,1950
11_17,male,16089.629,923,estimates,1950
11_18,male,18054.685,923,estimates,1950
12_14,male,7527.819,923,estimates,1950
12_16,male,11737.822,923,estimates,1950
12_17,male,13648.793,923,estimates,1950
12_18,male,15613.849,923,estimates,1950
13_17,male,11040.569,923,estimates,1950
13_18,male,13005.625,923,estimates,1950
13_19,male,15114.522,923,estimates,1950
15_17,male,6120.974,923,estimates,1950
18_23,male,13241.195,923,estimates,1950
15_24,male,21398.721,923,estimates,1950
15_49,male,52512.289,923,estimates,1950
15_59,male,59929.856,923,estimates,1950
15_64,male,62593.367,923,estimates,1950
20_64,male,52398.44,923,estimates,1950
20_69,male,54435.865,923,estimates,1950
25_49,male,31113.568,923,estimates,1950
25_64,male,41194.646,923,estimates,1950
25_69,male,43232.071,923,estimates,1950
15plus,male,67259.062,923,estimates,1950
16plus,male,65060.11,923,estimates,1950
17plus,male,63049.059,923,estimates,1950
