agebroad,gender,population,region,variant,year
0_1,female,14946.021,1503,estimates,1950
0_4,female,34720.571,1503,estimates,1950
0_14,female,91796.639,1503,estimates,1950
0_17,female,108134.566,1503,estimates,1950
0_19,female,119014.087,1503,estimates,1950
0_24,female,146444.318,1503,estimates,1950
3_4,female,12889.674,1503,estimates,1950
3_5,female,18997.03,1503,estimates,1950
3_6,female,24938.936,1503,estimates,1950
4_5,female,12423.491,1503,estimates,1950
4_6,female,18365.397,1503,estimates,1950
5_14,female,57076.068,1503,estimates,1950
5_10,female,34848.516,1503,estimates,1950
5_11,female,40448.918,1503,estimates,1950
6_9,female,23128.548,1503,estimates,1950
6_10,female,28741.16,1503,estimates,1950
6_11,female,34341.562,1503,estimates,1950
6_12,female,39925.034,1503,estimates,1950
7_10,female,22799.254,1503,estimates,1950
7_12,female,33983.128,1503,estimates,1950
11_16,female,33135.426,1503,estimates,1950
11_17,female,38565.479,1503,estimates,1950
11_18,female,43998.618,1503,estimates,1950
12_14,female,16627.15,1503,estimates,1950
12_16,female,27535.024,1503,estimates,1950
12_17,female,32965.077,1503,estimates,1950
12_18,female,38398.216,1503,estimates,1950
13_17,female,27381.605,1503,estimates,1950
13_18,female,32814.744,1503,estimates,1950
13_19,female,38261.126,1503,estimates,1950
15_17,female,16337.927,1503,estimates,1950
18_23,female,32747.442,1503,estimates,1950
15_24,female,54647.679,1503,estimates,1950
15_49,female,173659.186,1503,estimates,1950
15_59,female,208891.94,1503,estimates,1950
15_64,female,223167.083,1503,estimates,1950
20_64,female,195949.635,1503,estimates,1950
20_69,female,207688.853,1503,estimates,1950
25_49,female,119011.507,1503,estimates,1950
25_64,female,168519.404,1503,estimates,1950
25_69,female,180258.622,1503,estimates,1950
15plus,female,253035.205,1503,estimates,1950
16plus,female,247569.421,1503,estimates,1950
17plus,female,242127.331,1503,estimates,1950
18plus,female,236697.278,1503,estimates,1950
20plus,female,225817.757,1503,estimates,1950
21plus,female,220364.562,1503,estimates,1950
25plus,female,198387.526,1503,estimates,1950
50plus,female,79376.019,1503,estimates,1950
60plus,female,44143.265,1503,estimates,1950
65plus,female,29868.122,1503,estimates,1950
70plus,female,18128.904,1503,estimates,1950
75plus,female,9523.47,1503,estimates,1950
80plus,female,4123.828,1503,estimates,1950
85plus,female,1489.699,1503,estimates,1950
90plus,female,387.219,1503,estimates,1950
total,female,344831.844,1503,estimates,1950
0_1,male,15684.038,1503,estimates,1950
0_4,male,36355.342,1503,estimates,1950
0_14,male,95502.948,1503,estimates,1950
0_17,male,111998.142,1503,estimates,1950
0_19,male,122855.552,1503,estimates,1950
0_24,male,149756.918,1503,estimates,1950
3_4,male,13464.92,1503,estimates,1950
3_5,male,19834.24,1503,estimates,1950
3_6,male,26025.011,1503,estimates,1950
4_5,male,12963.3,1503,estimates,1950
4_6,male,19154.071,1503,estimates,1950
5_14,male,59147.606,1503,estimates,1950
5_10,male,36250.125,1503,estimates,1950
5_11,male,42051.401,1503,estimates,1950
6_9,male,24059.931,1503,estimates,1950
6_10,male,29880.805,1503,estimates,1950
6_11,male,35682.081,1503,estimates,1950
6_12,male,41451.404,1503,estimates,1950
7_10,male,23690.034,1503,estimates,1950
7_12,male,35260.633,1503,estimates,1950
11_16,male,33944.799,1503,estimates,1950
11_17,male,39392.675,1503,estimates,1950
11_18,male,44822.475,1503,estimates,1950
12_14,male,17096.205,1503,estimates,1950
12_16,male,28143.523,1503,estimates,1950
12_17,male,33591.399,1503,estimates,1950
12_18,male,39021.199,1503,estimates,1950
13_17,male,27822.076,1503,estimates,1950
13_18,male,33251.876,1503,estimates,1950
13_19,male,38679.486,1503,estimates,1950
15_17,male,16495.194,1503,estimates,1950
18_23,male,32422.418,1503,estimates,1950
15_24,male,54253.97,1503,estimates,1950
15_49,male,165875.895,1503,estimates,1950
15_59,male,197155.191,1503,estimates,1950
15_64,male,209278.693,1503,estimates,1950
20_64,male,181926.089,1503,estimates,1950
20_69,male,191535.725,1503,estimates,1950
25_49,male,111621.925,1503,estimates,1950
25_64,male,155024.723,1503,estimates,1950
25_69,male,164634.359,1503,estimates,1950
