agebroad,gender,population,region,variant,year
"Region, subregion, country or area *",female,Southern Europe,925,estimates,1950
0_1,female,2317.332,925,estimates,1950
0_4,female,5305.694,925,estimates,1950
0_14,female,14796.157,925,estimates,1950
0_17,female,17864.255,925,estimates,1950
0_19,female,19913.913,925,estimates,1950
0_24,female,24883.869,925,estimates,1950
3_4,female,1943.994,925,estimates,1950
3_5,female,2871.942,925,estimates,1950
3_6,female,3786.516,925,estimates,1950
4_5,female,1880.832,925,estimates,1950
4_6,female,2795.406,925,estimates,1950
5_14,female,9490.463,925,estimates,1950
5_10,female,5538.573,925,estimates,1950
5_11,female,6503.817,925,estimates,1950
6_9,female,3667.508,925,estimates,1950
6_10,female,4610.625,925,estimates,1950
6_11,female,5575.869,925,estimates,1950
6_12,female,6560.558,925,estimates,1950
7_10,female,3696.051,925,estimates,1950
7_12,female,5645.984,925,estimates,1950
11_16,female,5990.344,925,estimates,1950
11_17,female,7019.988,925,estimates,1950
11_18,female,8048.089,925,estimates,1950
12_14,female,2986.646,925,estimates,1950
12_16,female,5025.1,925,estimates,1950
12_17,female,6054.744,925,estimates,1950
12_18,female,7082.845,925,estimates,1950
13_17,female,5070.055,925,estimates,1950
13_18,female,6098.156,925,estimates,1950
13_19,female,7119.713,925,estimates,1950
15_17,female,3068.098,925,estimates,1950
18_23,female,6036.656,925,estimates,1950
15_24,female,10087.712,925,estimates,1950
15_49,female,29112.074,925,estimates,1950
15_59,female,34432.976,925,estimates,1950
15_64,female,36615.676,925,estimates,1950
20_64,female,31497.92,925,estimates,1950
20_69,female,33254.609,925,estimates,1950
25_49,female,19024.362,925,estimates,1950
25_64,female,26527.964,925,estimates,1950
25_69,female,28284.653,925,estimates,1950
15plus,female,41239.802,925,estimates,1950
16plus,female,40225.66,925,estimates,1950
17plus,female,39201.348,925,estimates,1950
18plus,female,38171.704,925,estimates,1950
20plus,female,36122.046,925,estimates,1950
21plus,female,35109.308,925,estimates,1950
25plus,female,31152.09,925,estimates,1950
50plus,female,12127.728,925,estimates,1950
60plus,female,6806.826,925,estimates,1950
65plus,female,4624.126,925,estimates,1950
70plus,female,2867.437,925,estimates,1950
75plus,female,1556.139,925,estimates,1950
80plus,female,692.339,925,estimates,1950
85plus,female,240.895,925,estimates,1950
90plus,female,59.849,925,estimates,1950
total,female,56035.959,925,estimates,1950
"Region, subregion, country or area *",male,Southern Europe,925,estimates,1950
0_1,male,2426.389,925,estimates,1950
0_4,male,5552.959,925,estimates,1950
0_14,male,15365.744,925,estimates,1950
0_17,male,18434.873,925,estimates,1950
0_19,male,20472.01,925,estimates,1950
0_24,male,25379.634,925,estimates,1950
3_4,male,2033.398,925,estimates,1950
3_5,male,3002.85,925,estimates,1950
3_6,male,3957.169,925,estimates,1950
4_5,male,1965.844,925,estimates,1950
4_6,male,2920.163,925,estimates,1950
5_14,male,9812.785,925,estimates,1950
5_10,male,5762.032,925,estimates,1950
5_11,male,6759.027,925,estimates,1950
6_9,male,3816.471,925,estimates,1950
6_10,male,4792.58,925,estimates,1950
6_11,male,5789.575,925,estimates,1950
6_12,male,6802.978,925,estimates,1950
7_10,male,3838.261,925,estimates,1950
7_12,male,5848.659,925,estimates,1950
11_16,male,6096.532,925,estimates,1950
11_17,male,7119.882,925,estimates,1950
11_18,male,8140.827,925,estimates,1950
12_14,male,3053.758,925,estimates,1950
12_16,male,5099.537,925,estimates,1950
12_17,male,6122.887,925,estimates,1950
12_18,male,7143.832,925,estimates,1950
13_17,male,5109.484,925,estimates,1950
13_18,male,6130.429,925,estimates,1950
13_19,male,7146.621,925,estimates,1950
15_17,male,3069.129,925,estimates,1950
18_23,male,5996.227,925,estimates,1950
15_24,male,10013.89,925,estimates,1950
15_49,male,27549.282,925,estimates,1950
15_59,male,32060.904,925,estimates,1950
15_64,male,33807.726,925,estimates,1950
20_64,male,28701.46,925,estimates,1950
20_69,male,30106.088,925,estimates,1950
25_49,male,17535.392,925,estimates,1950
25_64,male,23793.836,925,estimates,1950
25_69,male,25198.464,925,estimates,1950
15plus,male,37335.583,925,estimates,1950
16plus,male,36313.494,925,estimates,1950
17plus,male,35289.804,925,estimates,1950
18plus,male,34266.454,925,estimates,1950
20plus,male,32229.317,925,estimates,1950
21plus,male,31220.705,925,estimates,1950
25plus,male,27321.693,925,estimates,1950
50plus,male,9786.301,925,estimates,1950
60plus,male,5274.679,925,estimates,1950
65plus,male,3527.857,925,estimates,1950
70plus,male,2123.229,925,estimates,1950
75plus,male,1085.405,925,estimates,1950
80plus,male,446.677,925,estimates,1950
85plus,male,139.296,925,estimates,1950
90plus,male,29.318,925,estimates,1950
total,male,52701.327,925,estimates,1950
"Region, subregion, country or area *",female,Southern Europe,925,estimates,1951
0_1,female,2269.594,925,estimates,1951
0_4,female,5415.503,925,estimates,1951
0_14,female,14844.215,925,estimates,1951
0_17,female,17873.418,925,estimates,1951
0_19,female,19919.213,925,estimates,1951
0_24,female,24896.86,925,estimates,1951
3_4,female,2040.81,925,estimates,1951
3_5,female,3000.501,925,estimates,1951
3_6,female,3933.384,925,estimates,1951
4_5,female,1956.014,925,estimates,1951
4_6,female,2888.897,925,estimates,1951
5_14,female,9428.712,925,estimates,1951
5_10,female,5548.761,925,estimates,1951
5_11,female,6490.081,925,estimates,1951
6_9,female,3664.91,925,estimates,1951
6_10,female,4589.07,925,estimates,1951
6_11,female,5530.39,925,estimates,1951
6_12,female,6493.369,925,estimates,1951
7_10,female,3656.187,925,estimates,1951
7_12,female,5560.486,925,estimates,1951
11_16,female,5890.182,925,estimates,1951
11_17,female,6909.154,925,estimates,1951
11_18,female,7932.947,925,estimates,1951
12_14,female,2938.631,925,estimates,1951
12_16,female,4948.862,925,estimates,1951
12_17,female,5967.834,925,estimates,1951
12_18,female,6991.627,925,estimates,1951
13_17,female,5004.855,925,estimates,1951
13_18,female,6028.648,925,estimates,1951
13_19,female,7050.65,925,estimates,1951
15_17,female,3029.203,925,estimates,1951
18_23,female,6044.349,925,estimates,1951
15_24,female,10052.645,925,estimates,1951
15_49,female,29324.32,925,estimates,1951
15_59,female,34749.543,925,estimates,1951
15_64,female,36951.46,925,estimates,1951
20_64,female,31876.462,925,estimates,1951
20_69,female,33665.492,925,estimates,1951
25_49,female,19271.675,925,estimates,1951
25_64,female,26898.815,925,estimates,1951
25_69,female,28687.845,925,estimates,1951
15plus,female,41679.898,925,estimates,1951
16plus,female,40679.143,925,estimates,1951
17plus,female,39669.667,925,estimates,1951
18plus,female,38650.695,925,estimates,1951
20plus,female,36604.9,925,estimates,1951
21plus,female,35589.502,925,estimates,1951
25plus,female,31627.253,925,estimates,1951
50plus,female,12355.578,925,estimates,1951
60plus,female,6930.355,925,estimates,1951
65plus,female,4728.438,925,estimates,1951
70plus,female,2939.408,925,estimates,1951
75plus,female,1609.83,925,estimates,1951
80plus,female,728.68,925,estimates,1951
85plus,female,259.954,925,estimates,1951
90plus,female,67.366,925,estimates,1951
total,female,56524.113,925,estimates,1951
"Region, subregion, country or area *",male,Southern Europe,925,estimates,1951
0_1,male,2378.254,925,estimates,1951
0_4,male,5666.752,925,estimates,1951
0_14,male,15422.736,925,estimates,1951
0_17,male,18465.736,925,estimates,1951
0_19,male,20492.173,925,estimates,1951
0_24,male,25419.593,925,estimates,1951
3_4,male,2132.776,925,estimates,1951
3_5,male,3134.649,925,estimates,1951
3_6,male,4107.554,925,estimates,1951
4_5,male,2042.787,925,estimates,1951
4_6,male,3015.692,925,estimates,1951
5_14,male,9755.984,925,estimates,1951
5_10,male,5771.49,925,estimates,1951
5_11,male,6743.156,925,estimates,1951
6_9,male,3813.22,925,estimates,1951
6_10,male,4769.617,925,estimates,1951
6_11,male,5741.283,925,estimates,1951
6_12,male,6733.084,925,estimates,1951
7_10,male,3796.712,925,estimates,1951
7_12,male,5760.179,925,estimates,1951
11_16,male,6012.055,925,estimates,1951
11_17,male,7027.494,925,estimates,1951
11_18,male,8042.102,925,estimates,1951
12_14,male,3012.828,925,estimates,1951
12_16,male,5040.389,925,estimates,1951
12_17,male,6055.828,925,estimates,1951
12_18,male,7070.436,925,estimates,1951
13_17,male,5064.027,925,estimates,1951
13_18,male,6078.635,925,estimates,1951
13_19,male,7090.464,925,estimates,1951
15_17,male,3043.0,925,estimates,1951
18_23,male,5995.116,925,estimates,1951
15_24,male,9996.857,925,estimates,1951
15_49,male,27782.71,925,estimates,1951
15_59,male,32414.851,925,estimates,1951
15_64,male,34167.708,925,estimates,1951
20_64,male,29098.271,925,estimates,1951
20_69,male,30517.038,925,estimates,1951
25_49,male,17785.853,925,estimates,1951
25_64,male,24170.851,925,estimates,1951
25_69,male,25589.618,925,estimates,1951
15plus,male,37760.551,925,estimates,1951
16plus,male,36747.398,925,estimates,1951
17plus,male,35732.99,925,estimates,1951
18plus,male,34717.551,925,estimates,1951
20plus,male,32691.114,925,estimates,1951
21plus,male,31684.297,925,estimates,1951
25plus,male,27763.694,925,estimates,1951
50plus,male,9977.841,925,estimates,1951
60plus,male,5345.7,925,estimates,1951
65plus,male,3592.843,925,estimates,1951
70plus,male,2174.076,925,estimates,1951
75plus,male,1126.474,925,estimates,1951
80plus,male,472.908,925,estimates,1951
85plus,male,152.41,925,estimates,1951
90plus,male,33.779,925,estimates,1951
total,male,53183.287,925,estimates,1951
"Region, subregion, country or area *",female,Southern Europe,925,estimates,1952
0_1,female,2062.287,925,estimates,1952
0_4,female,5365.385,925,estimates,1952
0_14,female,14816.604,925,estimates,1952
0_17,female,17815.303,925,estimates,1952
0_19,female,19851.41,925,estimates,1952
0_24,female,24852.142,925,estimates,1952
3_4,female,2145.254,925,estimates,1952
3_5,female,3149.03,925,estimates,1952
3_6,female,4117.684,925,estimates,1952
4_5,female,2050.738,925,estimates,1952
4_6,female,3019.392,925,estimates,1952
5_14,female,9451.219,925,estimates,1952
5_10,female,5641.352,925,estimates,1952
5_11,female,6565.356,925,estimates,1952
6_9,female,3728.806,925,estimates,1952
6_10,female,4637.576,925,estimates,1952
6_11,female,5561.58,925,estimates,1952
6_12,female,6503.228,925,estimates,1952
7_10,female,3668.922,925,estimates,1952
7_12,female,5534.574,925,estimates,1952
11_16,female,5801.49,925,estimates,1952
11_17,female,6808.566,925,estimates,1952
11_18,female,7824.466,925,estimates,1952
12_14,female,2885.863,925,estimates,1952
12_16,female,4877.486,925,estimates,1952
12_17,female,5884.562,925,estimates,1952
12_18,female,6900.462,925,estimates,1952
13_17,female,4942.914,925,estimates,1952
13_18,female,5958.814,925,estimates,1952
13_19,female,6979.021,925,estimates,1952
15_17,female,2998.699,925,estimates,1952
18_23,female,6057.678,925,estimates,1952
15_24,female,10035.538,925,estimates,1952
15_49,female,29579.729,925,estimates,1952
15_59,female,35134.483,925,estimates,1952
15_64,female,37356.054,925,estimates,1952
20_64,female,32321.248,925,estimates,1952
20_69,female,34154.426,925,estimates,1952
25_49,female,19544.191,925,estimates,1952
25_64,female,27320.516,925,estimates,1952
25_69,female,29153.694,925,estimates,1952
15plus,female,42199.169,925,estimates,1952
16plus,female,41206.54,925,estimates,1952
17plus,female,40207.546,925,estimates,1952
18plus,female,39200.47,925,estimates,1952
20plus,female,37164.363,925,estimates,1952
21plus,female,36146.202,925,estimates,1952
25plus,female,32163.631,925,estimates,1952
50plus,female,12619.44,925,estimates,1952
60plus,female,7064.686,925,estimates,1952
65plus,female,4843.115,925,estimates,1952
70plus,female,3009.937,925,estimates,1952
75plus,female,1655.999,925,estimates,1952
80plus,female,757.878,925,estimates,1952
85plus,female,272.682,925,estimates,1952
90plus,female,73.277,925,estimates,1952
total,female,57015.773,925,estimates,1952
"Region, subregion, country or area *",male,Southern Europe,925,estimates,1952
0_1,male,2167.968,925,estimates,1952
0_4,male,5619.807,925,estimates,1952
0_14,male,15406.219,925,estimates,1952
0_17,male,18434.003,925,estimates,1952
0_19,male,20452.292,925,estimates,1952
0_24,male,25397.993,925,estimates,1952
3_4,male,2241.157,925,estimates,1952
3_5,male,3288.692,925,estimates,1952
3_6,male,4298.647,925,estimates,1952
4_5,male,2140.949,925,estimates,1952
4_6,male,3150.904,925,estimates,1952
5_14,male,9786.412,925,estimates,1952
5_10,male,5868.886,925,estimates,1952
5_11,male,6823.135,925,estimates,1952
6_9,male,3880.196,925,estimates,1952
6_10,male,4821.351,925,estimates,1952
6_11,male,5775.6,925,estimates,1952
6_12,male,6745.381,925,estimates,1952
7_10,male,3811.396,925,estimates,1952
7_12,male,5735.426,925,estimates,1952
11_16,male,5935.935,925,estimates,1952
11_17,male,6945.31,925,estimates,1952
11_18,male,7955.123,925,estimates,1952
12_14,male,2963.277,925,estimates,1952
12_16,male,4981.686,925,estimates,1952
12_17,male,5991.061,925,estimates,1952
12_18,male,7000.874,925,estimates,1952
13_17,male,5021.28,925,estimates,1952
13_18,male,6031.093,925,estimates,1952
13_19,male,7039.569,925,estimates,1952
15_17,male,3027.784,925,estimates,1952
18_23,male,5996.525,925,estimates,1952
15_24,male,9991.774,925,estimates,1952
15_49,male,28064.223,925,estimates,1952
15_59,male,32847.327,925,estimates,1952
15_64,male,34608.821,925,estimates,1952
20_64,male,29562.748,925,estimates,1952
20_69,male,31004.148,925,estimates,1952
25_49,male,18072.449,925,estimates,1952
25_64,male,24617.047,925,estimates,1952
25_69,male,26058.447,925,estimates,1952
15plus,male,38270.698,925,estimates,1952
16plus,male,37261.007,925,estimates,1952
17plus,male,36252.289,925,estimates,1952
18plus,male,35242.914,925,estimates,1952
20plus,male,33224.625,925,estimates,1952
21plus,male,32219.315,925,estimates,1952
25plus,male,28278.924,925,estimates,1952
50plus,male,10206.475,925,estimates,1952
60plus,male,5423.371,925,estimates,1952
65plus,male,3661.877,925,estimates,1952
70plus,male,2220.477,925,estimates,1952
75plus,male,1160.4,925,estimates,1952
80plus,male,492.124,925,estimates,1952
85plus,male,161.076,925,estimates,1952
90plus,male,37.564,925,estimates,1952
total,male,53676.917,925,estimates,1952
"Region, subregion, country or area *",female,Southern Europe,925,estimates,1953
0_1,female,2009.806,925,estimates,1953
0_4,female,5298.51,925,estimates,1953
0_14,female,14830.576,925,estimates,1953
