region,year,variant,gender,agebroad,population
931,2015,instantreplacement,female,75plus,7892.426
931,2015,instantreplacement,male,75plus,5060.204
931,2015,lowvariant,female,75plus,7892.426
931,2015,lowvariant,male,75plus,5060.204
931,2015,mediumvariant,female,75plus,7892.426
931,2015,mediumvariant,male,75plus,5060.204
931,2015,nochange,female,75plus,7892.426
931,2015,nochange,male,75plus,5060.204
931,2015,zeromigration,female,75plus,7892.426
931,2015,zeromigration,male,75plus,5060.204
931,2015,constantfertility,female,80plus,4364.975
931,2015,constantfertility,male,80plus,2480.449
931,2015,constantmortality,female,80plus,4364.975
931,2015,constantmortality,male,80plus,2480.449
931,2015,estimates,female,80plus,4364.975
931,2015,estimates,male,80plus,2480.449
931,2015,highvariant,female,80plus,4364.975
931,2015,highvariant,male,80plus,2480.449
931,2015,instantreplacement,female,80plus,4364.975
931,2015,instantreplacement,male,80plus,2480.449
931,2015,lowvariant,female,80plus,4364.975
931,2015,lowvariant,male,80plus,2480.449
931,2015,mediumvariant,female,80plus,4364.975
931,2015,mediumvariant,male,80plus,2480.449
931,2015,nochange,female,80plus,4364.975
931,2015,nochange,male,80plus,2480.449
931,2015,zeromigration,female,80plus,4364.975
931,2015,zeromigration,male,80plus,2480.449
931,2015,constantfertility,female,85plus,2047.587
931,2015,constantfertility,male,85plus,988.286
931,2015,constantmortality,female,85plus,2047.587
931,2015,constantmortality,male,85plus,988.286
931,2015,estimates,female,85plus,2047.587
931,2015,estimates,male,85plus,988.286
931,2015,highvariant,female,85plus,2047.587
931,2015,highvariant,male,85plus,988.286
931,2015,instantreplacement,female,85plus,2047.587
931,2015,instantreplacement,male,85plus,988.286
931,2015,lowvariant,female,85plus,2047.587
931,2015,lowvariant,male,85plus,988.286
931,2015,mediumvariant,female,85plus,2047.587
931,2015,mediumvariant,male,85plus,988.286
931,2015,nochange,female,85plus,2047.587
931,2015,nochange,male,85plus,988.286
931,2015,zeromigration,female,85plus,2047.587
931,2015,zeromigration,male,85plus,988.286
931,2015,constantfertility,female,90plus,698.183
931,2015,constantfertility,male,90plus,272.855
931,2015,constantmortality,female,90plus,698.183
931,2015,constantmortality,male,90plus,272.855
931,2015,estimates,female,90plus,698.183
931,2015,estimates,male,90plus,272.855
931,2015,highvariant,female,90plus,698.183
931,2015,highvariant,male,90plus,272.855
931,2015,instantreplacement,female,90plus,698.183
931,2015,instantreplacement,male,90plus,272.855
931,2015,lowvariant,female,90plus,698.183
931,2015,lowvariant,male,90plus,272.855
931,2015,mediumvariant,female,90plus,698.183
931,2015,mediumvariant,male,90plus,272.855
931,2015,nochange,female,90plus,698.183
931,2015,nochange,male,90plus,272.855
931,2015,zeromigration,female,90plus,698.183
931,2015,zeromigration,male,90plus,272.855
931,2020,constantfertility,female,total,222939.691
931,2020,constantfertility,male,total,216753.443
931,2020,constantmortality,female,total,221730.361
931,2020,constantmortality,male,total,215384.949
931,2020,highvariant,female,total,224215.706
931,2020,highvariant,male,total,218084.549
931,2020,instantreplacement,female,total,223318.297
931,2020,instantreplacement,male,total,217149.265
931,2020,lowvariant,female,total,220130.047
931,2020,lowvariant,male,total,213821.92
931,2020,mediumvariant,female,total,222172.873
931,2020,mediumvariant,male,total,215953.228
931,2020,nochange,female,total,222494.478
931,2020,nochange,male,total,216181.377
931,2020,zeromigration,female,total,222351.229
931,2020,zeromigration,male,total,216126.769
931,2020,mediumvariant,female,0_1,6336.491
931,2020,mediumvariant,male,0_1,6618.685
931,2020,constantfertility,female,0_4,16815.595
931,2020,constantfertility,male,0_4,17543.09
931,2020,constantmortality,female,0_4,15995.186
931,2020,constantmortality,male,0_4,16665.992
931,2020,highvariant,female,0_4,18091.61
931,2020,highvariant,male,0_4,18874.196
931,2020,instantreplacement,female,0_4,17194.201
931,2020,instantreplacement,male,0_4,17938.912
931,2020,lowvariant,female,0_4,14005.951
931,2020,lowvariant,male,0_4,14611.567
931,2020,mediumvariant,female,0_4,16048.777
931,2020,mediumvariant,male,0_4,16742.875
931,2020,nochange,female,0_4,16759.303
931,2020,nochange,male,0_4,17462.42
931,2020,zeromigration,female,0_4,16065.962
931,2020,zeromigration,male,0_4,16761.061
931,2020,constantfertility,female,0_14,49683.14
931,2020,constantfertility,male,0_14,51730.208
931,2020,constantmortality,female,0_14,48851.666
931,2020,constantmortality,male,0_14,50839.677
931,2020,highvariant,female,0_14,50959.155
931,2020,highvariant,male,0_14,53061.314
931,2020,instantreplacement,female,0_14,50061.746
931,2020,instantreplacement,male,0_14,52126.03
931,2020,lowvariant,female,0_14,46873.496
931,2020,lowvariant,male,0_14,48798.685
931,2020,mediumvariant,female,0_14,48916.322
931,2020,mediumvariant,male,0_14,50929.993
931,2020,nochange,female,0_14,49615.783
931,2020,nochange,male,0_14,51636.105
931,2020,zeromigration,female,0_14,48948.151
931,2020,zeromigration,male,0_14,50961.617
931,2020,mediumvariant,female,0_17,59347.236
931,2020,mediumvariant,male,0_17,61764.834
931,2020,constantfertility,female,0_19,67151.788
931,2020,constantfertility,male,0_19,69861.665
931,2020,constantmortality,female,0_19,66316.122
931,2020,constantmortality,male,0_19,68958.439
931,2020,highvariant,female,0_19,68427.803
931,2020,highvariant,male,0_19,71192.771
931,2020,instantreplacement,female,0_19,67530.394
931,2020,instantreplacement,male,0_19,70257.487
931,2020,lowvariant,female,0_19,64342.144
931,2020,lowvariant,male,0_19,66930.142
931,2020,mediumvariant,female,0_19,66384.97
931,2020,mediumvariant,male,0_19,69061.45
931,2020,nochange,female,0_19,67080.239
931,2020,nochange,male,0_19,69754.867
931,2020,zeromigration,female,0_19,66437.757
931,2020,zeromigration,male,0_19,69099.706
931,2020,constantfertility,female,0_24,84527.86
931,2020,constantfertility,male,0_24,87786.654
931,2020,constantmortality,female,0_24,83687.877
931,2020,constantmortality,male,0_24,86867.944
931,2020,highvariant,female,0_24,85803.875
931,2020,highvariant,male,0_24,89117.76
931,2020,instantreplacement,female,0_24,84906.466
931,2020,instantreplacement,male,0_24,88182.476
931,2020,lowvariant,female,0_24,81718.216
931,2020,lowvariant,male,0_24,84855.131
931,2020,mediumvariant,female,0_24,83761.042
931,2020,mediumvariant,male,0_24,86986.439
931,2020,nochange,female,0_24,84451.994
931,2020,nochange,male,0_24,87664.372
931,2020,zeromigration,female,0_24,83842.185
931,2020,zeromigration,male,0_24,87033.413
931,2020,mediumvariant,female,3_4,6494.102
931,2020,mediumvariant,male,3_4,6767.318
931,2020,mediumvariant,female,3_5,9757.577
931,2020,mediumvariant,male,3_5,10165.597
931,2020,mediumvariant,female,3_6,13026.156
931,2020,mediumvariant,male,3_6,13567.957
931,2020,mediumvariant,female,4_5,6517.829
931,2020,mediumvariant,male,4_5,6788.594
931,2020,mediumvariant,female,4_6,9786.408
931,2020,mediumvariant,male,4_6,10190.954
931,2020,mediumvariant,female,5_10,19624.121
931,2020,mediumvariant,male,5_10,20420.267
931,2020,mediumvariant,female,5_11,22891.837
931,2020,mediumvariant,male,5_11,23817.915
931,2020,constantfertility,female,5_14,32867.545
931,2020,constantfertility,male,5_14,34187.118
931,2020,constantmortality,female,5_14,32856.48
931,2020,constantmortality,male,5_14,34173.685
931,2020,highvariant,female,5_14,32867.545
931,2020,highvariant,male,5_14,34187.118
931,2020,instantreplacement,female,5_14,32867.545
931,2020,instantreplacement,male,5_14,34187.118
931,2020,lowvariant,female,5_14,32867.545
931,2020,lowvariant,male,5_14,34187.118
931,2020,mediumvariant,female,5_14,32867.545
931,2020,mediumvariant,male,5_14,34187.118
931,2020,nochange,female,5_14,32856.48
931,2020,nochange,male,5_14,34173.685
931,2020,zeromigration,female,5_14,32882.189
931,2020,zeromigration,male,5_14,34200.556
931,2020,mediumvariant,female,6_9,13086.815
931,2020,mediumvariant,male,6_9,13617.246
931,2020,mediumvariant,female,6_10,16360.646
931,2020,mediumvariant,male,6_10,17021.988
931,2020,mediumvariant,female,6_11,19628.362
931,2020,mediumvariant,male,6_11,20419.636
931,2020,mediumvariant,female,6_12,22907.952
931,2020,mediumvariant,male,6_12,23829.024
931,2020,mediumvariant,female,7_10,13092.067
931,2020,mediumvariant,male,7_10,13619.628
931,2020,mediumvariant,female,7_12,19639.373
931,2020,mediumvariant,male,7_12,20426.664
931,2020,mediumvariant,female,11_16,20155.352
931,2020,mediumvariant,male,11_16,20948.008
931,2020,mediumvariant,female,11_17,23674.338
931,2020,mediumvariant,male,11_17,24601.692
931,2020,mediumvariant,female,11_18,27199.822
931,2020,mediumvariant,male,11_18,28258.961
931,2020,mediumvariant,female,12_14,9975.708
931,2020,mediumvariant,male,12_14,10369.203
931,2020,mediumvariant,female,12_16,16887.636
931,2020,mediumvariant,male,12_16,17550.36
931,2020,mediumvariant,female,12_17,20406.622
931,2020,mediumvariant,male,12_17,21204.044
931,2020,mediumvariant,female,12_18,23932.106
931,2020,mediumvariant,male,12_18,24861.313
931,2020,mediumvariant,female,13_17,17127.032
931,2020,mediumvariant,male,13_17,17794.656
931,2020,mediumvariant,female,13_18,20652.516
931,2020,mediumvariant,male,13_18,21451.925
931,2020,mediumvariant,female,13_19,24164.766
931,2020,mediumvariant,male,13_19,25091.272
931,2020,constantfertility,female,15plus,173256.551
931,2020,constantfertility,male,15plus,165023.235
931,2020,constantmortality,female,15plus,172878.695
931,2020,constantmortality,male,15plus,164545.272
931,2020,highvariant,female,15plus,173256.551
931,2020,highvariant,male,15plus,165023.235
931,2020,instantreplacement,female,15plus,173256.551
931,2020,instantreplacement,male,15plus,165023.235
931,2020,lowvariant,female,15plus,173256.551
931,2020,lowvariant,male,15plus,165023.235
931,2020,mediumvariant,female,15plus,173256.551
931,2020,mediumvariant,male,15plus,165023.235
931,2020,nochange,female,15plus,172878.695
931,2020,nochange,male,15plus,164545.272
931,2020,zeromigration,female,15plus,173403.078
931,2020,zeromigration,male,15plus,165165.152
931,2020,mediumvariant,female,15_17,10430.914
931,2020,mediumvariant,male,15_17,10834.841
931,2020,constantfertility,female,15_24,34844.72
931,2020,constantfertility,male,15_24,36056.446
931,2020,constantmortality,female,15_24,34836.211
931,2020,constantmortality,male,15_24,36028.267
931,2020,highvariant,female,15_24,34844.72
931,2020,highvariant,male,15_24,36056.446
931,2020,instantreplacement,female,15_24,34844.72
931,2020,instantreplacement,male,15_24,36056.446
931,2020,lowvariant,female,15_24,34844.72
931,2020,lowvariant,male,15_24,36056.446
931,2020,mediumvariant,female,15_24,34844.72
931,2020,mediumvariant,male,15_24,36056.446
931,2020,nochange,female,15_24,34836.211
931,2020,nochange,male,15_24,36028.267
931,2020,zeromigration,female,15_24,34894.034
931,2020,zeromigration,male,15_24,36071.796
931,2020,constantfertility,female,15_49,115470.364
931,2020,constantfertility,male,15_49,115986.955
931,2020,constantmortality,female,15_49,115422.178
931,2020,constantmortality,male,15_49,115874.95
931,2020,highvariant,female,15_49,115470.364
931,2020,highvariant,male,15_49,115986.955
931,2020,instantreplacement,female,15_49,115470.364
931,2020,instantreplacement,male,15_49,115986.955
931,2020,lowvariant,female,15_49,115470.364
931,2020,lowvariant,male,15_49,115986.955
931,2020,mediumvariant,female,15_49,115470.364
931,2020,mediumvariant,male,15_49,115986.955
931,2020,nochange,female,15_49,115422.178
931,2020,nochange,male,15_49,115874.95
931,2020,zeromigration,female,15_49,115625.938
931,2020,zeromigration,male,15_49,116069.935
931,2020,constantfertility,female,15_59,140271.928
931,2020,constantfertility,male,15_59,138847.851
931,2020,constantmortality,female,15_59,140181.539
931,2020,constantmortality,male,15_59,138664.632
931,2020,highvariant,female,15_59,140271.928
931,2020,highvariant,male,15_59,138847.851
931,2020,instantreplacement,female,15_59,140271.928
931,2020,instantreplacement,male,15_59,138847.851
931,2020,lowvariant,female,15_59,140271.928
931,2020,lowvariant,male,15_59,138847.851
931,2020,mediumvariant,female,15_59,140271.928
931,2020,mediumvariant,male,15_59,138847.851
931,2020,nochange,female,15_59,140181.539
931,2020,nochange,male,15_59,138664.632
931,2020,zeromigration,female,15_59,140431.968
931,2020,zeromigration,male,15_59,138944.881
931,2020,constantfertility,female,15_64,150072.547
931,2020,constantfertility,male,15_64,147507.853
931,2020,constantmortality,female,15_64,149950.096
931,2020,constantmortality,male,15_64,147274.215
931,2020,highvariant,female,15_64,150072.547
931,2020,highvariant,male,15_64,147507.853
931,2020,instantreplacement,female,15_64,150072.547
931,2020,instantreplacement,male,15_64,147507.853
931,2020,lowvariant,female,15_64,150072.547
931,2020,lowvariant,male,15_64,147507.853
931,2020,mediumvariant,female,15_64,150072.547
931,2020,mediumvariant,male,15_64,147507.853
931,2020,nochange,female,15_64,149950.096
931,2020,nochange,male,15_64,147274.215
931,2020,zeromigration,female,15_64,150229.765
931,2020,zeromigration,male,15_64,147616.2
931,2020,mediumvariant,female,16plus,169827.629
931,2020,mediumvariant,male,16plus,161460.265
931,2020,mediumvariant,female,17plus,166344.623
931,2020,mediumvariant,male,17plus,157842.078
931,2020,mediumvariant,female,18plus,162825.637
931,2020,mediumvariant,male,18plus,154188.394
931,2020,mediumvariant,female,18_23,20967.402
931,2020,mediumvariant,male,18_23,21679.18
931,2020,constantfertility,female,20plus,155787.903
931,2020,constantfertility,male,20plus,146891.778
931,2020,constantmortality,female,20plus,155414.239
931,2020,constantmortality,male,20plus,146426.51
931,2020,highvariant,female,20plus,155787.903
931,2020,highvariant,male,20plus,146891.778
931,2020,instantreplacement,female,20plus,155787.903
931,2020,instantreplacement,male,20plus,146891.778
931,2020,lowvariant,female,20plus,155787.903
931,2020,lowvariant,male,20plus,146891.778
931,2020,mediumvariant,female,20plus,155787.903
931,2020,mediumvariant,male,20plus,146891.778
931,2020,nochange,female,20plus,155414.239
931,2020,nochange,male,20plus,146426.51
931,2020,zeromigration,female,20plus,155913.472
931,2020,zeromigration,male,20plus,147027.063
931,2020,constantfertility,female,20_64,132603.899
931,2020,constantfertility,male,20_64,129376.396
931,2020,constantmortality,female,20_64,132485.64
931,2020,constantmortality,male,20_64,129155.453
931,2020,highvariant,female,20_64,132603.899
931,2020,highvariant,male,20_64,129376.396
931,2020,instantreplacement,female,20_64,132603.899
931,2020,instantreplacement,male,20_64,129376.396
931,2020,lowvariant,female,20_64,132603.899
931,2020,lowvariant,male,20_64,129376.396
931,2020,mediumvariant,female,20_64,132603.899
931,2020,mediumvariant,male,20_64,129376.396
931,2020,nochange,female,20_64,132485.64
931,2020,nochange,male,20_64,129155.453
931,2020,zeromigration,female,20_64,132740.159
931,2020,zeromigration,male,20_64,129478.111
931,2020,constantfertility,female,20_69,140509.266
931,2020,constantfertility,male,20_69,136088.762
931,2020,constantmortality,female,20_69,140351.886
931,2020,constantmortality,male,20_69,135811.954
931,2020,highvariant,female,20_69,140509.266
931,2020,highvariant,male,20_69,136088.762
931,2020,instantreplacement,female,20_69,140509.266
931,2020,instantreplacement,male,20_69,136088.762
931,2020,lowvariant,female,20_69,140509.266
931,2020,lowvariant,male,20_69,136088.762
931,2020,mediumvariant,female,20_69,140509.266
931,2020,mediumvariant,male,20_69,136088.762
931,2020,nochange,female,20_69,140351.886
931,2020,nochange,male,20_69,135811.954
931,2020,zeromigration,female,20_69,140642.007
931,2020,zeromigration,male,20_69,136202.592
931,2020,mediumvariant,female,21plus,152286.359
931,2020,mediumvariant,male,21plus,143268.092
931,2020,constantfertility,female,25plus,138411.831
931,2020,constantfertility,male,25plus,128966.789
931,2020,constantmortality,female,25plus,138042.484
931,2020,constantmortality,male,25plus,128517.005
931,2020,highvariant,female,25plus,138411.831
931,2020,highvariant,male,25plus,128966.789
931,2020,instantreplacement,female,25plus,138411.831
931,2020,instantreplacement,male,25plus,128966.789
931,2020,lowvariant,female,25plus,138411.831
931,2020,lowvariant,male,25plus,128966.789
931,2020,mediumvariant,female,25plus,138411.831
931,2020,mediumvariant,male,25plus,128966.789
931,2020,nochange,female,25plus,138042.484
931,2020,nochange,male,25plus,128517.005
931,2020,zeromigration,female,25plus,138509.044
931,2020,zeromigration,male,25plus,129093.356
931,2020,constantfertility,female,25_49,80625.644
931,2020,constantfertility,male,25_49,79930.509
931,2020,constantmortality,female,25_49,80585.967
931,2020,constantmortality,male,25_49,79846.683
931,2020,highvariant,female,25_49,80625.644
931,2020,highvariant,male,25_49,79930.509
931,2020,instantreplacement,female,25_49,80625.644
931,2020,instantreplacement,male,25_49,79930.509
931,2020,lowvariant,female,25_49,80625.644
931,2020,lowvariant,male,25_49,79930.509
931,2020,mediumvariant,female,25_49,80625.644
931,2020,mediumvariant,male,25_49,79930.509
931,2020,nochange,female,25_49,80585.967
931,2020,nochange,male,25_49,79846.683
931,2020,zeromigration,female,25_49,80731.904
931,2020,zeromigration,male,25_49,79998.139
931,2020,constantfertility,female,25_64,115227.827
931,2020,constantfertility,male,25_64,111451.407
931,2020,constantmortality,female,25_64,115113.885
931,2020,constantmortality,male,25_64,111245.948
931,2020,highvariant,female,25_64,115227.827
931,2020,highvariant,male,25_64,111451.407
931,2020,instantreplacement,female,25_64,115227.827
931,2020,instantreplacement,male,25_64,111451.407
931,2020,lowvariant,female,25_64,115227.827
931,2020,lowvariant,male,25_64,111451.407
931,2020,mediumvariant,female,25_64,115227.827
931,2020,mediumvariant,male,25_64,111451.407
931,2020,nochange,female,25_64,115113.885
931,2020,nochange,male,25_64,111245.948
931,2020,zeromigration,female,25_64,115335.731
931,2020,zeromigration,male,25_64,111544.404
931,2020,constantfertility,female,25_69,123133.194
931,2020,constantfertility,male,25_69,118163.773
931,2020,constantmortality,female,25_69,122980.131
931,2020,constantmortality,male,25_69,117902.449
931,2020,highvariant,female,25_69,123133.194
931,2020,highvariant,male,25_69,118163.773
931,2020,instantreplacement,female,25_69,123133.194
931,2020,instantreplacement,male,25_69,118163.773
931,2020,lowvariant,female,25_69,123133.194
931,2020,lowvariant,male,25_69,118163.773
931,2020,mediumvariant,female,25_69,123133.194
931,2020,mediumvariant,male,25_69,118163.773
931,2020,nochange,female,25_69,122980.131
931,2020,nochange,male,25_69,117902.449
931,2020,zeromigration,female,25_69,123237.579
931,2020,zeromigration,male,25_69,118268.885
931,2020,constantfertility,female,50plus,57786.187
931,2020,constantfertility,male,50plus,49036.28
931,2020,constantmortality,female,50plus,57456.517
931,2020,constantmortality,male,50plus,48670.322
931,2020,highvariant,female,50plus,57786.187
931,2020,highvariant,male,50plus,49036.28
931,2020,instantreplacement,female,50plus,57786.187
931,2020,instantreplacement,male,50plus,49036.28
931,2020,lowvariant,female,50plus,57786.187
931,2020,lowvariant,male,50plus,49036.28
931,2020,mediumvariant,female,50plus,57786.187
931,2020,mediumvariant,male,50plus,49036.28
931,2020,nochange,female,50plus,57456.517
931,2020,nochange,male,50plus,48670.322
931,2020,zeromigration,female,50plus,57777.14
931,2020,zeromigration,male,50plus,49095.217
931,2020,constantfertility,female,60plus,32984.623
931,2020,constantfertility,male,60plus,26175.384
931,2020,constantmortality,female,60plus,32697.156
931,2020,constantmortality,male,60plus,25880.64
931,2020,highvariant,female,60plus,32984.623
931,2020,highvariant,male,60plus,26175.384
931,2020,instantreplacement,female,60plus,32984.623
931,2020,instantreplacement,male,60plus,26175.384
931,2020,lowvariant,female,60plus,32984.623
931,2020,lowvariant,male,60plus,26175.384
931,2020,mediumvariant,female,60plus,32984.623
931,2020,mediumvariant,male,60plus,26175.384
931,2020,nochange,female,60plus,32697.156
931,2020,nochange,male,60plus,25880.64
931,2020,zeromigration,female,60plus,32971.11
931,2020,zeromigration,male,60plus,26220.271
931,2020,constantfertility,female,65plus,23184.004
931,2020,constantfertility,male,65plus,17515.382
931,2020,constantmortality,female,65plus,22928.599
931,2020,constantmortality,male,65plus,17271.057
931,2020,highvariant,female,65plus,23184.004
931,2020,highvariant,male,65plus,17515.382
931,2020,instantreplacement,female,65plus,23184.004
931,2020,instantreplacement,male,65plus,17515.382
931,2020,lowvariant,female,65plus,23184.004
931,2020,lowvariant,male,65plus,17515.382
931,2020,mediumvariant,female,65plus,23184.004
931,2020,mediumvariant,male,65plus,17515.382
931,2020,nochange,female,65plus,22928.599
931,2020,nochange,male,65plus,17271.057
931,2020,zeromigration,female,65plus,23173.313
931,2020,zeromigration,male,65plus,17548.952
931,2020,constantfertility,female,70plus,15278.637
931,2020,constantfertility,male,70plus,10803.016
931,2020,constantmortality,female,70plus,15062.353
931,2020,constantmortality,male,70plus,10614.556
931,2020,highvariant,female,70plus,15278.637
931,2020,highvariant,male,70plus,10803.016
931,2020,instantreplacement,female,70plus,15278.637
931,2020,instantreplacement,male,70plus,10803.016
931,2020,lowvariant,female,70plus,15278.637
931,2020,lowvariant,male,70plus,10803.016
931,2020,mediumvariant,female,70plus,15278.637
931,2020,mediumvariant,male,70plus,10803.016
931,2020,nochange,female,70plus,15062.353
931,2020,nochange,male,70plus,10614.556
931,2020,zeromigration,female,70plus,15271.465
931,2020,zeromigration,male,70plus,10824.471
931,2020,constantfertility,female,75plus,9436.447
931,2020,constantfertility,male,75plus,6105.593
931,2020,constantmortality,female,75plus,9265.692
931,2020,constantmortality,male,75plus,5973.744
931,2020,highvariant,female,75plus,9436.447
931,2020,highvariant,male,75plus,6105.593
931,2020,instantreplacement,female,75plus,9436.447
931,2020,instantreplacement,male,75plus,6105.593
931,2020,lowvariant,female,75plus,9436.447
931,2020,lowvariant,male,75plus,6105.593
931,2020,mediumvariant,female,75plus,9436.447
931,2020,mediumvariant,male,75plus,6105.593
931,2020,nochange,female,75plus,9265.692
931,2020,nochange,male,75plus,5973.744
931,2020,zeromigration,female,75plus,9432.294
931,2020,zeromigration,male,75plus,6117.274
931,2020,constantfertility,female,80plus,5340.693
931,2020,constantfertility,male,80plus,3075.569
931,2020,constantmortality,female,80plus,5216.497
931,2020,constantmortality,male,80plus,2995.186
931,2020,highvariant,female,80plus,5340.693
931,2020,highvariant,male,80plus,3075.569
931,2020,instantreplacement,female,80plus,5340.693
931,2020,instantreplacement,male,80plus,3075.569
931,2020,lowvariant,female,80plus,5340.693
931,2020,lowvariant,male,80plus,3075.569
931,2020,mediumvariant,female,80plus,5340.693
931,2020,mediumvariant,male,80plus,3075.569
931,2020,nochange,female,80plus,5216.497
931,2020,nochange,male,80plus,2995.186
931,2020,zeromigration,female,80plus,5338.535
931,2020,zeromigration,male,80plus,3081.275
931,2020,constantfertility,female,85plus,2546.498
931,2020,constantfertility,male,85plus,1244.638
931,2020,constantmortality,female,85plus,2471.221
931,2020,constantmortality,male,85plus,1203.803
931,2020,highvariant,female,85plus,2546.498
931,2020,highvariant,male,85plus,1244.638
931,2020,instantreplacement,female,85plus,2546.498
931,2020,instantreplacement,male,85plus,1244.638
931,2020,lowvariant,female,85plus,2546.498
931,2020,lowvariant,male,85plus,1244.638
931,2020,mediumvariant,female,85plus,2546.498
931,2020,mediumvariant,male,85plus,1244.638
931,2020,nochange,female,85plus,2471.221
931,2020,nochange,male,85plus,1203.803
931,2020,zeromigration,female,85plus,2546.497
931,2020,zeromigration,male,85plus,1244.635
931,2020,constantfertility,female,90plus,968.375
931,2020,constantfertility,male,90plus,378.809
931,2020,constantmortality,female,90plus,933.42
931,2020,constantmortality,male,90plus,364.45
931,2020,highvariant,female,90plus,968.375
931,2020,highvariant,male,90plus,378.809
931,2020,instantreplacement,female,90plus,968.375
931,2020,instantreplacement,male,90plus,378.809
931,2020,lowvariant,female,90plus,968.375
931,2020,lowvariant,male,90plus,378.809
931,2020,mediumvariant,female,90plus,968.375
931,2020,mediumvariant,male,90plus,378.809
931,2020,nochange,female,90plus,933.42
931,2020,nochange,male,90plus,364.45
931,2020,zeromigration,female,90plus,968.375
931,2020,zeromigration,male,90plus,378.809
931,2025,constantfertility,female,total,233473.475
931,2025,constantfertility,male,total,226676.412
931,2025,constantmortality,female,total,229987.039
931,2025,constantmortality,male,total,222724.401
931,2025,highvariant,female,total,236644.179
931,2025,highvariant,male,total,229986.022
931,2025,instantreplacement,female,total,234121.857
931,2025,instantreplacement,male,total,227355.911
931,2025,lowvariant,female,total,225983.705
931,2025,lowvariant,male,total,218857.084
931,2025,mediumvariant,female,total,231313.937
931,2025,mediumvariant,male,total,224421.546
931,2025,nochange,female,total,232133.876
931,2025,nochange,male,total,224961.018
931,2025,zeromigration,female,total,231673.263
931,2025,zeromigration,male,total,224765.339
931,2025,mediumvariant,female,0_1,6187.651
931,2025,mediumvariant,male,0_1,6469.584
931,2025,constantfertility,female,0_4,16992.247
931,2025,constantfertility,male,0_4,17752.462
931,2025,constantmortality,female,0_4,15502.566
931,2025,constantmortality,male,0_4,16152.257
931,2025,highvariant,female,0_4,18889.712
931,2025,highvariant,male,0_4,19734.823
931,2025,instantreplacement,female,0_4,17260.409
931,2025,instantreplacement,male,0_4,18034.309
931,2025,lowvariant,female,0_4,12304.801
931,2025,lowvariant,male,0_4,12854.625
931,2025,mediumvariant,female,0_4,15597.256
931,2025,mediumvariant,male,0_4,16294.722
931,2025,nochange,female,0_4,16888.505
931,2025,nochange,male,0_4,17596.838
931,2025,zeromigration,female,0_4,15639.667
931,2025,zeromigration,male,0_4,16339.346
931,2025,constantfertility,female,0_14,50082.53
931,2025,constantfertility,male,0_14,52209.929
931,2025,constantmortality,female,0_14,47743.426
931,2025,constantmortality,male,0_14,49692.647
931,2025,highvariant,female,0_14,53253.234
931,2025,highvariant,male,0_14,55519.539
931,2025,instantreplacement,female,0_14,50730.912
931,2025,instantreplacement,male,0_14,52889.428
931,2025,lowvariant,female,0_14,42592.76
931,2025,lowvariant,male,0_14,44390.601
931,2025,mediumvariant,female,0_14,47922.992
931,2025,mediumvariant,male,0_14,49955.063
931,2025,nochange,female,0_14,49890.263
931,2025,nochange,male,0_14,51929.264
931,2025,zeromigration,female,0_14,47998.301
931,2025,zeromigration,male,0_14,50034.555
931,2025,mediumvariant,female,0_17,57722.454
931,2025,mediumvariant,male,0_17,60137.759
931,2025,constantfertility,female,0_19,66559.619
931,2025,constantfertility,male,0_19,69318.672
931,2025,constantmortality,female,0_19,64212.328
931,2025,constantmortality,male,0_19,66781.165
931,2025,highvariant,female,0_19,69730.323
931,2025,highvariant,male,0_19,72628.282
931,2025,instantreplacement,female,0_19,67208.001
931,2025,instantreplacement,male,0_19,69998.171
931,2025,lowvariant,female,0_19,59069.849
931,2025,lowvariant,male,0_19,61499.344
931,2025,mediumvariant,female,0_19,64400.081
931,2025,mediumvariant,male,0_19,67063.806
931,2025,nochange,female,0_19,66359.165
931,2025,nochange,male,0_19,69017.782
931,2025,zeromigration,female,0_19,64504.157
931,2025,zeromigration,male,0_19,67156.568
931,2025,constantfertility,female,0_24,83967.007
931,2025,constantfertility,male,0_24,87298.049
931,2025,constantmortality,female,0_24,81606.799
931,2025,constantmortality,male,0_24,84714.454
931,2025,highvariant,female,0_24,87137.711
931,2025,highvariant,male,0_24,90607.659
931,2025,instantreplacement,female,0_24,84615.389
931,2025,instantreplacement,male,0_24,87977.548
931,2025,lowvariant,female,0_24,76477.237
931,2025,lowvariant,male,0_24,79478.721
931,2025,mediumvariant,female,0_24,81807.469
931,2025,mediumvariant,male,0_24,85043.183
931,2025,nochange,female,0_24,83753.636
931,2025,nochange,male,0_24,86951.071
931,2025,zeromigration,female,0_24,81956.698
931,2025,zeromigration,male,0_24,85150.062
931,2025,mediumvariant,female,3_4,6290.055
931,2025,mediumvariant,male,3_4,6566.18
931,2025,mediumvariant,female,3_5,9459.999
931,2025,mediumvariant,male,3_5,9872.963
931,2025,mediumvariant,female,3_6,12645.979
931,2025,mediumvariant,male,3_6,13195.021
931,2025,mediumvariant,female,4_5,6323.39
931,2025,mediumvariant,male,4_5,6597.866
931,2025,mediumvariant,female,4_6,9509.37
931,2025,mediumvariant,male,4_6,9919.924
931,2025,mediumvariant,female,5_10,19248.35
931,2025,mediumvariant,male,5_10,20058.316
931,2025,mediumvariant,female,5_11,22509.84
931,2025,mediumvariant,male,5_11,23452.114
