agebroad,gender,population,region,variant,year
0_1,female,16121.57,921,estimates,1950
0_4,female,36789.826,921,estimates,1950
0_14,female,95087.913,921,estimates,1950
0_17,female,110640.195,921,estimates,1950
0_19,female,120396.407,921,estimates,1950
0_24,female,142745.05,921,estimates,1950
3_4,female,13401.999,921,estimates,1950
3_5,female,19690.558,921,estimates,1950
3_6,female,25789.033,921,estimates,1950
4_5,female,12828.309,921,estimates,1950
4_6,female,18926.784,921,estimates,1950
5_14,female,58298.087,921,estimates,1950
5_10,female,35757.46,921,estimates,1950
5_11,female,41514.294,921,estimates,1950
6_9,female,23711.424,921,estimates,1950
6_10,female,29468.901,921,estimates,1950
6_11,female,35225.735,921,estimates,1950
6_12,female,40944.894,921,estimates,1950
7_10,female,23370.426,921,estimates,1950
7_12,female,34846.419,921,estimates,1950
11_16,female,33039.971,921,estimates,1950
11_17,female,38092.909,921,estimates,1950
11_18,female,43027.09,921,estimates,1950
12_14,female,16783.793,921,estimates,1950
12_16,female,27283.137,921,estimates,1950
12_17,female,32336.075,921,estimates,1950
12_18,female,37270.256,921,estimates,1950
13_17,female,26616.916,921,estimates,1950
13_18,female,31551.097,921,estimates,1950
13_19,female,36373.128,921,estimates,1950
15_17,female,15552.282,921,estimates,1950
18_23,female,27875.812,921,estimates,1950
15_24,female,47657.137,921,estimates,1950
15_49,female,122076.593,921,estimates,1950
15_59,female,137599.782,921,estimates,1950
15_64,female,143310.513,921,estimates,1950
20_64,female,118002.019,921,estimates,1950
20_69,female,121555.252,921,estimates,1950
25_49,female,74419.456,921,estimates,1950
25_64,female,95653.376,921,estimates,1950
25_69,female,99206.609,921,estimates,1950
15plus,female,152460.568,921,estimates,1950
16plus,female,147143.812,921,estimates,1950
17plus,female,141961.224,921,estimates,1950
18plus,female,136908.286,921,estimates,1950
20plus,female,127152.074,921,estimates,1950
21plus,female,122445.653,921,estimates,1950
25plus,female,104803.431,921,estimates,1950
50plus,female,30383.975,921,estimates,1950
60plus,female,14860.786,921,estimates,1950
65plus,female,9150.055,921,estimates,1950
70plus,female,5596.822,921,estimates,1950
75plus,female,2908.519,921,estimates,1950
80plus,female,1244.559,921,estimates,1950
85plus,female,421.44,921,estimates,1950
90plus,female,106.647,921,estimates,1950
total,female,247548.481,921,estimates,1950
0_1,male,16333.469,921,estimates,1950
0_4,male,37670.64,921,estimates,1950
0_14,male,98286.773,921,estimates,1950
0_17,male,114560.727,921,estimates,1950
0_19,male,124918.611,921,estimates,1950
0_24,male,149198.104,921,estimates,1950
3_4,male,13879.907,921,estimates,1950
3_5,male,20431.427,921,estimates,1950
3_6,male,26796.107,921,estimates,1950
4_5,male,13341.898,921,estimates,1950
4_6,male,19706.578,921,estimates,1950
5_14,male,60616.133,921,estimates,1950
5_10,male,37266.985,921,estimates,1950
5_11,male,43227.938,921,estimates,1950
6_9,male,24733.604,921,estimates,1950
6_10,male,30715.465,921,estimates,1950
6_11,male,36676.418,921,estimates,1950
6_12,male,42588.699,921,estimates,1950
7_10,male,24350.785,921,estimates,1950
7_12,male,36224.019,921,estimates,1950
11_16,male,34313.426,921,estimates,1950
11_17,male,39623.102,921,estimates,1950
11_18,male,44841.795,921,estimates,1950
12_14,male,17388.195,921,estimates,1950
12_16,male,28352.473,921,estimates,1950
12_17,male,33662.149,921,estimates,1950
12_18,male,38880.842,921,estimates,1950
13_17,male,27749.868,921,estimates,1950
13_18,male,32968.561,921,estimates,1950
13_19,male,38107.752,921,estimates,1950
15_17,male,16273.954,921,estimates,1950
18_23,male,30017.574,921,estimates,1950
15_24,male,50911.331,921,estimates,1950
15_49,male,132648.728,921,estimates,1950
15_59,male,149664.79,921,estimates,1950
