variant,country,year,dependencyratio2069
estimates,740,1950,117.171
estimates,740,1951,118.542
estimates,740,1952,119.342
estimates,740,1953,120.223
estimates,740,1954,121.522
estimates,740,1955,123.28
estimates,740,1956,126.36
estimates,740,1957,129.859
estimates,740,1958,133.731
estimates,740,1959,137.758
estimates,740,1960,141.649
estimates,740,1961,144.2
estimates,740,1962,146.088
estimates,740,1963,147.393
estimates,740,1964,148.234
estimates,740,1965,148.753
estimates,740,1966,151.658
estimates,740,1967,154.251
estimates,740,1968,156.496
estimates,740,1969,158.187
estimates,740,1970,159.117
estimates,740,1971,157.866
estimates,740,1972,157.145
estimates,740,1973,157.235
estimates,740,1974,158.057
estimates,740,1975,159.257
estimates,740,1976,152.505
estimates,740,1977,145.598
estimates,740,1978,138.75
estimates,740,1979,132.102
estimates,740,1980,125.652
estimates,740,1981,118.845
estimates,740,1982,112.805
estimates,740,1983,107.424
estimates,740,1984,102.616
estimates,740,1985,98.443
estimates,740,1986,96.697
estimates,740,1987,94.645
estimates,740,1988,92.596
estimates,740,1989,90.825
estimates,740,1990,89.388
estimates,740,1991,88.116
estimates,740,1992,87.022
estimates,740,1993,86.158
estimates,740,1994,85.551
estimates,740,1995,85.191
estimates,740,1996,85.189
estimates,740,1997,85.464
estimates,740,1998,85.797
estimates,740,1999,85.958
estimates,740,2000,85.841
estimates,740,2001,84.206
estimates,740,2002,82.299
estimates,740,2003,80.203
estimates,740,2004,78.026
estimates,740,2005,75.851
estimates,740,2006,74.502
estimates,740,2007,73.252
estimates,740,2008,72.069
estimates,740,2009,70.963
estimates,740,2010,69.965
estimates,740,2011,69.263
estimates,740,2012,68.676
estimates,740,2013,68.125
estimates,740,2014,67.503
estimates,740,2015,66.744
medium_variant,740,2015,66.744
medium_variant,740,2016,66.089
medium_variant,740,2017,65.294
medium_variant,740,2018,64.423
medium_variant,740,2019,63.563
medium_variant,740,2020,62.768
medium_variant,740,2021,62.113
medium_variant,740,2022,61.508
medium_variant,740,2023,60.95
medium_variant,740,2024,60.424
medium_variant,740,2025,59.925
medium_variant,740,2026,59.574
medium_variant,740,2027,59.227
medium_variant,740,2028,58.916
medium_variant,740,2029,58.683
medium_variant,740,2030,58.544
medium_variant,740,2031,58.57
medium_variant,740,2032,58.663
medium_variant,740,2033,58.784
medium_variant,740,2034,58.872
medium_variant,740,2035,58.891
medium_variant,740,2036,58.929
medium_variant,740,2037,58.892
medium_variant,740,2038,58.813
medium_variant,740,2039,58.737
medium_variant,740,2040,58.68
medium_variant,740,2041,58.703
medium_variant,740,2042,58.735
medium_variant,740,2043,58.741
medium_variant,740,2044,58.661
medium_variant,740,2045,58.466
medium_variant,740,2046,58.248
medium_variant,740,2047,57.923
medium_variant,740,2048,57.559
medium_variant,740,2049,57.243
medium_variant,740,2050,57.025
medium_variant,740,2051,56.978
medium_variant,740,2052,56.989
medium_variant,740,2053,57.05
medium_variant,740,2054,57.144
medium_variant,740,2055,57.254
medium_variant,740,2056,57.482
medium_variant,740,2057,57.739
medium_variant,740,2058,57.983
medium_variant,740,2059,58.158
medium_variant,740,2060,58.239
medium_variant,740,2061,58.329
medium_variant,740,2062,58.317
medium_variant,740,2063,58.271
medium_variant,740,2064,58.267
medium_variant,740,2065,58.343
medium_variant,740,2066,58.554
medium_variant,740,2067,58.828
medium_variant,740,2068,59.14
medium_variant,740,2069,59.451
medium_variant,740,2070,59.746
medium_variant,740,2071,60.102
medium_variant,740,2072,60.433
medium_variant,740,2073,60.757
medium_variant,740,2074,61.086
medium_variant,740,2075,61.414
medium_variant,740,2076,61.777
medium_variant,740,2077,62.133
medium_variant,740,2078,62.482
medium_variant,740,2079,62.822
medium_variant,740,2080,63.15
medium_variant,740,2081,63.52
medium_variant,740,2082,63.882
medium_variant,740,2083,64.232
medium_variant,740,2084,64.568
medium_variant,740,2085,64.894
medium_variant,740,2086,65.237
medium_variant,740,2087,65.558
medium_variant,740,2088,65.879
medium_variant,740,2089,66.209
medium_variant,740,2090,66.543
medium_variant,740,2091,66.873
medium_variant,740,2092,67.212
medium_variant,740,2093,67.551
medium_variant,740,2094,67.885
medium_variant,740,2095,68.211
medium_variant,740,2096,68.528
medium_variant,740,2097,68.838
medium_variant,740,2098,69.155
medium_variant,740,2099,69.482
medium_variant,740,2100,69.813
high_variant,740,2015,66.7439517986451
low_variant,740,2015,66.7439517986451
constant_fertility,740,2015,66.7439517986451
instant_replacement,740,2015,66.7439517986451
zero_migration,740,2015,66.7439517986451
constant_mortality,740,2015,66.7439517986451
no_change,740,2015,66.7439517986451
high_variant,740,2020,64.2614486055364
low_variant,740,2020,61.2748558569202
constant_fertility,740,2020,63.5304321266903
instant_replacement,740,2020,61.9591933174087
zero_migration,740,2020,62.5269661416403
constant_mortality,740,2020,62.7326092913908
no_change,740,2020,63.4941514141895
high_variant,740,2025,63.6657736578845
low_variant,740,2025,56.1844967101118
constant_fertility,740,2025,62.0189120632886
instant_replacement,740,2025,58.8925595384843
zero_migration,740,2025,59.5202242133242
constant_mortality,740,2025,59.8145995311396
no_change,740,2025,61.9055078725118
high_variant,740,2030,64.9923944817005
low_variant,740,2030,52.0958163035858
constant_fertility,740,2030,62.4369403330556
instant_replacement,740,2030,57.7217835271087
zero_migration,740,2030,58.1412323318727
constant_mortality,740,2030,58.2943548923822
no_change,740,2030,62.1858985451303
high_variant,740,2035,68.0879879591046
low_variant,740,2035,49.7212033616766
constant_fertility,740,2035,64.9992591418003
instant_replacement,740,2035,58.6169607137194
zero_migration,740,2035,58.5298469908872
constant_mortality,740,2035,58.3690446180993
no_change,740,2035,64.4859150491555
high_variant,740,2040,68.5889735023129
low_variant,740,2040,48.6707258493775
constant_fertility,740,2040,66.3129548132895
instant_replacement,740,2040,60.3109265601169
zero_migration,740,2040,58.2274761593698
constant_mortality,740,2040,57.806868359052
no_change,740,2040,65.4663567092858
high_variant,740,2045,68.1925845843878
low_variant,740,2045,48.5673605061546
constant_fertility,740,2045,67.1799142731042
instant_replacement,740,2045,61.372517325164
zero_migration,740,2045,57.7843335514185
constant_mortality,740,2045,57.1448203617657
no_change,740,2045,65.9208257240092
high_variant,740,2050,66.3162486782271
low_variant,740,2050,47.7277898382939
constant_fertility,740,2050,66.5389084434439
instant_replacement,740,2050,60.6338659895699
zero_migration,740,2050,56.1795375547831
constant_mortality,740,2050,55.2869942420409
no_change,740,2050,64.9194963887278
high_variant,740,2055,66.6566917662997
low_variant,740,2055,48.2403896714914
constant_fertility,740,2055,67.5279524432904
instant_replacement,740,2055,61.2609101652752
zero_migration,740,2055,56.1997621769109
constant_mortality,740,2055,54.9705801771713
no_change,740,2055,65.450470972111
high_variant,740,2060,67.81543095776
low_variant,740,2060,49.5257056539127
constant_fertility,740,2060,69.0612125886491
instant_replacement,740,2060,62.58350421682
zero_migration,740,2060,57.0407338401553
constant_mortality,740,2060,55.2723841420464
no_change,740,2060,66.4346636037049
high_variant,740,2065,67.772971743044
low_variant,740,2065,50.1830791828823
constant_fertility,740,2065,69.3563717288692
instant_replacement,740,2065,63.0631957796669
zero_migration,740,2065,57.2536085317643
constant_mortality,740,2065,54.7069713389998
no_change,740,2065,66.2520148320552
high_variant,740,2070,68.2960015600248
low_variant,740,2070,52.9294280755844
constant_fertility,740,2070,70.4435582433301
instant_replacement,740,2070,64.873399066544
zero_migration,740,2070,58.7369407485758
constant_mortality,740,2070,55.2761571373007
no_change,740,2070,66.7766768801962
high_variant,740,2075,68.4407615724727
low_variant,740,2075,56.8896544254574
constant_fertility,740,2075,71.2773048006683
instant_replacement,740,2075,66.7366021705908
zero_migration,740,2075,60.4093429833631
constant_mortality,740,2075,56.0093753944666
no_change,740,2075,67.0427647337853
high_variant,740,2080,68.3170398844283
low_variant,740,2080,61.8949162647425
constant_fertility,740,2080,71.7415038777898
instant_replacement,740,2080,68.2571019161577
zero_migration,740,2080,61.9769288360937
constant_mortality,740,2080,56.7063408374646
no_change,740,2080,66.9532523164315
high_variant,740,2085,68.130198320088
low_variant,740,2085,67.9013806539406
constant_fertility,740,2085,71.8826494109754
instant_replacement,740,2085,69.4001322559653
zero_migration,740,2085,63.4274060725843
constant_mortality,740,2085,57.3079684356156
no_change,740,2085,66.5890634452164
high_variant,740,2090,69.2134795057569
low_variant,740,2090,71.6675083512095
constant_fertility,740,2090,72.3595165285655
instant_replacement,740,2090,69.2091555934756
zero_migration,740,2090,64.8915799824044
constant_mortality,740,2090,57.7298154823399
no_change,740,2090,66.4984818213629
high_variant,740,2095,70.8710204685909
low_variant,740,2095,74.0156165395651
constant_fertility,740,2095,73.094166764719
instant_replacement,740,2095,69.6170884572129
zero_migration,740,2095,66.4949800508528
constant_mortality,740,2095,58.1121992881616
no_change,740,2095,66.593240326636
high_variant,740,2100,72.5115101243627
low_variant,740,2100,75.4460516222317
constant_fertility,740,2100,73.8785238532419
instant_replacement,740,2100,70.4993434926193
zero_migration,740,2100,68.1071531139739
constant_mortality,740,2100,58.4389839581427
no_change,740,2100,66.6974974465977
