variant,country,year,dependencyratio2069
estimates,454,1950,135.291
estimates,454,1951,136.106
estimates,454,1952,135.651
estimates,454,1953,135.029
estimates,454,1954,134.568
estimates,454,1955,134.127
estimates,454,1956,134.141
estimates,454,1957,134.478
estimates,454,1958,134.685
estimates,454,1959,134.413
estimates,454,1960,133.602
estimates,454,1961,134.666
estimates,454,1962,134.916
estimates,454,1963,134.587
estimates,454,1964,133.98
estimates,454,1965,133.222
estimates,454,1966,133.319
estimates,454,1967,133.042
estimates,454,1968,132.646
estimates,454,1969,132.371
estimates,454,1970,132.358
estimates,454,1971,133.742
estimates,454,1972,135.147
estimates,454,1973,136.482
estimates,454,1974,137.593
estimates,454,1975,138.395
estimates,454,1976,139.918
estimates,454,1977,141.024
estimates,454,1978,141.799
estimates,454,1979,142.294
estimates,454,1980,142.539
estimates,454,1981,143.815
estimates,454,1982,144.53
estimates,454,1983,144.882
estimates,454,1984,145.187
estimates,454,1985,145.673
estimates,454,1986,144.691
estimates,454,1987,143.604
estimates,454,1988,142.291
estimates,454,1989,140.388
estimates,454,1990,137.644
estimates,454,1991,139.738
estimates,454,1992,141.153
estimates,454,1993,142.044
estimates,454,1994,142.834
estimates,454,1995,143.908
estimates,454,1996,144.788
estimates,454,1997,145.471
estimates,454,1998,146.046
estimates,454,1999,146.463
estimates,454,2000,146.674
estimates,454,2001,147.681
estimates,454,2002,148.411
estimates,454,2003,148.84
estimates,454,2004,149.003
estimates,454,2005,148.958
estimates,454,2006,148.518
estimates,454,2007,147.966
estimates,454,2008,147.3
estimates,454,2009,146.502
estimates,454,2010,145.596
estimates,454,2011,144.617
estimates,454,2012,143.373
estimates,454,2013,142.001
estimates,454,2014,140.67
estimates,454,2015,139.451
medium_variant,454,2015,139.451
medium_variant,454,2016,138.077
medium_variant,454,2017,136.868
medium_variant,454,2018,135.711
medium_variant,454,2019,134.46
medium_variant,454,2020,133.067
medium_variant,454,2021,131.816
medium_variant,454,2022,130.411
medium_variant,454,2023,128.867
medium_variant,454,2024,127.213
medium_variant,454,2025,125.463
medium_variant,454,2026,123.622
medium_variant,454,2027,121.686
medium_variant,454,2028,119.701
medium_variant,454,2029,117.714
medium_variant,454,2030,115.758
medium_variant,454,2031,113.939
medium_variant,454,2032,112.136
medium_variant,454,2033,110.349
medium_variant,454,2034,108.572
medium_variant,454,2035,106.806
medium_variant,454,2036,105.151
medium_variant,454,2037,103.499
medium_variant,454,2038,101.87
medium_variant,454,2039,100.287
medium_variant,454,2040,98.762
medium_variant,454,2041,97.377
medium_variant,454,2042,96.03
medium_variant,454,2043,94.728
medium_variant,454,2044,93.475
medium_variant,454,2045,92.273
medium_variant,454,2046,91.201
medium_variant,454,2047,90.157
medium_variant,454,2048,89.144
medium_variant,454,2049,88.16
medium_variant,454,2050,87.206
medium_variant,454,2051,86.331
medium_variant,454,2052,85.468
medium_variant,454,2053,84.63
medium_variant,454,2054,83.829
medium_variant,454,2055,83.07
medium_variant,454,2056,82.396
medium_variant,454,2057,81.739
medium_variant,454,2058,81.097
medium_variant,454,2059,80.461
medium_variant,454,2060,79.829
medium_variant,454,2061,79.228
medium_variant,454,2062,78.618
medium_variant,454,2063,78.007
medium_variant,454,2064,77.401
medium_variant,454,2065,76.803
medium_variant,454,2066,76.241
medium_variant,454,2067,75.673
medium_variant,454,2068,75.106
medium_variant,454,2069,74.548
medium_variant,454,2070,74.002
medium_variant,454,2071,73.485
medium_variant,454,2072,72.968
medium_variant,454,2073,72.465
medium_variant,454,2074,71.989
medium_variant,454,2075,71.55
medium_variant,454,2076,71.169
medium_variant,454,2077,70.805
medium_variant,454,2078,70.458
medium_variant,454,2079,70.126
medium_variant,454,2080,69.806
medium_variant,454,2081,69.51
medium_variant,454,2082,69.214
medium_variant,454,2083,68.928
medium_variant,454,2084,68.659
medium_variant,454,2085,68.412
medium_variant,454,2086,68.192
medium_variant,454,2087,67.978
medium_variant,454,2088,67.775
medium_variant,454,2089,67.584
medium_variant,454,2090,67.404
medium_variant,454,2091,67.23
medium_variant,454,2092,67.055
medium_variant,454,2093,66.887
medium_variant,454,2094,66.728
medium_variant,454,2095,66.584
medium_variant,454,2096,66.437
medium_variant,454,2097,66.292
medium_variant,454,2098,66.156
medium_variant,454,2099,66.033
medium_variant,454,2100,65.924
high_variant,454,2015,139.45144034742
low_variant,454,2015,139.45144034742
constant_fertility,454,2015,139.45144034742
instant_replacement,454,2015,139.45144034742
zero_migration,454,2015,139.45144034742
constant_mortality,454,2015,139.45144034742
no_change,454,2015,139.45144034742
high_variant,454,2020,135.036838849024
low_variant,454,2020,131.096248950184
constant_fertility,454,2020,135.826544574745
instant_replacement,454,2020,112.666883565491
zero_migration,454,2020,132.49579256385
constant_mortality,454,2020,133.638468928339
no_change,454,2020,136.390674413404
high_variant,454,2025,130.217589378709
low_variant,454,2025,120.707952216744
constant_fertility,454,2025,133.079865807067
instant_replacement,454,2025,90.6134240297662
zero_migration,454,2025,124.645179892993
constant_mortality,454,2025,126.073404391042
no_change,454,2025,133.676220570315
high_variant,454,2030,123.492061173159
low_variant,454,2030,108.024695867005
constant_fertility,454,2030,129.609028097352
instant_replacement,454,2030,71.4945999095859
zero_migration,454,2030,115.121494119998
constant_mortality,454,2030,116.272116167898
no_change,454,2030,130.12814381861
high_variant,454,2035,117.119548023215
low_variant,454,2035,96.5282512764008
constant_fertility,454,2035,128.036933801711
instant_replacement,454,2035,55.8433722617385
zero_migration,454,2035,106.351236060347
constant_mortality,454,2035,107.349859323856
no_change,454,2035,128.660716681364
high_variant,454,2040,109.632120061648
low_variant,454,2040,87.8533334594983
constant_fertility,454,2040,125.677644331026
instant_replacement,454,2040,57.685223205374
zero_migration,454,2040,98.3939112919195
constant_mortality,454,2040,99.6835051915979
no_change,454,2040,126.762163062979
high_variant,454,2045,103.101578085106
low_variant,454,2045,81.3611942324979
constant_fertility,454,2045,124.060306815458
instant_replacement,454,2045,57.6294540136093
zero_migration,454,2045,91.9107209427892
constant_mortality,454,2045,93.5385652542854
no_change,454,2045,125.548474260335
high_variant,454,2050,97.9027093784433
low_variant,454,2050,76.4732973442456
constant_fertility,454,2050,123.665583297646
instant_replacement,454,2050,56.1051749042031
zero_migration,454,2050,86.8640700562579
constant_mortality,454,2050,88.5021714119756
no_change,454,2050,125.196617892106
high_variant,454,2055,94.0664976735376
low_variant,454,2055,72.157119841796
constant_fertility,454,2055,124.116633009698
instant_replacement,454,2055,54.0847791057328
zero_migration,454,2055,82.7958830542423
constant_mortality,454,2055,84.0204281474001
no_change,454,2055,125.297103180528
high_variant,454,2060,91.0917927150845
low_variant,454,2060,68.7516770811759
constant_fertility,454,2060,125.125807922823
instant_replacement,454,2060,53.7598338585545
zero_migration,454,2060,79.6430603034876
constant_mortality,454,2060,80.2202003898901
no_change,454,2060,125.778089204733
high_variant,454,2065,88.0691994353744
low_variant,454,2065,65.786944146203
constant_fertility,454,2065,125.743593220889
instant_replacement,454,2065,54.9768405463309
zero_migration,454,2065,76.7054550297571
constant_mortality,454,2065,76.6731901949328
no_change,454,2065,125.973020064004
high_variant,454,2070,85.0004155946338
low_variant,454,2070,63.3117547079377
constant_fertility,454,2070,125.953141018066
instant_replacement,454,2070,57.6253280885098
zero_migration,454,2070,73.965449294056
constant_mortality,454,2070,73.4910034299827
no_change,454,2070,125.951350642505
high_variant,454,2075,82.1009523016088
low_variant,454,2075,61.4086312977595
constant_fertility,454,2075,125.942565293188
instant_replacement,454,2075,61.6697115768834
zero_migration,454,2075,71.5320556654236
constant_mortality,454,2075,70.7400608821218
no_change,454,2075,125.828777705463
high_variant,454,2080,79.7817257169176
low_variant,454,2080,60.4241381570529
constant_fertility,454,2080,126.06439159572
instant_replacement,454,2080,67.3937518674745
zero_migration,454,2080,69.7710343046182
constant_mortality,454,2080,68.6394882285974
no_change,454,2080,125.836066722931
high_variant,454,2085,77.7404371969274
low_variant,454,2085,59.960984311635
constant_fertility,454,2085,125.988574289469
instant_replacement,454,2085,74.1849004173503
zero_migration,454,2085,68.3536694692379
constant_mortality,454,2085,66.7876550613582
no_change,454,2085,125.637934548985
high_variant,454,2090,76.3989585293445
low_variant,454,2090,59.5113420473198
constant_fertility,454,2090,126.203259257504
instant_replacement,454,2090,69.659496967464
zero_migration,454,2090,67.3434990744098
constant_mortality,454,2090,65.1559797686595
no_change,454,2090,125.631322663623
high_variant,454,2095,75.3585138939157
low_variant,454,2095,59.0651507137005
constant_fertility,454,2095,126.498824958566
instant_replacement,454,2095,66.9307465970655
zero_migration,454,2095,66.5466919482296
constant_mortality,454,2095,63.6468840159736
no_change,454,2095,125.681398794295
high_variant,454,2100,74.4706098945683
low_variant,454,2100,58.7243535170579
constant_fertility,454,2100,126.746807105165
instant_replacement,454,2100,66.528052011414
zero_migration,454,2100,65.9074795871073
constant_mortality,454,2100,62.3163154226157
no_change,454,2100,125.71560717166
