variant,continent,year,noofbirth
estimates,935,1950,62448.142
estimates,935,1951,62090.235
estimates,935,1952,61526.554
estimates,935,1953,61267.114
estimates,935,1954,61311.917
estimates,935,1955,61659.845
estimates,935,1956,62305.533
estimates,935,1957,63234.651
estimates,935,1958,64423.452
estimates,935,1959,65834.559
estimates,935,1960,67417.571
estimates,935,1961,69111.305
estimates,935,1962,70841.085
estimates,935,1963,72527.459
estimates,935,1964,74097.375
estimates,935,1965,75484.761
estimates,935,1966,76647.233
estimates,935,1967,77587.035
estimates,935,1968,78307.519
estimates,935,1969,78797.62
estimates,935,1970,79020.508
estimates,935,1971,78941.54
estimates,935,1972,78595.636
estimates,935,1973,78054.185
estimates,935,1974,77402.733
estimates,935,1975,76764.568
estimates,935,1976,76271.126
estimates,935,1977,76019.746
estimates,935,1978,76080.642
estimates,935,1979,76491.988
estimates,935,1980,77302.88
estimates,935,1981,78532.649
estimates,935,1982,80075.323
estimates,935,1983,81785.091
estimates,935,1984,83526.093
estimates,935,1985,85097.353
estimates,935,1986,86291.36
estimates,935,1987,86992.145
estimates,935,1988,87141.135
estimates,935,1989,86729.646
estimates,935,1990,85807.057
estimates,935,1991,84486.29
estimates,935,1992,82967.684
estimates,935,1993,81436.586
estimates,935,1994,80005.727
estimates,935,1995,78767.308
estimates,935,1996,77767.819
estimates,935,1997,76975.289
estimates,935,1998,76359.923
estimates,935,1999,75925.494
estimates,935,2000,75670.616
estimates,935,2001,75582.55
estimates,935,2002,75620.658
estimates,935,2003,75740.087
estimates,935,2004,75905.818
estimates,935,2005,76084.597
estimates,935,2006,76251.051
estimates,935,2007,76392.124
estimates,935,2008,76493.712
estimates,935,2009,76537.883
estimates,935,2010,76512.903
estimates,935,2011,76416.545
estimates,935,2012,76259.89
estimates,935,2013,76051.928
estimates,935,2014,75793.247
estimates,935,2015,75480.547
medium_variant,935,2015,75480.547
medium_variant,935,2016,75109.633
medium_variant,935,2017,74682.813
medium_variant,935,2018,74206.976
medium_variant,935,2019,73691.774
medium_variant,935,2020,73148.47
medium_variant,935,2021,72588.522
medium_variant,935,2022,72023.512
medium_variant,935,2023,71464.899
medium_variant,935,2024,70922.514
medium_variant,935,2025,70403.116
medium_variant,935,2026,69908.851
medium_variant,935,2027,69435.782
medium_variant,935,2028,68981.225
medium_variant,935,2029,68546.575
medium_variant,935,2030,68133.53
medium_variant,935,2031,67743.307
medium_variant,935,2032,67375.115
medium_variant,935,2033,67027.492
medium_variant,935,2034,66699.002
medium_variant,935,2035,66389.451
medium_variant,935,2036,66098.959
medium_variant,935,2037,65825.114
medium_variant,935,2038,65563.822
medium_variant,935,2039,65310.149
medium_variant,935,2040,65059.232
medium_variant,935,2041,64806.823
medium_variant,935,2042,64549.03
medium_variant,935,2043,64281.544
medium_variant,935,2044,63999.943
medium_variant,935,2045,63699.657
medium_variant,935,2046,63377.537
medium_variant,935,2047,63034.501
medium_variant,935,2048,62672.307
medium_variant,935,2049,62292.173
medium_variant,935,2050,61895.081
medium_variant,935,2051,61482.423
medium_variant,935,2052,61058.252
medium_variant,935,2053,60627.65
medium_variant,935,2054,60195.498
medium_variant,935,2055,59766.546
medium_variant,935,2056,59344.579
medium_variant,935,2057,58931.874
medium_variant,935,2058,58530.828
medium_variant,935,2059,58144.213
medium_variant,935,2060,57774.329
medium_variant,935,2061,57422.153
medium_variant,935,2062,57086.064
medium_variant,935,2063,56764.291
medium_variant,935,2064,56456.001
medium_variant,935,2065,56160.764
medium_variant,935,2066,55878.191
medium_variant,935,2067,55606.704
medium_variant,935,2068,55344.027
medium_variant,935,2069,55087.662
medium_variant,935,2070,54835.223
medium_variant,935,2071,54584.75
medium_variant,935,2072,54334.723
medium_variant,935,2073,54083.449
medium_variant,935,2074,53829.055
medium_variant,935,2075,53570.019
medium_variant,935,2076,53305.589
medium_variant,935,2077,53036.268
medium_variant,935,2078,52762.508
medium_variant,935,2079,52484.2
medium_variant,935,2080,52200.856
medium_variant,935,2081,51912.032
medium_variant,935,2082,51618.394
medium_variant,935,2083,51321.153
medium_variant,935,2084,51021.712
medium_variant,935,2085,50721.467
medium_variant,935,2086,50421.747
medium_variant,935,2087,50124.051
medium_variant,935,2088,49830.087
medium_variant,935,2089,49541.514
medium_variant,935,2090,49259.597
medium_variant,935,2091,48985.09
medium_variant,935,2092,48718.397
medium_variant,935,2093,48459.709
medium_variant,935,2094,48209.029
medium_variant,935,2095,47966.422
medium_variant,935,2096,47731.957
medium_variant,935,2097,47505.581
medium_variant,935,2098,47287.269
medium_variant,935,2099,47077.013
