variant,continent,year,noofbirth
estimates,908,1950,11841.395
estimates,908,1951,11922.053
estimates,908,1952,12069.036
estimates,908,1953,12187.344
estimates,908,1954,12276.973
estimates,908,1955,12337.739
estimates,908,1956,12369.136
estimates,908,1957,12371.143
estimates,908,1958,12343.366
estimates,908,1959,12284.688
estimates,908,1960,12194.634
estimates,908,1961,12073.701
estimates,908,1962,11924.143
estimates,908,1963,11751.039
estimates,908,1964,11562.174
estimates,908,1965,11367.899
estimates,908,1966,11178.829
estimates,908,1967,11002.862
estimates,908,1968,10846.124
estimates,908,1969,10712.63
estimates,908,1970,10603.025
estimates,908,1971,10514.121
estimates,908,1972,10438.433
estimates,908,1973,10369.914
estimates,908,1974,10306.625
estimates,908,1975,10248.896
estimates,908,1976,10198.759
estimates,908,1977,10158.066
estimates,908,1978,10126.906
estimates,908,1979,10103.101
estimates,908,1980,10086.611
estimates,908,1981,10077.881
estimates,908,1982,10072.902
estimates,908,1983,10064.727
estimates,908,1984,10045.015
estimates,908,1985,9999.164
estimates,908,1986,9911.582
estimates,908,1987,9775.924
estimates,908,1988,9591.923
estimates,908,1989,9364.048
estimates,908,1990,9101.521
estimates,908,1991,8817.847
estimates,908,1992,8531.958
estimates,908,1993,8261.562
estimates,908,1994,8018.686
estimates,908,1995,7812.414
estimates,908,1996,7646.416
estimates,908,1997,7516.067
estimates,908,1998,7417.504
estimates,908,1999,7351.202
estimates,908,2000,7319.9
estimates,908,2001,7326.246
estimates,908,2002,7367.078
estimates,908,2003,7436.082
estimates,908,2004,7525.681
estimates,908,2005,7626.416
estimates,908,2006,7728.674
estimates,908,2007,7824.124
estimates,908,2008,7905.339
estimates,908,2009,7966.531
estimates,908,2010,8003.933
estimates,908,2011,8017.188
estimates,908,2012,8011.525
estimates,908,2013,7991.874
estimates,908,2014,7960.207
estimates,908,2015,7918.494
medium_variant,908,2015,7918.494
medium_variant,908,2016,7868.479
medium_variant,908,2017,7811.783
medium_variant,908,2018,7750.166
medium_variant,908,2019,7685.446
medium_variant,908,2020,7618.235
medium_variant,908,2021,7548.197
medium_variant,908,2022,7475.044
medium_variant,908,2023,7399.456
medium_variant,908,2024,7323.314
medium_variant,908,2025,7248.572
medium_variant,908,2026,7177.063
medium_variant,908,2027,7110.623
medium_variant,908,2028,7051.196
medium_variant,908,2029,7000.63
medium_variant,908,2030,6961
medium_variant,908,2031,6933.833
medium_variant,908,2032,6918.66
medium_variant,908,2033,6914.466
medium_variant,908,2034,6920.323
medium_variant,908,2035,6935.374
medium_variant,908,2036,6958.555
medium_variant,908,2037,6987.659
medium_variant,908,2038,7020.027
medium_variant,908,2039,7053.137
medium_variant,908,2040,7084.62
medium_variant,908,2041,7112.728
medium_variant,908,2042,7136.601
medium_variant,908,2043,7155.319
medium_variant,908,2044,7167.642
medium_variant,908,2045,7172.444
medium_variant,908,2046,7169.193
medium_variant,908,2047,7158.672
medium_variant,908,2048,7141.86
medium_variant,908,2049,7119.394
medium_variant,908,2050,7091.784
medium_variant,908,2051,7059.542
medium_variant,908,2052,7023.674
medium_variant,908,2053,6985.474
medium_variant,908,2054,6946.262
medium_variant,908,2055,6907.173
medium_variant,908,2056,6869.005
medium_variant,908,2057,6832.261
medium_variant,908,2058,6797.615
medium_variant,908,2059,6765.974
medium_variant,908,2060,6738.23
medium_variant,908,2061,6714.969
medium_variant,908,2062,6696.108
medium_variant,908,2063,6681.441
medium_variant,908,2064,6670.92
medium_variant,908,2065,6664.562
medium_variant,908,2066,6662.298
medium_variant,908,2067,6663.499
medium_variant,908,2068,6667.294
medium_variant,908,2069,6672.848
medium_variant,908,2070,6679.398
medium_variant,908,2071,6686.331
medium_variant,908,2072,6693.089
medium_variant,908,2073,6698.955
medium_variant,908,2074,6703.136
medium_variant,908,2075,6704.895
medium_variant,908,2076,6703.725
medium_variant,908,2077,6699.63
medium_variant,908,2078,6692.641
medium_variant,908,2079,6682.644
medium_variant,908,2080,6669.518
medium_variant,908,2081,6653.237
medium_variant,908,2082,6634.218
medium_variant,908,2083,6612.996
medium_variant,908,2084,6590.088
medium_variant,908,2085,6565.918
medium_variant,908,2086,6540.83
medium_variant,908,2087,6515.217
medium_variant,908,2088,6489.617
medium_variant,908,2089,6464.605
medium_variant,908,2090,6440.688
medium_variant,908,2091,6418.214
medium_variant,908,2092,6397.42
medium_variant,908,2093,6378.461
medium_variant,908,2094,6361.422
medium_variant,908,2095,6346.355
medium_variant,908,2096,6333.332
medium_variant,908,2097,6322.33
medium_variant,908,2098,6313.358
medium_variant,908,2099,6306.402
