variant,continent,year,noofbirth
estimates,905,1950,4122.374
estimates,905,1951,4200.018
estimates,905,1952,4344.294
estimates,905,1953,4466.554
estimates,905,1954,4566.796
estimates,905,1955,4644.922
estimates,905,1956,4700.7
estimates,905,1957,4734.243
estimates,905,1958,4745.532
estimates,905,1959,4734.274
estimates,905,1960,4700.634
estimates,905,1961,4645.416
estimates,905,1962,4570.517
estimates,905,1963,4479.445
estimates,905,1964,4377.158
estimates,905,1965,4269.246
estimates,905,1966,4161.008
estimates,905,1967,4056.875
estimates,905,1968,3961.078
estimates,905,1969,3877.357
estimates,905,1970,3807.768
estimates,905,1971,3752.24
estimates,905,1972,3708.382
estimates,905,1973,3674.654
estimates,905,1974,3651.583
estimates,905,1975,3641.048
estimates,905,1976,3645.322
estimates,905,1977,3664.934
estimates,905,1978,3699.053
estimates,905,1979,3745.782
estimates,905,1980,3802.512
estimates,905,1981,3866.146
estimates,905,1982,3932.963
estimates,905,1983,3999.367
estimates,905,1984,4062.593
estimates,905,1985,4121.286
estimates,905,1986,4175.551
estimates,905,1987,4226.353
estimates,905,1988,4273.676
estimates,905,1989,4315.956
estimates,905,1990,4349.625
estimates,905,1991,4370.657
estimates,905,1992,4377.801
estimates,905,1993,4371.813
estimates,905,1994,4354.982
estimates,905,1995,4331.933
estimates,905,1996,4308.585
estimates,905,1997,4290.633
estimates,905,1998,4282.345
estimates,905,1999,4285.696
estimates,905,2000,4302.015
estimates,905,2001,4330.89
estimates,905,2002,4367.763
estimates,905,2003,4407.506
estimates,905,2004,4446.329
estimates,905,2005,4477.898
estimates,905,2006,4495.698
estimates,905,2007,4497.572
estimates,905,2008,4483.99
estimates,905,2009,4457.229
estimates,905,2010,4423.282
estimates,905,2011,4390.397
estimates,905,2012,4366.667
estimates,905,2013,4357.835
estimates,905,2014,4365.961
estimates,905,2015,4390.714
medium_variant,905,2015,4390.714
medium_variant,905,2016,4428.965
medium_variant,905,2017,4473.918
medium_variant,905,2018,4519.529
medium_variant,905,2019,4562.756
medium_variant,905,2020,4601.266
medium_variant,905,2021,4634.045
medium_variant,905,2022,4662.098
medium_variant,905,2023,4686.247
medium_variant,905,2024,4706.266
medium_variant,905,2025,4722.04
medium_variant,905,2026,4733.724
medium_variant,905,2027,4742.074
medium_variant,905,2028,4747.915
medium_variant,905,2029,4751.864
medium_variant,905,2030,4754.437
medium_variant,905,2031,4756.015
medium_variant,905,2032,4756.895
medium_variant,905,2033,4757.48
medium_variant,905,2034,4758.269
medium_variant,905,2035,4759.633
medium_variant,905,2036,4761.759
medium_variant,905,2037,4764.664
medium_variant,905,2038,4768.462
medium_variant,905,2039,4773.426
medium_variant,905,2040,4779.826
medium_variant,905,2041,4787.865
medium_variant,905,2042,4797.571
medium_variant,905,2043,4808.962
medium_variant,905,2044,4822.075
medium_variant,905,2045,4837.1
medium_variant,905,2046,4854.223
medium_variant,905,2047,4873.265
medium_variant,905,2048,4893.854
medium_variant,905,2049,4915.529
medium_variant,905,2050,4937.787
medium_variant,905,2051,4960.127
medium_variant,905,2052,4982.015
medium_variant,905,2053,5002.892
medium_variant,905,2054,5022.254
medium_variant,905,2055,5039.627
medium_variant,905,2056,5054.727
medium_variant,905,2057,5067.669
medium_variant,905,2058,5078.615
medium_variant,905,2059,5087.622
medium_variant,905,2060,5094.761
medium_variant,905,2061,5100.151
medium_variant,905,2062,5104.115
medium_variant,905,2063,5107.03
medium_variant,905,2064,5109.228
medium_variant,905,2065,5110.965
medium_variant,905,2066,5112.408
medium_variant,905,2067,5113.688
medium_variant,905,2068,5115.001
medium_variant,905,2069,5116.628
medium_variant,905,2070,5118.872
medium_variant,905,2071,5121.982
medium_variant,905,2072,5126
medium_variant,905,2073,5130.932
medium_variant,905,2074,5136.787
medium_variant,905,2075,5143.539
medium_variant,905,2076,5151.11
medium_variant,905,2077,5159.261
medium_variant,905,2078,5167.738
medium_variant,905,2079,5176.338
medium_variant,905,2080,5184.912
medium_variant,905,2081,5193.369
medium_variant,905,2082,5201.64
medium_variant,905,2083,5209.608
medium_variant,905,2084,5217.099
medium_variant,905,2085,5223.96
medium_variant,905,2086,5230.091
medium_variant,905,2087,5235.44
medium_variant,905,2088,5239.943
medium_variant,905,2089,5243.507
medium_variant,905,2090,5246.068
medium_variant,905,2091,5247.599
medium_variant,905,2092,5248.094
medium_variant,905,2093,5247.558
medium_variant,905,2094,5246.009
medium_variant,905,2095,5243.45
medium_variant,905,2096,5239.882
medium_variant,905,2097,5235.312
medium_variant,905,2098,5229.74
medium_variant,905,2099,5223.17
