variant,region,year,potentialsupport2069_65
estimates,957,1950,34.313
estimates,957,1951,33.843
estimates,957,1952,33.492
estimates,957,1953,33.202
estimates,957,1954,32.811
estimates,957,1955,32.274
estimates,957,1956,30.916
estimates,957,1957,29.495
estimates,957,1958,28.101
estimates,957,1959,26.935
estimates,957,1960,26.136
estimates,957,1961,26.202
estimates,957,1962,26.66
estimates,957,1963,27.314
estimates,957,1964,27.864
estimates,957,1965,28.219
estimates,957,1966,27.793
estimates,957,1967,27.357
estimates,957,1968,27.059
estimates,957,1969,26.984
estimates,957,1970,27.141
estimates,957,1971,26.492
estimates,957,1972,25.988
estimates,957,1973,25.589
estimates,957,1974,25.291
estimates,957,1975,25.118
estimates,957,1976,24.793
estimates,957,1977,24.6
estimates,957,1978,24.481
estimates,957,1979,24.406
estimates,957,1980,24.299
estimates,957,1981,23.949
estimates,957,1982,23.513
estimates,957,1983,23.021
estimates,957,1984,22.637
estimates,957,1985,22.529
estimates,957,1986,22.373
estimates,957,1987,22.447
estimates,957,1988,22.566
estimates,957,1989,22.516
estimates,957,1990,22.221
estimates,957,1991,21.699
estimates,957,1992,21.126
estimates,957,1993,20.609
estimates,957,1994,20.193
estimates,957,1995,19.882
estimates,957,1996,19.49
estimates,957,1997,19.154
estimates,957,1998,18.87
estimates,957,1999,18.63
estimates,957,2000,18.421
estimates,957,2001,17.977
estimates,957,2002,17.595
estimates,957,2003,17.262
estimates,957,2004,16.959
estimates,957,2005,16.686
estimates,957,2006,16.174
estimates,957,2007,15.684
estimates,957,2008,15.225
estimates,957,2009,14.8
estimates,957,2010,14.416
estimates,957,2011,14.131
estimates,957,2012,13.885
estimates,957,2013,13.675
estimates,957,2014,13.498
estimates,957,2015,13.356
medium_variant,957,2015,13.356
medium_variant,957,2016,13.178
medium_variant,957,2017,13.02
medium_variant,957,2018,12.862
medium_variant,957,2019,12.671
medium_variant,957,2020,12.439
medium_variant,957,2021,12.091
medium_variant,957,2022,11.725
medium_variant,957,2023,11.343
medium_variant,957,2024,10.95
medium_variant,957,2025,10.545
medium_variant,957,2026,10.12
medium_variant,957,2027,9.7
medium_variant,957,2028,9.294
medium_variant,957,2029,8.916
medium_variant,957,2030,8.568
medium_variant,957,2031,8.249
medium_variant,957,2032,7.96
medium_variant,957,2033,7.686
medium_variant,957,2034,7.416
medium_variant,957,2035,7.142
medium_variant,957,2036,6.875
medium_variant,957,2037,6.613
medium_variant,957,2038,6.365
medium_variant,957,2039,6.14
medium_variant,957,2040,5.941
medium_variant,957,2041,5.773
medium_variant,957,2042,5.624
medium_variant,957,2043,5.492
medium_variant,957,2044,5.375
medium_variant,957,2045,5.272
medium_variant,957,2046,5.193
medium_variant,957,2047,5.124
medium_variant,957,2048,5.063
medium_variant,957,2049,5.008
medium_variant,957,2050,4.956
medium_variant,957,2051,4.918
medium_variant,957,2052,4.881
medium_variant,957,2053,4.843
medium_variant,957,2054,4.804
medium_variant,957,2055,4.763
medium_variant,957,2056,4.729
medium_variant,957,2057,4.691
medium_variant,957,2058,4.646
medium_variant,957,2059,4.586
medium_variant,957,2060,4.51
medium_variant,957,2061,4.433
medium_variant,957,2062,4.34
medium_variant,957,2063,4.241
medium_variant,957,2064,4.143
medium_variant,957,2065,4.052
medium_variant,957,2066,3.976
medium_variant,957,2067,3.904
medium_variant,957,2068,3.833
medium_variant,957,2069,3.76
medium_variant,957,2070,3.685
medium_variant,957,2071,3.623
medium_variant,957,2072,3.557
medium_variant,957,2073,3.492
medium_variant,957,2074,3.429
medium_variant,957,2075,3.372
medium_variant,957,2076,3.337
medium_variant,957,2077,3.304
medium_variant,957,2078,3.272
medium_variant,957,2079,3.235
medium_variant,957,2080,3.189
medium_variant,957,2081,3.153
medium_variant,957,2082,3.109
medium_variant,957,2083,3.059
medium_variant,957,2084,3.009
medium_variant,957,2085,2.962
medium_variant,957,2086,2.933
medium_variant,957,2087,2.904
medium_variant,957,2088,2.875
medium_variant,957,2089,2.845
medium_variant,957,2090,2.814
medium_variant,957,2091,2.794
medium_variant,957,2092,2.772
medium_variant,957,2093,2.747
medium_variant,957,2094,2.719
medium_variant,957,2095,2.687
medium_variant,957,2096,2.668
medium_variant,957,2097,2.645
medium_variant,957,2098,2.618
medium_variant,957,2099,2.588
medium_variant,957,2100,2.557
high_variant,957,2015,13.3560700442968
low_variant,957,2015,13.3560700442968
constant_fertility,957,2015,13.3560700442968
instant_replacement,957,2015,13.3560700442968
zero_migration,957,2015,13.3560700442968
constant_mortality,957,2015,13.3560700442968
no_change,957,2015,13.3560700442968
high_variant,957,2020,12.4387962093917
low_variant,957,2020,12.4387962093917
constant_fertility,957,2020,12.4387962093917
instant_replacement,957,2020,12.4387962093917
zero_migration,957,2020,12.8932587648085
constant_mortality,957,2020,12.6624880353228
no_change,957,2020,12.6624880353228
high_variant,957,2025,10.5451364935449
low_variant,957,2025,10.5451364935449
constant_fertility,957,2025,10.5451364935449
instant_replacement,957,2025,10.5451364935449
zero_migration,957,2025,11.3653659718856
constant_mortality,957,2025,11.0502348270583
no_change,957,2025,11.0502348270583
high_variant,957,2030,8.56793102777183
low_variant,957,2030,8.56793102777183
constant_fertility,957,2030,8.56793102777183
instant_replacement,957,2030,8.56793102777183
zero_migration,957,2030,9.5299185940353
constant_mortality,957,2030,9.29413519098443
no_change,957,2030,9.29413519098443
high_variant,957,2035,7.14183115413628
low_variant,957,2035,7.14183115413628
constant_fertility,957,2035,7.14183115413628
instant_replacement,957,2035,7.14183115413628
zero_migration,957,2035,8.12758589125526
constant_mortality,957,2035,8.06083267419285
no_change,957,2035,8.06083267419285
high_variant,957,2040,6.01893409035441
low_variant,957,2040,5.86376189803337
constant_fertility,957,2040,5.99626199437373
instant_replacement,957,2040,5.7260337319683
zero_migration,957,2040,6.93994506718135
constant_mortality,957,2040,7.00971862273232
no_change,957,2040,7.07543502406516
high_variant,957,2045,5.45091422741898
low_variant,957,2045,5.09281286084237
constant_fertility,957,2045,5.40817928050134
instant_replacement,957,2045,4.92198517953835
