variant,region,year,potentialsupport2069_65
estimates,931,1950,24.236
estimates,931,1951,24.033
estimates,931,1952,23.891
estimates,931,1953,23.805
estimates,931,1954,23.773
estimates,931,1955,23.796
estimates,931,1956,23.304
estimates,931,1957,22.91
estimates,931,1958,22.609
estimates,931,1959,22.389
estimates,931,1960,22.233
estimates,931,1961,21.771
estimates,931,1962,21.416
estimates,931,1963,21.141
estimates,931,1964,20.919
estimates,931,1965,20.738
estimates,931,1966,20.303
estimates,931,1967,19.955
estimates,931,1968,19.699
estimates,931,1969,19.54
estimates,931,1970,19.469
estimates,931,1971,19.227
estimates,931,1972,19.092
estimates,931,1973,19.032
estimates,931,1974,19.012
estimates,931,1975,19.011
estimates,931,1976,18.797
estimates,931,1977,18.643
estimates,931,1978,18.545
estimates,931,1979,18.497
estimates,931,1980,18.492
estimates,931,1981,18.301
estimates,931,1982,18.174
estimates,931,1983,18.109
estimates,931,1984,18.105
estimates,931,1985,18.153
estimates,931,1986,18.013
estimates,931,1987,17.946
estimates,931,1988,17.926
estimates,931,1989,17.924
estimates,931,1990,17.924
estimates,931,1991,17.688
estimates,931,1992,17.485
estimates,931,1993,17.308
estimates,931,1994,17.15
estimates,931,1995,17.004
estimates,931,1996,16.632
estimates,931,1997,16.291
estimates,931,1998,15.99
estimates,931,1999,15.737
estimates,931,2000,15.53
estimates,931,2001,15.242
estimates,931,2002,15.002
estimates,931,2003,14.79
estimates,931,2004,14.583
estimates,931,2005,14.37
estimates,931,2006,14.12
estimates,931,2007,13.874
estimates,931,2008,13.636
estimates,931,2009,13.413
estimates,931,2010,13.205
estimates,931,2011,12.968
estimates,931,2012,12.745
estimates,931,2013,12.524
estimates,931,2014,12.294
estimates,931,2015,12.05
medium_variant,931,2015,12.05
medium_variant,931,2016,11.772
medium_variant,931,2017,11.492
medium_variant,931,2018,11.206
medium_variant,931,2019,10.91
medium_variant,931,2020,10.605
medium_variant,931,2021,10.287
medium_variant,931,2022,9.967
medium_variant,931,2023,9.65
medium_variant,931,2024,9.34
medium_variant,931,2025,9.036
medium_variant,931,2026,8.741
medium_variant,931,2027,8.456
medium_variant,931,2028,8.176
medium_variant,931,2029,7.897
medium_variant,931,2030,7.62
medium_variant,931,2031,7.356
medium_variant,931,2032,7.098
medium_variant,931,2033,6.85
medium_variant,931,2034,6.616
medium_variant,931,2035,6.398
medium_variant,931,2036,6.205
medium_variant,931,2037,6.024
medium_variant,931,2038,5.852
medium_variant,931,2039,5.69
medium_variant,931,2040,5.536
medium_variant,931,2041,5.403
medium_variant,931,2042,5.276
medium_variant,931,2043,5.151
medium_variant,931,2044,5.024
medium_variant,931,2045,4.893
medium_variant,931,2046,4.771
medium_variant,931,2047,4.647
medium_variant,931,2048,4.521
medium_variant,931,2049,4.395
medium_variant,931,2050,4.271
medium_variant,931,2051,4.161
medium_variant,931,2052,4.051
medium_variant,931,2053,3.942
medium_variant,931,2054,3.837
medium_variant,931,2055,3.735
medium_variant,931,2056,3.65
medium_variant,931,2057,3.566
medium_variant,931,2058,3.484
medium_variant,931,2059,3.406
medium_variant,931,2060,3.332
medium_variant,931,2061,3.273
medium_variant,931,2062,3.215
medium_variant,931,2063,3.159
medium_variant,931,2064,3.103
medium_variant,931,2065,3.045
medium_variant,931,2066,3
medium_variant,931,2067,2.953
medium_variant,931,2068,2.905
medium_variant,931,2069,2.856
medium_variant,931,2070,2.806
medium_variant,931,2071,2.767
medium_variant,931,2072,2.727
medium_variant,931,2073,2.686
medium_variant,931,2074,2.646
medium_variant,931,2075,2.609
medium_variant,931,2076,2.586
medium_variant,931,2077,2.563
medium_variant,931,2078,2.541
medium_variant,931,2079,2.517
medium_variant,931,2080,2.492
medium_variant,931,2081,2.476
medium_variant,931,2082,2.457
medium_variant,931,2083,2.436
medium_variant,931,2084,2.413
medium_variant,931,2085,2.39
medium_variant,931,2086,2.376
medium_variant,931,2087,2.361
medium_variant,931,2088,2.343
medium_variant,931,2089,2.324
medium_variant,931,2090,2.303
medium_variant,931,2091,2.293
medium_variant,931,2092,2.28
medium_variant,931,2093,2.266
medium_variant,931,2094,2.249
medium_variant,931,2095,2.232
medium_variant,931,2096,2.225
medium_variant,931,2097,2.215
medium_variant,931,2098,2.203
medium_variant,931,2099,2.189
medium_variant,931,2100,2.174
high_variant,931,2015,12.0497521671216
low_variant,931,2015,12.0497521671216
constant_fertility,931,2015,12.0497521671216
instant_replacement,931,2015,12.0497521671216
zero_migration,931,2015,12.0497521671216
constant_mortality,931,2015,12.0497521671216
no_change,931,2015,12.0497521671216
high_variant,931,2020,10.6050804371947
low_variant,931,2020,10.6050804371947
constant_fertility,931,2020,10.6050804371947
instant_replacement,931,2020,10.6050804371947
zero_migration,931,2020,10.6087246305325
constant_mortality,931,2020,10.755338191213
no_change,931,2020,10.755338191213
high_variant,931,2025,9.03645958829084
low_variant,931,2025,9.03645958829084
constant_fertility,931,2025,9.03645958829084
instant_replacement,931,2025,9.03645958829084
zero_migration,931,2025,9.04196444964277
constant_mortality,931,2025,9.35944018866332
no_change,931,2025,9.35944018866332
high_variant,931,2030,7.62007086558123
low_variant,931,2030,7.62007086558123
constant_fertility,931,2030,7.62007086558123
instant_replacement,931,2030,7.62007086558123
zero_migration,931,2030,7.62964611531897
constant_mortality,931,2030,8.09690696280281
no_change,931,2030,8.09690696280281
high_variant,931,2035,6.39804372569937
low_variant,931,2035,6.39804372569937
constant_fertility,931,2035,6.39804372569937
instant_replacement,931,2035,6.39804372569937
zero_migration,931,2035,6.4107794450059
constant_mortality,931,2035,6.99466481916613
no_change,931,2035,6.99466481916613
high_variant,931,2040,5.60875849564514
low_variant,931,2040,5.4637372320501
constant_fertility,931,2040,5.56343838200505
instant_replacement,931,2040,5.57708584051018
zero_migration,931,2040,5.55169584899419
constant_mortality,931,2040,6.24409784310469
no_change,931,2040,6.27502759203931
high_variant,931,2045,5.05842116628748
low_variant,931,2045,4.72723972882799
constant_fertility,931,2045,4.9598614263309
instant_replacement,931,2045,4.98031056685575
zero_migration,931,2045,4.91059823622478
constant_mortality,931,2045,5.7063774448098
no_change,931,2045,5.78538767884992
high_variant,931,2050,4.52702443667533
low_variant,931,2050,4.01582388192195
constant_fertility,931,2050,4.37948699851406
instant_replacement,931,2050,4.40210345468222
zero_migration,931,2050,4.29025469420657
constant_mortality,931,2050,5.1465432384117
no_change,931,2050,5.27845550701881
high_variant,931,2055,4.06131213230513
low_variant,931,2055,3.41105914576022
constant_fertility,931,2055,3.88260427342387
instant_replacement,931,2055,3.90527233324457
zero_migration,931,2055,3.7539241297957
constant_mortality,931,2055,4.64877276797879
no_change,931,2055,4.83479865162345
high_variant,931,2060,3.72702992939912
low_variant,931,2060,2.94508716279524
constant_fertility,931,2060,3.5211021121801
instant_replacement,931,2060,3.54319696097842
