variant,region,year,potentialsupport2069_65
estimates,927,1950,12.263
estimates,927,1951,12.022
estimates,927,1952,11.819
estimates,927,1953,11.644
estimates,927,1954,11.489
estimates,927,1955,11.351
estimates,927,1956,11.064
estimates,927,1957,10.821
estimates,927,1958,10.625
estimates,927,1959,10.48
estimates,927,1960,10.385
estimates,927,1961,10.227
estimates,927,1962,10.128
estimates,927,1963,10.081
estimates,927,1964,10.083
estimates,927,1965,10.126
estimates,927,1966,10.167
estimates,927,1967,10.264
estimates,927,1968,10.407
estimates,927,1969,10.576
estimates,927,1970,10.754
estimates,927,1971,10.68
estimates,927,1972,10.619
estimates,927,1973,10.563
estimates,927,1974,10.511
estimates,927,1975,10.465
estimates,927,1976,10.294
estimates,927,1977,10.151
estimates,927,1978,10.022
estimates,927,1979,9.896
estimates,927,1980,9.766
estimates,927,1981,9.577
estimates,927,1982,9.395
estimates,927,1983,9.23
estimates,927,1984,9.094
estimates,927,1985,8.99
estimates,927,1986,8.894
estimates,927,1987,8.827
estimates,927,1988,8.768
estimates,927,1989,8.696
estimates,927,1990,8.602
estimates,927,1991,8.445
estimates,927,1992,8.286
estimates,927,1993,8.128
estimates,927,1994,7.978
estimates,927,1995,7.837
estimates,927,1996,7.695
estimates,927,1997,7.556
estimates,927,1998,7.427
estimates,927,1999,7.315
estimates,927,2000,7.226
estimates,927,2001,7.162
estimates,927,2002,7.125
estimates,927,2003,7.103
estimates,927,2004,7.082
estimates,927,2005,7.055
estimates,927,2006,7.035
estimates,927,2007,7.008
estimates,927,2008,6.978
estimates,927,2009,6.945
estimates,927,2010,6.905
estimates,927,2011,6.846
estimates,927,2012,6.785
estimates,927,2013,6.708
estimates,927,2014,6.598
estimates,927,2015,6.452
medium_variant,927,2015,6.452
medium_variant,927,2016,6.274
medium_variant,927,2017,6.069
medium_variant,927,2018,5.857
medium_variant,927,2019,5.662
medium_variant,927,2020,5.49
medium_variant,927,2021,5.341
medium_variant,927,2022,5.206
medium_variant,927,2023,5.079
medium_variant,927,2024,4.954
medium_variant,927,2025,4.829
medium_variant,927,2026,4.718
medium_variant,927,2027,4.608
medium_variant,927,2028,4.499
medium_variant,927,2029,4.388
medium_variant,927,2030,4.277
medium_variant,927,2031,4.182
medium_variant,927,2032,4.084
medium_variant,927,2033,3.99
medium_variant,927,2034,3.906
medium_variant,927,2035,3.836
medium_variant,927,2036,3.796
medium_variant,927,2037,3.766
medium_variant,927,2038,3.74
medium_variant,927,2039,3.707
medium_variant,927,2040,3.664
medium_variant,927,2041,3.63
medium_variant,927,2042,3.582
medium_variant,927,2043,3.532
medium_variant,927,2044,3.489
medium_variant,927,2045,3.46
medium_variant,927,2046,3.454
medium_variant,927,2047,3.457
