variant,region,year,potentialsupport2069_65
estimates,906,1950,23.825
estimates,906,1951,23.1
estimates,906,1952,22.626
estimates,906,1953,22.446
estimates,906,1954,22.615
estimates,906,1955,23.178
estimates,906,1956,22.939
estimates,906,1957,23.053
estimates,906,1958,23.471
estimates,906,1959,24.161
estimates,906,1960,25.152
estimates,906,1961,24.5
estimates,906,1962,24.11
estimates,906,1963,24.02
estimates,906,1964,24.29
estimates,906,1965,24.96
estimates,906,1966,24.157
estimates,906,1967,23.574
estimates,906,1968,23.144
estimates,906,1969,22.812
estimates,906,1970,22.559
estimates,906,1971,21.934
estimates,906,1972,21.447
estimates,906,1973,21.07
estimates,906,1974,20.77
estimates,906,1975,20.522
estimates,906,1976,20.009
estimates,906,1977,19.573
estimates,906,1978,19.201
estimates,906,1979,18.889
estimates,906,1980,18.631
estimates,906,1981,18.171
estimates,906,1982,17.798
estimates,906,1983,17.496
estimates,906,1984,17.254
estimates,906,1985,17.06
estimates,906,1986,16.744
estimates,906,1987,16.496
estimates,906,1988,16.305
estimates,906,1989,16.169
estimates,906,1990,16.075
estimates,906,1991,15.871
estimates,906,1992,15.731
estimates,906,1993,15.616
estimates,906,1994,15.481
estimates,906,1995,15.303
estimates,906,1996,14.975
estimates,906,1997,14.645
estimates,906,1998,14.317
estimates,906,1999,13.994
estimates,906,2000,13.678
estimates,906,2001,13.244
estimates,906,2002,12.84
estimates,906,2003,12.476
estimates,906,2004,12.164
estimates,906,2005,11.907
estimates,906,2006,11.635
estimates,906,2007,11.414
estimates,906,2008,11.23
estimates,906,2009,11.071
estimates,906,2010,10.924
estimates,906,2011,10.757
estimates,906,2012,10.604
estimates,906,2013,10.448
estimates,906,2014,10.27
estimates,906,2015,10.058
medium_variant,906,2015,10.058
medium_variant,906,2016,9.77
medium_variant,906,2017,9.478
medium_variant,906,2018,9.168
medium_variant,906,2019,8.823
medium_variant,906,2020,8.444
medium_variant,906,2021,8.019
medium_variant,906,2022,7.591
medium_variant,906,2023,7.189
medium_variant,906,2024,6.843
medium_variant,906,2025,6.559
medium_variant,906,2026,6.31
medium_variant,906,2027,6.103
medium_variant,906,2028,5.918
medium_variant,906,2029,5.733
medium_variant,906,2030,5.54
medium_variant,906,2031,5.342
medium_variant,906,2032,5.146
medium_variant,906,2033,4.95
medium_variant,906,2034,4.748
medium_variant,906,2035,4.538
medium_variant,906,2036,4.328
medium_variant,906,2037,4.12
medium_variant,906,2038,3.921
medium_variant,906,2039,3.736
medium_variant,906,2040,3.569
medium_variant,906,2041,3.419
medium_variant,906,2042,3.282
medium_variant,906,2043,3.159
medium_variant,906,2044,3.056
medium_variant,906,2045,2.973
medium_variant,906,2046,2.912
medium_variant,906,2047,2.866
medium_variant,906,2048,2.83
medium_variant,906,2049,2.798
medium_variant,906,2050,2.766
medium_variant,906,2051,2.735
medium_variant,906,2052,2.707
medium_variant,906,2053,2.674
medium_variant,906,2054,2.628
medium_variant,906,2055,2.566
medium_variant,906,2056,2.496
medium_variant,906,2057,2.413
medium_variant,906,2058,2.326
medium_variant,906,2059,2.246
medium_variant,906,2060,2.181
medium_variant,906,2061,2.13
medium_variant,906,2062,2.088
medium_variant,906,2063,2.054
medium_variant,906,2064,2.028
medium_variant,906,2065,2.011
medium_variant,906,2066,2.006
medium_variant,906,2067,2.007
medium_variant,906,2068,2.014
medium_variant,906,2069,2.022
medium_variant,906,2070,2.03
medium_variant,906,2071,2.042
medium_variant,906,2072,2.054
medium_variant,906,2073,2.063
medium_variant,906,2074,2.069
medium_variant,906,2075,2.071
medium_variant,906,2076,2.08
medium_variant,906,2077,2.086
medium_variant,906,2078,2.086
medium_variant,906,2079,2.08
medium_variant,906,2080,2.07
medium_variant,906,2081,2.065
medium_variant,906,2082,2.052
medium_variant,906,2083,2.036
medium_variant,906,2084,2.02
medium_variant,906,2085,2.004
medium_variant,906,2086,1.993
medium_variant,906,2087,1.98
medium_variant,906,2088,1.967
medium_variant,906,2089,1.954
medium_variant,906,2090,1.94
medium_variant,906,2091,1.936
medium_variant,906,2092,1.933
medium_variant,906,2093,1.929
medium_variant,906,2094,1.924
medium_variant,906,2095,1.917
medium_variant,906,2096,1.922
medium_variant,906,2097,1.924
medium_variant,906,2098,1.922
medium_variant,906,2099,1.918
medium_variant,906,2100,1.914
high_variant,906,2015,10.0582511861968
low_variant,906,2015,10.0582511861968
constant_fertility,906,2015,10.0582511861968
instant_replacement,906,2015,10.0582511861968
