variant,region,year,potentialsupport2069_65
estimates,1503,1950,13.378
estimates,1503,1951,13.052
estimates,1503,1952,12.785
estimates,1503,1953,12.569
estimates,1503,1954,12.4
estimates,1503,1955,12.269
estimates,1503,1956,11.997
estimates,1503,1957,11.778
estimates,1503,1958,11.606
estimates,1503,1959,11.47
estimates,1503,1960,11.36
estimates,1503,1961,11.143
estimates,1503,1962,10.964
estimates,1503,1963,10.817
estimates,1503,1964,10.699
estimates,1503,1965,10.608
estimates,1503,1966,10.42
estimates,1503,1967,10.277
estimates,1503,1968,10.165
estimates,1503,1969,10.073
estimates,1503,1970,9.989
estimates,1503,1971,9.801
estimates,1503,1972,9.647
estimates,1503,1973,9.519
estimates,1503,1974,9.409
estimates,1503,1975,9.311
estimates,1503,1976,9.106
estimates,1503,1977,8.932
estimates,1503,1978,8.786
estimates,1503,1979,8.658
estimates,1503,1980,8.542
estimates,1503,1981,8.371
estimates,1503,1982,8.216
estimates,1503,1983,8.095
estimates,1503,1984,8.031
estimates,1503,1985,8.029
estimates,1503,1986,8.011
estimates,1503,1987,8.049
estimates,1503,1988,8.113
estimates,1503,1989,8.157
estimates,1503,1990,8.157
estimates,1503,1991,8.064
estimates,1503,1992,7.947
estimates,1503,1993,7.819
estimates,1503,1994,7.693
estimates,1503,1995,7.577
estimates,1503,1996,7.42
estimates,1503,1997,7.276
estimates,1503,1998,7.149
estimates,1503,1999,7.045
estimates,1503,2000,6.967
estimates,1503,2001,6.874
estimates,1503,2002,6.806
estimates,1503,2003,6.75
estimates,1503,2004,6.694
estimates,1503,2005,6.635
estimates,1503,2006,6.537
estimates,1503,2007,6.434
estimates,1503,2008,6.336
estimates,1503,2009,6.254
estimates,1503,2010,6.187
estimates,1503,2011,6.115
estimates,1503,2012,6.057
estimates,1503,2013,5.998
estimates,1503,2014,5.921
estimates,1503,2015,5.82
medium_variant,1503,2015,5.82
medium_variant,1503,2016,5.7
medium_variant,1503,2017,5.562
medium_variant,1503,2018,5.417
medium_variant,1503,2019,5.274
medium_variant,1503,2020,5.138
medium_variant,1503,2021,5.005
medium_variant,1503,2022,4.876
medium_variant,1503,2023,4.751
medium_variant,1503,2024,4.629
medium_variant,1503,2025,4.51
medium_variant,1503,2026,4.396
medium_variant,1503,2027,4.285
medium_variant,1503,2028,4.177
medium_variant,1503,2029,4.071
medium_variant,1503,2030,3.967
medium_variant,1503,2031,3.872
medium_variant,1503,2032,3.778
medium_variant,1503,2033,3.688
medium_variant,1503,2034,3.606
medium_variant,1503,2035,3.533
medium_variant,1503,2036,3.476
medium_variant,1503,2037,3.425
medium_variant,1503,2038,3.377
medium_variant,1503,2039,3.33
medium_variant,1503,2040,3.282
medium_variant,1503,2041,3.243
medium_variant,1503,2042,3.201
medium_variant,1503,2043,3.159
medium_variant,1503,2044,3.121
medium_variant,1503,2045,3.086
medium_variant,1503,2046,3.061
medium_variant,1503,2047,3.039
medium_variant,1503,2048,3.016
medium_variant,1503,2049,2.991
medium_variant,1503,2050,2.963
medium_variant,1503,2051,2.94
medium_variant,1503,2052,2.914
medium_variant,1503,2053,2.884
medium_variant,1503,2054,2.855
medium_variant,1503,2055,2.826
medium_variant,1503,2056,2.805
medium_variant,1503,2057,2.783
medium_variant,1503,2058,2.761
medium_variant,1503,2059,2.739
medium_variant,1503,2060,2.717
medium_variant,1503,2061,2.704
medium_variant,1503,2062,2.689
medium_variant,1503,2063,2.673
medium_variant,1503,2064,2.658
medium_variant,1503,2065,2.645
medium_variant,1503,2066,2.643
medium_variant,1503,2067,2.642
medium_variant,1503,2068,2.641
medium_variant,1503,2069,2.639
medium_variant,1503,2070,2.635
medium_variant,1503,2071,2.639
medium_variant,1503,2072,2.641
medium_variant,1503,2073,2.639
medium_variant,1503,2074,2.633
medium_variant,1503,2075,2.623
medium_variant,1503,2076,2.621
medium_variant,1503,2077,2.614
medium_variant,1503,2078,2.603
medium_variant,1503,2079,2.589
medium_variant,1503,2080,2.574
medium_variant,1503,2081,2.567
medium_variant,1503,2082,2.557
medium_variant,1503,2083,2.545
medium_variant,1503,2084,2.529
medium_variant,1503,2085,2.51
medium_variant,1503,2086,2.502
medium_variant,1503,2087,2.489
medium_variant,1503,2088,2.474
medium_variant,1503,2089,2.458
medium_variant,1503,2090,2.439
medium_variant,1503,2091,2.431
medium_variant,1503,2092,2.421
medium_variant,1503,2093,2.409
medium_variant,1503,2094,2.394
medium_variant,1503,2095,2.377
medium_variant,1503,2096,2.372
medium_variant,1503,2097,2.364
medium_variant,1503,2098,2.353
medium_variant,1503,2099,2.341
medium_variant,1503,2100,2.327
high_variant,1503,2015,5.82020777762576
low_variant,1503,2015,5.82020777762576
constant_fertility,1503,2015,5.82020777762576
instant_replacement,1503,2015,5.82020777762576
zero_migration,1503,2015,5.82020777762576
constant_mortality,1503,2015,5.82020777762576
no_change,1503,2015,5.82020777762576
high_variant,1503,2020,5.13843347697067
low_variant,1503,2020,5.13843347697067
constant_fertility,1503,2020,5.13843347697067
instant_replacement,1503,2020,5.13843347697067
zero_migration,1503,2020,5.08806601150857
constant_mortality,1503,2020,5.2045839708189
no_change,1503,2020,5.2045839708189
high_variant,1503,2025,4.50981499321581
low_variant,1503,2025,4.50981499321581
constant_fertility,1503,2025,4.50981499321581
instant_replacement,1503,2025,4.50981499321581
zero_migration,1503,2025,4.41870587453428
constant_mortality,1503,2025,4.65785272762216
no_change,1503,2025,4.65785272762216
high_variant,1503,2030,3.96680917268506
low_variant,1503,2030,3.96680917268506
constant_fertility,1503,2030,3.96680917268506
instant_replacement,1503,2030,3.96680917268506
zero_migration,1503,2030,3.8424966424357
constant_mortality,1503,2030,4.19469768466484
no_change,1503,2030,4.19469768466484
high_variant,1503,2035,3.53331389041216
low_variant,1503,2035,3.53331389041216
constant_fertility,1503,2035,3.53331389041216
instant_replacement,1503,2035,3.53331389041216
zero_migration,1503,2035,3.38021723778465
constant_mortality,1503,2035,3.83758302431711
no_change,1503,2035,3.83758302431711
high_variant,1503,2040,3.32390608920824
low_variant,1503,2040,3.24032055059949
constant_fertility,1503,2040,3.27864886630788
instant_replacement,1503,2040,3.33802997881711
zero_migration,1503,2040,3.09509157414022
constant_mortality,1503,2040,3.67582488027154
no_change,1503,2040,3.67189402883496
high_variant,1503,2045,3.18741377156633
low_variant,1503,2045,2.98502375223752
constant_fertility,1503,2045,3.07775135660675
instant_replacement,1503,2045,3.18762425885073
zero_migration,1503,2045,2.86004097776313
constant_mortality,1503,2045,3.56919201752329
no_change,1503,2045,3.5592379935274
high_variant,1503,2050,3.13253706379899
low_variant,1503,2050,2.79285634422475
constant_fertility,1503,2050,2.95039328851343
instant_replacement,1503,2050,3.10331284240534
zero_migration,1503,2050,2.69521942044108
constant_mortality,1503,2050,3.54144541710112
no_change,1503,2050,3.52643947307811
high_variant,1503,2055,3.05801932206005
low_variant,1503,2055,2.5934369471597
constant_fertility,1503,2055,2.8116834927654
instant_replacement,1503,2055,2.9997451736486
zero_migration,1503,2055,2.52885631677919
constant_mortality,1503,2055,3.48458490482358
no_change,1503,2055,3.46700626606732
high_variant,1503,2060,3.01269674477629
low_variant,1503,2060,2.42383955964127
constant_fertility,1503,2060,2.70249043613752
instant_replacement,1503,2060,2.92449201342124
zero_migration,1503,2060,2.40866703124363
constant_mortality,1503,2060,3.45387927125004
no_change,1503,2060,3.43445477368183
high_variant,1503,2065,3.01176233897925
low_variant,1503,2065,2.28504890289199
constant_fertility,1503,2065,2.62803981910648
instant_replacement,1503,2065,2.89124351588996
zero_migration,1503,2065,2.34735817625845
constant_mortality,1503,2065,3.4621753386872
no_change,1503,2065,3.43957146068599
high_variant,1503,2070,3.09459027035747
low_variant,1503,2070,2.1948573343796
constant_fertility,1503,2070,2.61467246571127
instant_replacement,1503,2070,2.93600721928551
zero_migration,1503,2070,2.36338787903138
constant_mortality,1503,2070,3.55552745869519
no_change,1503,2070,3.52755102486534
high_variant,1503,2075,3.19422763840455
low_variant,1503,2075,2.09360122994876
constant_fertility,1503,2075,2.59989069518558
instant_replacement,1503,2075,2.98969826726475
zero_migration,1503,2075,2.38071061885112
constant_mortality,1503,2075,3.64159153854004
no_change,1503,2075,3.60792035091201
high_variant,1503,2080,3.26171895296071
low_variant,1503,2080,1.95461478061219
constant_fertility,1503,2080,2.54906399815761
instant_replacement,1503,2080,3.00288450171408
zero_migration,1503,2080,2.35276834231248
constant_mortality,1503,2080,3.65837086028426
no_change,1503,2080,3.6213876662297
high_variant,1503,2085,3.31510518509991
low_variant,1503,2085,1.80411434103857
constant_fertility,1503,2085,2.48614666184272
instant_replacement,1503,2085,2.99567183687911
zero_migration,1503,2085,2.3003340886592
constant_mortality,1503,2085,3.64435441707748
no_change,1503,2085,3.60708104781664
high_variant,1503,2090,3.23413797020444
low_variant,1503,2090,1.73141252818043
constant_fertility,1503,2090,2.42525689999931
instant_replacement,1503,2090,2.82364777109494
zero_migration,1503,2090,2.23860079420915
constant_mortality,1503,2090,3.61529870066436
no_change,1503,2090,3.59384516182683
high_variant,1503,2095,3.11514767392638
low_variant,1503,2095,1.70406062946109
constant_fertility,1503,2095,2.37701907635361
instant_replacement,1503,2095,2.69396204422113
zero_migration,1503,2095,2.18757095024912
constant_mortality,1503,2095,3.60166005663263
no_change,1503,2095,3.60430254104364
high_variant,1503,2100,3.00523356020249
low_variant,1503,2100,1.70410707237104
constant_fertility,1503,2100,2.33920690311744
instant_replacement,1503,2100,2.60799889152726
zero_migration,1503,2100,2.15363580059145
constant_mortality,1503,2100,3.61163744099916
no_change,1503,2100,3.63519881416251
