variant,country,year,childdependencyratio2064
estimates,84,1950,101.493
estimates,84,1951,104.72
estimates,84,1952,109.161
estimates,84,1953,113.526
estimates,84,1954,117.323
estimates,84,1955,120.459
estimates,84,1956,123.52
estimates,84,1957,125.322
estimates,84,1958,126.286
estimates,84,1959,126.913
estimates,84,1960,127.599
estimates,84,1961,131.36
estimates,84,1962,134.712
estimates,84,1963,137.955
estimates,84,1964,141.151
estimates,84,1965,144.141
estimates,84,1966,146.379
estimates,84,1967,148.629
estimates,84,1968,150.696
estimates,84,1969,152.31
estimates,84,1970,153.334
estimates,84,1971,156.529
estimates,84,1972,159.776
estimates,84,1973,162.864
estimates,84,1974,165.506
estimates,84,1975,167.468
estimates,84,1976,165.278
estimates,84,1977,163.345
estimates,84,1978,162.057
estimates,84,1979,161.568
estimates,84,1980,161.605
estimates,84,1981,158.086
estimates,84,1982,154.516
estimates,84,1983,151.002
estimates,84,1984,147.491
estimates,84,1985,143.984
estimates,84,1986,141.683
estimates,84,1987,139.228
estimates,84,1988,136.784
estimates,84,1989,134.576
estimates,84,1990,132.598
estimates,84,1991,130.363
estimates,84,1992,128.818
estimates,84,1993,127.737
estimates,84,1994,127.002
estimates,84,1995,126.69
estimates,84,1996,124.98
estimates,84,1997,122.915
estimates,84,1998,120.864
estimates,84,1999,118.863
estimates,84,2000,116.757
estimates,84,2001,114.688
estimates,84,2002,112.409
estimates,84,2003,109.974
estimates,84,2004,107.514
estimates,84,2005,105.134
estimates,84,2006,102.592
estimates,84,2007,100.183
estimates,84,2008,97.84
estimates,84,2009,95.53
estimates,84,2010,93.247
estimates,84,2011,90.742
estimates,84,2012,88.39
estimates,84,2013,86.067
estimates,84,2014,83.679
estimates,84,2015,81.235
medium_variant,84,2015,81.235
medium_variant,84,2016,79.355
medium_variant,84,2017,77.371
medium_variant,84,2018,75.358
medium_variant,84,2019,73.413
medium_variant,84,2020,71.572
medium_variant,84,2021,70.05
medium_variant,84,2022,68.56
medium_variant,84,2023,67.146
medium_variant,84,2024,65.847
medium_variant,84,2025,64.684
