variant,country,year,childdependencyratio2064
estimates,56,1950,46.243
estimates,56,1951,46.459
estimates,56,1952,46.25
estimates,56,1953,46.29
estimates,56,1954,46.737
estimates,56,1955,47.471
estimates,56,1956,47.677
estimates,56,1957,48.405
estimates,56,1958,49.368
estimates,56,1959,50.353
estimates,56,1960,51.305
estimates,56,1961,52.739
estimates,56,1962,54.067
estimates,56,1963,55.228
estimates,56,1964,56.167
estimates,56,1965,56.805
estimates,56,1966,57.178
estimates,56,1967,57.119
estimates,56,1968,56.769
estimates,56,1969,56.327
estimates,56,1970,55.924
estimates,56,1971,55.625
estimates,56,1972,55.416
estimates,56,1973,55.186
estimates,56,1974,54.78
estimates,56,1975,54.129
estimates,56,1976,53.42
estimates,56,1977,52.509
estimates,56,1978,51.439
estimates,56,1979,50.261
estimates,56,1980,49.002
estimates,56,1981,47.742
estimates,56,1982,46.419
estimates,56,1983,45.125
estimates,56,1984,43.965
estimates,56,1985,42.997
estimates,56,1986,42.299
estimates,56,1987,41.751
estimates,56,1988,41.325
estimates,56,1989,40.983
estimates,56,1990,40.698
estimates,56,1991,40.45
estimates,56,1992,40.272
estimates,56,1993,40.151
estimates,56,1994,40.055
estimates,56,1995,39.96
estimates,56,1996,39.941
estimates,56,1997,39.859
estimates,56,1998,39.725
estimates,56,1999,39.575
estimates,56,2000,39.435
estimates,56,2001,39.232
estimates,56,2002,39.059
estimates,56,2003,38.877
estimates,56,2004,38.645
estimates,56,2005,38.368
estimates,56,2006,38.354
estimates,56,2007,38.276
estimates,56,2008,38.156
estimates,56,2009,38.019
estimates,56,2010,37.883
estimates,56,2011,37.918
estimates,56,2012,37.881
estimates,56,2013,37.818
estimates,56,2014,37.784
estimates,56,2015,37.812
medium_variant,56,2015,37.812
medium_variant,56,2016,37.972
medium_variant,56,2017,38.229
medium_variant,56,2018,38.549
medium_variant,56,2019,38.873
medium_variant,56,2020,39.168
medium_variant,56,2021,39.49
medium_variant,56,2022,39.801
medium_variant,56,2023,40.079
medium_variant,56,2024,40.316
medium_variant,56,2025,40.504
medium_variant,56,2026,40.67
medium_variant,56,2027,40.779
medium_variant,56,2028,40.838
medium_variant,56,2029,40.861
medium_variant,56,2030,40.859
medium_variant,56,2031,40.874
medium_variant,56,2032,40.864
medium_variant,56,2033,40.831
medium_variant,56,2034,40.779
medium_variant,56,2035,40.713
medium_variant,56,2036,40.677
medium_variant,56,2037,40.631
medium_variant,56,2038,40.582
medium_variant,56,2039,40.538
medium_variant,56,2040,40.505
medium_variant,56,2041,40.534
medium_variant,56,2042,40.566
medium_variant,56,2043,40.609
medium_variant,56,2044,40.669
medium_variant,56,2045,40.748
medium_variant,56,2046,40.878
medium_variant,56,2047,41.019
medium_variant,56,2048,41.167
medium_variant,56,2049,41.318
medium_variant,56,2050,41.466
medium_variant,56,2051,41.633
medium_variant,56,2052,41.793
medium_variant,56,2053,41.943
medium_variant,56,2054,42.075
medium_variant,56,2055,42.188
medium_variant,56,2056,42.308
medium_variant,56,2057,42.407
medium_variant,56,2058,42.476
medium_variant,56,2059,42.506
medium_variant,56,2060,42.492
medium_variant,56,2061,42.463
medium_variant,56,2062,42.394
medium_variant,56,2063,42.293
medium_variant,56,2064,42.172
medium_variant,56,2065,42.042
medium_variant,56,2066,41.935
medium_variant,56,2067,41.818
medium_variant,56,2068,41.701
medium_variant,56,2069,41.595
medium_variant,56,2070,41.508
medium_variant,56,2071,41.469
medium_variant,56,2072,41.447
medium_variant,56,2073,41.441
medium_variant,56,2074,41.447
medium_variant,56,2075,41.462
medium_variant,56,2076,41.51
medium_variant,56,2077,41.563
medium_variant,56,2078,41.621
medium_variant,56,2079,41.681
medium_variant,56,2080,41.741
medium_variant,56,2081,41.821
medium_variant,56,2082,41.895
medium_variant,56,2083,41.962
medium_variant,56,2084,42.02
medium_variant,56,2085,42.066
medium_variant,56,2086,42.113
medium_variant,56,2087,42.148
medium_variant,56,2088,42.168
medium_variant,56,2089,42.172
medium_variant,56,2090,42.159
medium_variant,56,2091,42.149
medium_variant,56,2092,42.122
medium_variant,56,2093,42.079
medium_variant,56,2094,42.025
medium_variant,56,2095,41.962
medium_variant,56,2096,41.907
medium_variant,56,2097,41.844
medium_variant,56,2098,41.777
medium_variant,56,2099,41.71
medium_variant,56,2100,41.648
high_variant,56,2015,37.8115902450782
low_variant,56,2015,37.8115902450782
constant_fertility,56,2015,37.8115902450782
instant_replacement,56,2015,37.8115902450782
zero_migration,56,2015,37.8115902450782
constant_mortality,56,2015,37.8115902450782
no_change,56,2015,37.8115902450782
high_variant,56,2020,40.4872159006683
low_variant,56,2020,37.8481828908904
constant_fertility,56,2020,39.0441128511032
instant_replacement,56,2020,40.4054178253986
zero_migration,56,2020,38.7819207098099
constant_mortality,56,2020,39.2026245269379
no_change,56,2020,39.0789876527856
high_variant,56,2025,43.9436660790345
low_variant,56,2025,37.0645218894979
constant_fertility,56,2025,40.1625478302906
instant_replacement,56,2025,42.9207412101695
zero_migration,56,2025,39.9948476615367
constant_mortality,56,2025,40.6013090027486
no_change,56,2025,40.2591771164247
high_variant,56,2030,46.933824917917
low_variant,56,2030,34.7842083782582
constant_fertility,56,2030,40.2596504693506
instant_replacement,56,2030,44.3970017604454
zero_migration,56,2030,40.1752090547957
constant_mortality,56,2030,41.0232506020688
no_change,56,2030,40.4219165902791
high_variant,56,2035,49.4375092439223
low_variant,56,2035,31.9941587616427
constant_fertility,56,2035,39.8622939410807
instant_replacement,56,2035,45.3285742603788
zero_migration,56,2035,39.9425327216701
constant_mortality,56,2035,40.9346463432238
no_change,56,2035,40.0802976496447
high_variant,56,2040,49.9661579348887
low_variant,56,2040,30.8465651626209
constant_fertility,56,2040,39.5646368909374
instant_replacement,56,2040,44.4011202368556
zero_migration,56,2040,39.6948737303957
constant_mortality,56,2040,40.7864739756807
no_change,56,2040,39.8405917551902
high_variant,56,2045,50.2273017557086
low_variant,56,2045,30.8802244740917
constant_fertility,56,2045,39.7555858648175
instant_replacement,56,2045,44.3149851494199
zero_migration,56,2045,39.9455725444182
constant_mortality,56,2045,41.0920618116193
no_change,56,2045,40.0939020848963
high_variant,56,2050,51.0352907018945
low_variant,56,2050,31.5401818246275
constant_fertility,56,2050,40.3544039388342
instant_replacement,56,2050,45.1897434707369
zero_migration,56,2050,40.762574962466
constant_mortality,56,2050,41.8734684291041
no_change,56,2050,40.7541903566882
high_variant,56,2055,52.5757881925094
low_variant,56,2055,31.7010131449638
constant_fertility,56,2055,40.8423005496398
instant_replacement,56,2055,46.3496319706256
zero_migration,56,2055,41.5335508153414
constant_mortality,56,2055,42.650262924779
no_change,56,2055,41.2947796799426
high_variant,56,2060,53.9294987240066
low_variant,56,2060,31.2426306951791
constant_fertility,56,2060,40.8999946718987
instant_replacement,56,2060,47.0278436450267
zero_migration,56,2060,41.7515542611563
constant_mortality,56,2060,42.9934260083976
no_change,56,2060,41.3886973000829
high_variant,56,2065,54.1094699958169
low_variant,56,2065,30.2695707279124
constant_fertility,56,2065,40.3249288123208
instant_replacement,56,2065,46.5804489609605
zero_migration,56,2065,41.1035318541662
constant_mortality,56,2065,42.5833609794876
no_change,56,2065,40.8521166305151
high_variant,56,2070,53.4727350430641
low_variant,56,2070,29.6844355833582
constant_fertility,56,2070,39.7921298087622
