continent,variant,year,populationdensitypersqkm
905,estimates,1950,9.25400870485522
905,estimates,1951,9.38627446565078
905,estimates,1952,9.53662875047047
905,estimates,1953,9.70105014781526
905,estimates,1954,9.87586370328432
905,estimates,1955,10.0577389894519
905,estimates,1956,10.243692196834
905,estimates,1957,10.4310853296704
905,estimates,1958,10.6176206836282
905,estimates,1959,10.8013388620638
905,estimates,1960,10.9806079995025
905,estimates,1961,11.1541037098038
905,estimates,1962,11.3208020090437
905,estimates,1963,11.4799710588763
905,estimates,1964,11.6311864466755
905,estimates,1965,11.774377830177
905,estimates,1966,11.9089592025589
905,estimates,1967,12.0353975999991
905,estimates,1968,12.1560934522718
905,estimates,1969,12.2743512373698
905,estimates,1970,12.3927149647806
905,estimates,1971,12.5121012821379
905,estimates,1972,12.6323946501277
905,estimates,1973,12.7538452877653
905,estimates,1974,12.8763948088267
905,estimates,1975,13.0000205879798
905,estimates,1976,13.125204834315
905,estimates,1977,13.2522939513159
905,estimates,1978,13.3808896902474
905,estimates,1979,13.5103510357791
905,estimates,1980,13.6402682656664
905,estimates,1981,13.770574683433
905,estimates,1982,13.9016326696927
905,estimates,1983,14.0339711854066
905,estimates,1984,14.1683190128922
905,estimates,1985,14.3052300974819
905,estimates,1986,14.4451633795598
905,estimates,1987,14.5881339248088
905,estimates,1988,14.7337370507504
905,estimates,1989,14.8813262197574
905,estimates,1990,15.0305892344167
905,estimates,1991,15.1805694506548
905,estimates,1992,15.3317435016508
905,estimates,1993,15.4868614911488
905,estimates,1994,15.6496664103892
905,estimates,1995,15.8223843346919
905,estimates,1996,16.0066543674933
905,estimates,1997,16.200441783734
905,estimates,1998,16.3978155831706
905,estimates,1999,16.5906013191319
905,estimates,2000,16.7730392898005
905,estimates,2001,16.9424083968934
905,estimates,2002,17.1006294345919
905,estimates,2003,17.2522586729546
905,estimates,2004,17.4041841852146
905,estimates,2005,17.5612156237032
905,estimates,2006,17.7250246358769
905,estimates,2007,17.8934843869125
905,estimates,2008,18.0630758870792
905,estimates,2009,18.2285920395289
905,estimates,2010,18.3864024435359
905,estimates,2011,18.5354226915996
905,estimates,2012,18.6772680286902
905,estimates,2013,18.8142840369168
905,estimates,2014,18.9499780716569
905,constant_fertility,2015,19.086962822612
905,constant_mortality,2015,19.086962822612
905,estimates,2015,19.086962822612
905,high_variant,2015,19.086962822612
905,instant_replacement,2015,19.086962822612
905,low_variant,2015,19.086962822612
905,medium_variant,2015,19.086962822612
905,momentum,2015,19.086962822612
905,no_change,2015,19.086962822612
905,zero_migration,2015,19.086962822612
905,constant_fertility,2016,19.2251522384603
905,constant_mortality,2016,19.2187966647473
905,high_variant,2016,19.2442228198455
905,instant_replacement,2016,19.2447021873656
905,low_variant,2016,19.2038501666876
905,medium_variant,2016,19.2258388797565
905,momentum,2016,19.1991697789902
905,no_change,2016,19.2198467053335
905,zero_migration,2016,19.1644179660148
905,constant_fertility,2017,19.3650810169175
905,constant_mortality,2017,19.3516548124939
905,high_variant,2017,19.4113703552392
905,instant_replacement,2017,19.4115634747792
905,low_variant,2017,19.3162182883454
905,medium_variant,2017,19.3659873169466
905,momentum,2017,19.3010750249576
905,no_change,2017,19.3528641954657
905,zero_migration,2017,19.2422361870204
905,constant_fertility,2018,19.5060940956462
905,constant_mortality,2018,19.4847698274577
905,high_variant,2018,19.586473161102
905,instant_replacement,2018,19.584961660249
905,low_variant,2018,19.4245167990409
905,medium_variant,2018,19.5073516244667
905,momentum,2018,19.3950496631399
905,no_change,2018,19.4853107980737
905,zero_migration,2018,19.3198298703708
905,constant_fertility,2019,19.6476357600342
905,constant_mortality,2019,19.6174851997088
905,high_variant,2019,19.7679263400684
905,instant_replacement,2019,19.7608076171236
905,low_variant,2019,19.5290705492165
905,medium_variant,2019,19.6495540879471
905,momentum,2019,19.4844839011648
905,no_change,2019,19.6165962707877
905,zero_migration,2019,19.3966539707458
905,constant_fertility,2020,19.789243960055
905,constant_mortality,2020,19.7492462333111
905,high_variant,2020,19.9544547241372
905,instant_replacement,2020,19.9360078942035
905,low_variant,2020,19.6300713716634
905,medium_variant,2020,19.7922628334422
905,momentum,2020,19.5718255104371
905,no_change,2020,19.7462318099301
905,zero_migration,2020,19.472213947713
905,constant_fertility,2021,19.9305580307597
905,constant_mortality,2021,19.8796133963411
905,high_variant,2021,20.1451290662601
905,instant_replacement,2021,20.1098252916899
905,low_variant,2021,19.7275782423656
905,medium_variant,2021,19.9355535646693
905,momentum,2021,19.6578617667275
905,no_change,2021,19.8738460276458
905,zero_migration,2021,19.5460657657281
905,constant_fertility,2022,20.0713122585336
905,constant_mortality,2022,20.0082524558136
905,high_variant,2022,20.3393470071833
905,instant_replacement,2022,20.2829107436014
905,low_variant,2022,19.8215192106225
905,medium_variant,2022,20.0794883136407
905,momentum,2022,19.7418566497566
905,no_change,2022,19.9991724061022
905,zero_migration,2022,19.617812677263
905,constant_fertility,2023,20.2113254798769
905,constant_mortality,2023,20.1349218782671
905,high_variant,2023,20.5367884145433
905,instant_replacement,2023,20.4551555732841
905,low_variant,2023,19.9117165442647
905,medium_variant,2023,20.2236430430321
905,momentum,2023,19.8228658467933
905,no_change,2023,20.1220390034989
905,zero_migration,2023,19.6871042041298
905,constant_fertility,2024,20.3504751319722
905,constant_mortality,2024,20.2594566917904
905,high_variant,2024,20.7373416628868
905,instant_replacement,2024,20.6267516135293
905,low_variant,2024,19.9979178260809
905,medium_variant,2024,20.3674432195311
905,momentum,2024,19.8993275665544
905,no_change,2024,20.2423470082556
905,zero_migration,2024,19.7536325989215
905,constant_fertility,2025,20.4886390809183
905,constant_mortality,2025,20.3816929967628
905,high_variant,2025,20.9408606526175
905,instant_replacement,2025,20.7977368234248
905,low_variant,2025,20.079908008188
905,medium_variant,2025,20.5103842231737
905,momentum,2025,19.9700661496081
905,no_change,2025,20.3599976087919
905,zero_migration,2025,19.8171218540334
905,constant_fertility,2026,20.6256189529511
905,constant_mortality,2026,20.5014094187863
905,high_variant,2026,21.1469235446068
905,instant_replacement,2026,20.9678285471642
905,low_variant,2026,20.1576186248302
905,medium_variant,2026,20.6522726663471
905,momentum,2026,20.034982462687
905,no_change,2026,20.474821222347
905,zero_migration,2026,19.8773190697236
905,constant_fertility,2027,20.7610810512308
905,constant_mortality,2027,20.6182617525732
905,high_variant,2027,21.354608329768
905,instant_replacement,2027,21.1364610978326
905,low_variant,2027,20.2312260141993
905,medium_variant,2027,20.7929144644498
905,momentum,2027,20.0944173869779
905,no_change,2027,20.5865111738044
905,zero_migration,2027,19.9339820155418
905,constant_fertility,2028,20.8945300847217
905,constant_mortality,2028,20.7317550823894
905,high_variant,2028,21.5624041506225
905,instant_replacement,2028,21.3030961319261
905,low_variant,2028,20.3011947998194
905,medium_variant,2028,20.9317913258123
905,momentum,2028,20.1481537836311
905,no_change,2028,20.6945987113211
905,zero_migration,2028,19.9868726429712
905,constant_fertility,2029,21.0253877134797
905,constant_mortality,2029,20.8413199683031
905,high_variant,2029,21.7684745486461
905,instant_replacement,2029,21.4671261431958
905,low_variant,2029,20.3681621903895
905,medium_variant,2029,21.0683103809527
905,momentum,2029,20.1959991764808
905,no_change,2029,20.7985266190784
905,zero_migration,2029,20.0357760113577
905,constant_fertility,2030,21.1532047549655
905,constant_mortality,2030,20.9465294241907
905,high_variant,2030,21.9714347677365
905,instant_replacement,2030,21.628086937034
905,low_variant,2030,20.4325755455547
905,medium_variant,2030,21.2020048081511
905,momentum,2030,20.2378484274322
905,no_change,2030,20.8978839416974
905,zero_migration,2030,20.0805296150584
905,constant_fertility,2031,21.2777621402063
905,constant_mortality,2031,21.047195263049
905,high_variant,2031,22.1706631474089
905,instant_replacement,2031,21.7857742420782
905,low_variant,2031,20.4946050378358
905,medium_variant,2031,21.3326302859906
905,momentum,2031,20.273696764792
905,no_change,2031,20.9925106398036
905,zero_migration,2031,20.1210149659601
905,constant_fertility,2032,21.399019872762
905,constant_mortality,2032,21.143322739102
905,high_variant,2032,22.3662004883211
905,instant_replacement,2032,21.9401729926452
905,low_variant,2032,20.5541030128149
905,medium_variant,2032,21.4601139523238
905,momentum,2032,20.3036544736501
905,no_change,2032,21.0824422062165
905,zero_migration,2032,20.1571980188359
905,constant_fertility,2033,21.5169492688586
905,constant_mortality,2033,21.2349352818998
905,high_variant,2033,22.5582080629821
905,instant_replacement,2033,22.091281580299
905,low_variant,2033,20.6108091183305
905,medium_variant,2033,21.5843990293625
905,momentum,2033,20.3279196060833
905,no_change,2033,21.1677326307685
905,zero_migration,2033,20.1891200568743
905,constant_fertility,2034,21.6316049617031
905,constant_mortality,2034,21.3221529343769
905,high_variant,2034,22.7471581617936
905,instant_replacement,2034,22.2391929726362
905,low_variant,2034,20.6643169562387
905,medium_variant,2034,21.7055113593106
905,momentum,2034,20.3467772305521
905,no_change,2034,21.2485265654639
905,zero_migration,2034,20.2168811784045
905,constant_fertility,2035,21.7430473748717
905,constant_mortality,2035,21.4051133250338
905,high_variant,2035,22.9334721949682
905,instant_replacement,2035,22.3840282848819
905,low_variant,2035,20.71431223816
905,medium_variant,2035,21.8234882042671
905,momentum,2035,20.3605405095311
905,no_change,2035,21.3249854972694
905,zero_migration,2035,20.240591936589
905,constant_fertility,2036,21.8512766155935
905,constant_mortality,2036,21.483891031683
905,high_variant,2036,23.1172553542151
905,instant_replacement,2036,22.5258649364185
905,low_variant,2036,20.7607440302901
905,medium_variant,2036,21.9383247925386
905,momentum,2036,20.369448510213
905,no_change,2036,21.3971901696685
905,zero_migration,2036,20.2603158110324
905,constant_fertility,2037,21.9563120923285
905,constant_mortality,2037,21.5586017544819
905,high_variant,2037,23.2985682775689
905,instant_replacement,2037,22.6648392153835
905,low_variant,2037,20.8036677164392
905,medium_variant,2037,22.050032222333
905,momentum,2037,20.3738158962795
905,no_change,2037,21.4652643249984
905,zero_migration,2037,20.2761266289435
905,constant_fertility,2038,22.0582925594826
905,constant_mortality,2038,21.6295116359616
905,high_variant,2038,23.4778244402911
905,instant_replacement,2038,22.8012500227862
905,low_variant,2038,20.8430085043369
905,medium_variant,2038,22.1587155245163
905,momentum,2038,20.3741668033837
905,no_change,2038,21.5295060600504
905,zero_migration,2038,20.2881818561994
905,constant_fertility,2039,22.1574048636958
905,constant_mortality,2039,21.6969486898217
905,high_variant,2039,23.6555368262128
905,instant_replacement,2039,22.9354774320355
905,low_variant,2039,20.8786984107581
905,medium_variant,2039,22.2645254095346
905,momentum,2039,20.3711189245354
905,no_change,2039,21.590280543394
905,zero_migration,2039,20.2966698942614
905,constant_fertility,2040,22.2538404624575
905,constant_mortality,2040,21.7612455406114
905,high_variant,2040,23.8322405619661
905,instant_replacement,2040,23.067901355697
905,low_variant,2040,20.9106905229883
905,medium_variant,2040,22.367631674607
905,momentum,2040,20.3652527978743
905,no_change,2040,21.6479395935804
905,zero_migration,2040,20.3017859536363
