continent,variant,year,populationdensitypersqkm
908,estimates,1950,24.819403780336
908,estimates,1951,25.0494436728181
908,estimates,1952,25.2961604873178
908,estimates,1953,25.5522396210806
908,estimates,1954,25.81220316364
908,estimates,1955,26.0724178480621
908,estimates,1956,26.3311867613219
908,estimates,1957,26.5886556912932
908,estimates,1958,26.8465220027765
908,estimates,1959,27.1075640683956
908,estimates,1960,27.3742117161674
908,estimates,1961,27.6470149824617
908,estimates,1962,27.9233147181434
908,estimates,1963,28.1966712735891
908,estimates,1964,28.4584772911598
908,estimates,1965,28.7027380295005
908,estimates,1966,28.9265277920775
908,estimates,1967,29.131916296854
908,estimates,1968,29.3240562664699
908,estimates,1969,29.5107053596695
908,estimates,1970,29.6974522622113
908,estimates,1971,29.8859562994193
908,estimates,1972,30.0743236746135
908,estimates,1973,30.2603852792751
908,estimates,1974,30.4406150979152
908,estimates,1975,30.6125086692452
908,estimates,1976,30.7758577248738
908,estimates,1977,30.9318388230906
908,estimates,1978,31.0810141530195
908,estimates,1979,31.2243115706735
908,estimates,1980,31.362569480566
908,estimates,1981,31.4951010939583
908,estimates,1982,31.6219976694514
908,estimates,1983,31.7457796611778
908,estimates,1984,31.8697674365316
908,estimates,1985,31.9959349371226
908,estimates,1986,32.125332856655
908,estimates,1987,32.2560844303758
908,estimates,1988,32.3835441437209
908,estimates,1989,32.5013019383458
908,estimates,1990,32.6045561209817
908,estimates,1991,32.6928844173004
908,estimates,1992,32.7672631587994
908,estimates,1993,32.8261758714895
908,estimates,1994,32.8681821603338
908,estimates,1995,32.8930600681509
908,estimates,1996,32.89974259215
908,estimates,1997,32.8906395918818
908,estimates,1998,32.8734289425812
908,estimates,1999,32.8583700536296
908,estimates,2000,32.8531387672734
908,estimates,2001,32.860086347813
908,estimates,2002,32.8781369828402
908,estimates,2003,32.907157263123
908,estimates,2004,32.9458234419947
908,estimates,2005,32.9926805320777
908,estimates,2006,33.0487560961835
908,estimates,2007,33.1134885776735
908,estimates,2008,33.1817398010708
908,estimates,2009,33.2466456739025
908,estimates,2010,33.3032262323853
908,estimates,2011,33.3490463627319
908,estimates,2012,33.3851313688772
908,estimates,2013,33.4142546087399
908,estimates,2014,33.4408889283829
908,constant_fertility,2015,33.4681413217484
908,constant_mortality,2015,33.4681413217484
908,estimates,2015,33.4681413217484
908,high_variant,2015,33.4681413217484
908,instant_replacement,2015,33.4681413217484
908,low_variant,2015,33.4681413217484
908,medium_variant,2015,33.4681413217484
908,momentum,2015,33.4681413217484
908,no_change,2015,33.4681413217484
908,zero_migration,2015,33.4681413217484
908,constant_fertility,2016,33.5018395088809
908,constant_mortality,2016,33.4913214581675
908,high_variant,2016,33.5421698470719
908,instant_replacement,2016,33.5611880491569
908,low_variant,2016,33.4693383906344
908,medium_variant,2016,33.4967476855451
908,momentum,2016,33.5148999700041
908,no_change,2016,33.4873119979811
908,zero_migration,2016,33.4509522673049
908,constant_fertility,2017,33.5237812389785
908,constant_mortality,2017,33.5033066941902
908,high_variant,2017,33.6190923994839
908,instant_replacement,2017,33.6805086247345
908,low_variant,2017,33.4530282197666
908,medium_variant,2017,33.5250602147177
908,momentum,2017,33.5682782551437
908,no_change,2017,33.4909208690513
908,zero_migration,2017,33.4287706897259
908,constant_fertility,2018,33.534888675686
908,constant_mortality,2018,33.5043447381874
908,high_variant,2018,33.6972044309576
908,instant_replacement,2018,33.8145494837121
908,low_variant,2018,33.421094711947
908,medium_variant,2018,33.5509992070698
908,momentum,2018,33.6223193849334
908,no_change,2018,33.4800188093735
908,zero_migration,2018,33.4014935390765
908,constant_fertility,2019,33.5360873257853
908,constant_mortality,2019,33.4947817855348
908,high_variant,2019,33.7751965612794
908,instant_replacement,2019,33.9464982166739
908,low_variant,2019,33.3752247056127
908,medium_variant,2019,33.5715364582631
908,momentum,2019,33.6685483267057
908,no_change,2019,33.4556637862333
908,zero_migration,2019,33.3690153258353
908,constant_fertility,2020,33.5283034640762
908,constant_mortality,2020,33.475067307431
908,high_variant,2020,33.8521541262735
908,instant_replacement,2020,34.0639722512629
908,low_variant,2020,33.3168899941803
908,medium_variant,2020,33.5845225120022
908,momentum,2020,33.7007062312931
908,no_change,2020,33.4189311150864
908,zero_migration,2020,33.3312270366338
908,constant_fertility,2021,33.5124767830834
908,constant_mortality,2021,33.4457611437686
908,high_variant,2021,33.9275827031037
908,instant_replacement,2021,34.1632553294313
908,low_variant,2021,33.2473697792769
908,medium_variant,2021,33.5893148535233
908,momentum,2021,33.7168801467448
908,no_change,2021,33.3709170285822
908,zero_migration,2021,33.2880201550566
908,constant_fertility,2022,33.4895446261003
908,constant_mortality,2022,33.4075246935169
908,high_variant,2022,34.001369076892
908,instant_replacement,2022,34.2473458383509
908,low_variant,2022,33.1677316058234
908,medium_variant,2022,33.5866922078287
908,momentum,2022,33.7184200226922
908,no_change,2022,33.3127391283399
908,zero_migration,2022,33.2392784845086
908,constant_fertility,2023,33.4604305572752
908,constant_mortality,2023,33.3611106142462
908,high_variant,2023,34.0737540890252
908,instant_replacement,2023,34.3187045978211
908,low_variant,2023,33.0788677751208
908,medium_variant,2023,33.57765548299
908,momentum,2023,33.7063474133357
908,no_change,2023,33.245506612959
908,zero_migration,2023,33.184898207037
908,constant_fertility,2024,33.4260373139171
908,constant_mortality,2024,33.3073056725583
908,high_variant,2024,34.1452131877788
908,instant_replacement,2024,34.382171973072
908,low_variant,2024,32.9815250264834
908,medium_variant,2024,33.5637888741067
908,momentum,2024,33.6828381586453
908,no_change,2024,33.1703073572468
908,zero_migration,2024,33.124785850342
908,constant_fertility,2025,33.3871746579882
908,constant_mortality,2025,33.2468571498981
908,high_variant,2025,34.2161883900597
908,instant_replacement,2025,34.4413135099274
908,low_variant,2025,32.8764072709318
908,medium_variant,2025,33.546297717552
908,momentum,2025,33.6496012340454
908,no_change,2025,33.0881341373202
908,zero_migration,2025,33.0589146693287
908,constant_fertility,2026,33.3444934620944
