continent,variant,year,populationdensitypersqkm
935,estimates,1950,45.2439553883363
935,estimates,1951,46.225912223378
935,estimates,1952,47.1483145131193
935,estimates,1953,48.0401322961584
935,estimates,1954,48.9252281663917
935,estimates,1955,49.8223409034117
935,estimates,1956,50.7448848159887
935,estimates,1957,51.7011577133521
935,estimates,1958,52.6949227027557
935,estimates,1959,53.7263750271488
935,estimates,1960,54.7950755429579
935,estimates,1961,55.9030627812033
935,estimates,1962,57.0575890233492
935,estimates,1963,58.2722790951138
935,estimates,1964,59.5638272836983
935,estimates,1965,60.9422472097393
935,estimates,1966,62.4127187566499
935,estimates,1967,63.9666747256881
935,estimates,1968,65.5827570398319
935,estimates,1969,67.2311585551299
935,estimates,1970,68.8885823956615
935,estimates,1971,70.5499531792327
935,estimates,1972,72.2162665514358
935,estimates,1973,73.8780229551379
935,estimates,1974,75.5258168939699
935,estimates,1975,77.1542520706475
935,estimates,1976,78.7575710899347
935,estimates,1977,80.3396841599376
935,estimates,1978,81.9175396511475
935,estimates,1979,83.5150944437901
935,estimates,1980,85.1505759285152
935,estimates,1981,86.8240959857518
935,estimates,1982,88.5323283317185
935,estimates,1983,90.2851507966926
935,estimates,1984,92.0937163320508
935,estimates,1985,93.962592862327
935,estimates,1986,95.8982580130192
935,estimates,1987,97.8894333861751
935,estimates,1988,99.9005604362014
935,estimates,1989,101.883638366634
935,estimates,1990,103.803310384
935,estimates,1991,105.646811904499
935,estimates,1992,107.4208111886
935,estimates,1993,109.133682544419
935,estimates,1994,110.801789258073
935,estimates,1995,112.438099276667
935,estimates,1996,114.042668798204
935,estimates,1997,115.613005099656
935,estimates,1998,117.157322015485
935,estimates,1999,118.68572970831
935,estimates,2000,120.20606741294
935,estimates,2001,121.722332212378
935,estimates,2002,123.235052831875
935,estimates,2003,124.744156574933
935,estimates,2004,126.248014215027
935,estimates,2005,127.74549479956
935,estimates,2006,129.236159893877
935,estimates,2007,130.721089988378
935,estimates,2008,132.20205483682
935,estimates,2009,133.68131663441
935,estimates,2010,135.159588812226
935,estimates,2011,136.637227795794
935,estimates,2012,138.110935206992
935,estimates,2013,139.573129728912
935,estimates,2014,141.013798095377
935,constant_fertility,2015,142.425126721584
935,constant_mortality,2015,142.425126721584
935,estimates,2015,142.425126721584
935,high_variant,2015,142.425126721584
935,instant_replacement,2015,142.425126721584
935,low_variant,2015,142.425126721584
935,medium_variant,2015,142.425126721584
935,momentum,2015,142.425126721584
935,no_change,2015,142.425126721584
935,zero_migration,2015,142.425126721584
935,constant_fertility,2016,143.867009048707
935,constant_mortality,2016,143.76133128095
935,high_variant,2016,143.979477333368
935,instant_replacement,2016,143.84838585526
935,low_variant,2016,143.62191673029
935,medium_variant,2016,143.803625402167
935,momentum,2016,143.857815164889
935,no_change,2016,143.826126354528
935,zero_migration,2016,143.856245519849
935,constant_fertility,2017,145.291469994734
935,constant_mortality,2017,145.052881016269
935,high_variant,2017,145.559158679668
935,instant_replacement,2017,145.257930549315
935,low_variant,2017,144.731217210185
935,medium_variant,2017,145.149014693841
935,momentum,2017,145.279700315381
935,no_change,2017,145.196732631318
935,zero_migration,2017,145.25545500148
935,constant_fertility,2018,146.698438538794
935,constant_mortality,2018,146.299087437549
935,high_variant,2018,147.153299733608
935,instant_replacement,2018,146.649108002184
935,low_variant,2018,145.76210984242
935,medium_variant,2018,146.460668394886
935,momentum,2018,146.682006068553
935,no_change,2018,146.536678611438
935,zero_migration,2018,146.622152971359
935,constant_fertility,2019,148.087685828696
935,constant_mortality,2019,147.499212784876
935,high_variant,2019,148.752910973607
935,instant_replacement,2019,148.016194750108
935,low_variant,2019,146.721730258934
935,medium_variant,2019,147.739107819121
935,momentum,2019,148.053427151947
935,no_change,2019,147.845593143166
935,zero_migration,2019,147.955729436246
935,constant_fertility,2020,149.458823666419
935,constant_mortality,2020,148.652471478474
935,high_variant,2020,150.350870720556
935,instant_replacement,2020,149.354686606887
935,low_variant,2020,147.615283670911
935,medium_variant,2020,148.984458123109
935,momentum,2020,149.385319030121
935,no_change,2020,149.123008726135
935,zero_migration,2020,149.255563575765
935,constant_fertility,2021,150.811294647682
935,constant_mortality,2021,149.758020290502
935,high_variant,2021,151.942016749589
935,instant_replacement,2021,150.662319895025
935,low_variant,2021,148.445933955056
935,medium_variant,2021,150.19555661398
935,momentum,2021,150.673636477975
935,no_change,2021,150.368340211525
935,zero_migration,2021,150.521022485682
935,constant_fertility,2022,152.14438685592
935,constant_mortality,2022,150.814969591096
935,high_variant,2022,153.523064828757
935,instant_replacement,2022,151.938596695057
935,low_variant,2022,149.214913858402
935,medium_variant,2022,151.370637694826
935,momentum,2022,151.918499979646
935,no_change,2022,151.580903556205
935,zero_migration,2022,151.751462756856
935,constant_fertility,2023,153.457272369511
935,constant_mortality,2023,151.822402553653
935,high_variant,2023,155.092357245849
935,instant_replacement,2023,153.18303967841
935,low_variant,2023,149.921812497494
935,medium_variant,2023,152.508724957558
935,momentum,2023,153.120659378909
935,no_change,2023,152.759948529718
935,zero_migration,2023,152.946247070417
935,constant_fertility,2024,154.749084469592
935,constant_mortality,2024,152.779436927519
935,high_variant,2024,156.649466618916
935,instant_replacement,2024,154.3959088253
935,low_variant,2024,150.565079335904
935,medium_variant,2024,153.608900351076
935,momentum,2024,154.282641136928
935,no_change,2024,153.904714138914
935,zero_migration,2024,154.104760825148
935,constant_fertility,2025,156.019142722077
935,constant_mortality,2025,153.685334759439
935,high_variant,2025,158.193974330834
935,instant_replacement,2025,155.57734121503
935,low_variant,2025,151.143522840617
935,medium_variant,2025,154.670499424214
935,momentum,2025,155.406168122083
935,no_change,2025,155.014617297283
935,zero_migration,2025,155.226487959679
