continent,variant,year,populationdensitypersqkm
909,estimates,1950,1.49034768325073
909,estimates,1951,1.52846970350417
909,estimates,1952,1.56432399375004
909,estimates,1953,1.59930772076932
909,estimates,1954,1.63447444517502
909,estimates,1955,1.67050961178159
909,estimates,1956,1.70775776943508
909,estimates,1957,1.74620289260775
909,estimates,1958,1.78553248350902
909,estimates,1959,1.82521923157595
909,estimates,1960,1.86476151422383
909,estimates,1961,1.90395842318234
909,estimates,1962,1.94311456131296
909,estimates,1963,1.98315740603267
909,estimates,1964,2.02535957277828
909,estimates,1965,2.07050207035678
909,estimates,1966,2.11897681718879
909,estimates,1967,2.17016152789267
909,estimates,1968,2.22258267876123
909,estimates,1969,2.27418794173307
909,estimates,1970,2.32346985668936
909,estimates,1971,2.37009353723461
909,estimates,1972,2.41439940799815
909,estimates,1973,2.45639112185764
909,estimates,1974,2.49624967300853
909,estimates,1975,2.53425515468169
909,estimates,1976,2.57020241655531
909,estimates,1977,2.60435199128965
909,estimates,1978,2.63805780030778
909,estimates,1979,2.6731023300646
909,estimates,1980,2.71079672796431
909,estimates,1981,2.75162706240293
909,estimates,1982,2.79531653952296
909,estimates,1983,2.84138651451842
909,estimates,1984,2.88901520775447
909,estimates,1985,2.93754957897639
909,estimates,1986,2.98692246236947
909,estimates,1987,3.03721009702514
909,estimates,1988,3.08806380988068
909,estimates,1989,3.13908449459492
909,estimates,1990,3.18995918203821
909,estimates,1991,3.24060974776291
909,estimates,1992,3.29101073946027
909,estimates,1993,3.34098564065582
909,estimates,1994,3.3903534571541
909,estimates,1995,3.43904454861037
909,estimates,1996,3.4870874310372
909,estimates,1997,3.53470174843221
909,estimates,1998,3.58233951494498
909,estimates,1999,3.63056728011444
909,estimates,2000,3.67991152966019
909,estimates,2001,3.73027728876351
909,estimates,2002,3.78184449110701
909,estimates,2003,3.83571713058213
909,estimates,2004,3.89328954593552
909,estimates,2005,3.95543453925429
909,estimates,2006,4.02270192754105
909,estimates,2007,4.09446318017171
909,estimates,2008,4.16896632989491
909,estimates,2009,4.24373272247792
909,estimates,2010,4.31694322485465
909,estimates,2011,4.38791639859258
909,estimates,2012,4.45703461749658
909,estimates,2013,4.52478394996265
909,estimates,2014,4.59206653893378
909,constant_fertility,2015,4.65953766352519
909,constant_mortality,2015,4.65953766352519
909,estimates,2015,4.65953766352519
909,high_variant,2015,4.65953766352519
909,instant_replacement,2015,4.65953766352519
909,low_variant,2015,4.65953766352519
909,medium_variant,2015,4.65953766352519
909,momentum,2015,4.65953766352519
909,no_change,2015,4.65953766352519
909,zero_migration,2015,4.65953766352519
909,constant_fertility,2016,4.7304446141265
909,constant_mortality,2016,4.72708396669518
909,high_variant,2016,4.73339342906229
909,instant_replacement,2016,4.72293877541401
909,low_variant,2016,4.7229558614546
909,medium_variant,2016,4.72722807860993
909,momentum,2016,4.70786700226007
909,no_change,2016,4.7293363781836
909,zero_migration,2016,4.70587924764861
909,constant_fertility,2017,4.80116055457753
909,constant_mortality,2017,4.79334810981257
909,high_variant,2017,4.80828437298944
909,instant_replacement,2017,4.78445783047348
909,low_variant,2017,4.78364406360249
909,medium_variant,2017,4.79478911112525
909,momentum,2017,4.74797760196831
909,no_change,2017,4.79851433931227
909,zero_migration,2017,4.75197326093565
909,constant_fertility,2018,4.87166297843859
909,constant_mortality,2018,4.85832620433019
909,high_variant,2018,4.8838934019603
909,instant_replacement,2018,4.84457736205673
909,low_variant,2018,4.84190286644844
909,medium_variant,2018,4.86200512345548
909,momentum,2018,4.78234316782263
909,no_change,2018,4.86705823158302
909,zero_migration,2018,4.79773733688723
909,constant_fertility,2019,4.94196755773314
909,constant_mortality,2019,4.92203627896673
909,high_variant,2019,4.95999875095152
909,instant_replacement,2019,4.90398069395248
909,low_variant,2019,4.89799091729649
909,medium_variant,2019,4.92857752231201
909,momentum,2019,4.81458641176651
909,no_change,2019,4.93497064736062
909,zero_migration,2019,4.84307414398937
909,constant_fertility,2020,5.01210080528277
909,constant_mortality,2020,4.984523110932
909,high_variant,2020,5.03644381756351
909,instant_replacement,2020,4.9631963150713
909,low_variant,2020,4.95212338242329
909,medium_variant,2020,4.99428371782817
909,momentum,2020,4.84740327533506
909,no_change,2020,5.00228022049241
909,zero_migration,2020,4.8879049686206
909,constant_fertility,2021,5.0821080874711
909,constant_mortality,2021,5.04584868131117
909,high_variant,2021,5.11316744555445
909,instant_replacement,2021,5.02237163670129
909,low_variant,2021,5.00447772098142
909,medium_variant,2021,5.05904370020008
909,momentum,2021,4.88158006989958
909,no_change,2021,5.06904775371592
909,zero_migration,2021,4.93215875641905
909,constant_fertility,2022,5.15208084407397
909,constant_mortality,2022,5.10611468150442
909,high_variant,2022,5.19020309999694
909,instant_replacement,2022,5.08144432425299
909,low_variant,2022,5.05520735383187
909,medium_variant,2022,5.12296116401892
909,momentum,2022,4.91648720432312
909,no_change,2022,5.13536468680698
909,zero_migration,2022,4.97577246578668
909,constant_fertility,2023,5.2221020307643
909,constant_mortality,2023,5.16543246536247
909,high_variant,2023,5.26763856778916
909,instant_replacement,2023,5.14043983003514
909,low_variant,2023,5.10441138001004
909,medium_variant,2023,5.18618764478946
909,momentum,2023,4.95165121852928
909,no_change,2023,5.20132564108003
909,zero_migration,2023,5.01868930036788
909,constant_fertility,2024,5.29227946634993
909,constant_mortality,2024,5.22392246001277
909,high_variant,2024,5.3456229099059
909,instant_replacement,2024,5.19931714755033
909,low_variant,2024,5.15218347815226
909,medium_variant,2024,5.24895445215084
909,momentum,2024,4.98611635475805
909,no_change,2024,5.26704633027199
909,zero_migration,2024,5.06086024090139
909,constant_fertility,2025,5.36271024667529
909,constant_mortality,2025,5.28169814033178
909,high_variant,2025,5.4242743146141
909,instant_replacement,2025,5.25805671622797
909,low_variant,2025,5.19859128541229
909,medium_variant,2025,5.31143433186511
909,momentum,2025,5.01919021594399
909,no_change,2025,5.33264517831935
909,zero_migration,2025,5.10224887644554
909,constant_fertility,2026,5.43344598336645
909,constant_mortality,2026,5.33882584729086
909,high_variant,2026,5.50361187114533
909,instant_replacement,2026,5.31670260626928
909,low_variant,2026,5.24372541672264
909,medium_variant,2026,5.37367312165497
909,momentum,2026,5.05091616527975
909,no_change,2026,5.39817226499624
909,zero_migration,2026,5.14281290432053
909,constant_fertility,2027,5.50448443756289
909,constant_mortality,2027,5.39530204584715
909,high_variant,2027,5.5835032510611
909,instant_replacement,2027,5.3752922891288
909,low_variant,2027,5.28771619733081
909,medium_variant,2027,5.43561261114764
909,momentum,2027,5.08165949052962
909,no_change,2027,5.46363383554509
909,zero_migration,2027,5.18251897728853
909,constant_fertility,2028,5.57576433518805
909,constant_mortality,2028,5.45104507651011
909,high_variant,2028,5.66362158072978
