region,variant,freq,year,under40mortalityper1000livebirth
954,estimates,5yearly,1950,273.324225908336
954,estimates,5yearly,1955,248.406199129048
954,estimates,5yearly,1960,218.893913893206
954,estimates,5yearly,1965,191.42863490171
954,estimates,5yearly,1970,164.690327386665
954,estimates,5yearly,1975,146.328895647687
954,estimates,5yearly,1980,135.143156461963
954,estimates,5yearly,1985,121.434109752775
954,estimates,5yearly,1990,105.393540726401
954,estimates,5yearly,1995,88.2986453760648
954,estimates,5yearly,2000,76.8968266381859
954,estimates,5yearly,2005,71.3056817420089
954,estimates,5yearly,2010,68.896263100437
954,medium_variant,5yearly,2015,64.3158301541535
954,medium_variant,5yearly,2020,59.0969169461107
954,medium_variant,5yearly,2025,53.8905624833756
954,medium_variant,5yearly,2030,49.5122898418037
954,medium_variant,5yearly,2035,46.2360109012101
954,medium_variant,5yearly,2040,43.8252381523228
954,medium_variant,5yearly,2045,41.6803433314022
954,medium_variant,5yearly,2050,39.2736163297671
954,medium_variant,5yearly,2055,36.7271082111378
954,medium_variant,5yearly,2060,34.0524625871307
954,medium_variant,5yearly,2065,31.4118622013877
954,medium_variant,5yearly,2070,29.2164223044816
954,medium_variant,5yearly,2075,27.3161250844763
954,medium_variant,5yearly,2080,25.4032536358124
954,medium_variant,5yearly,2085,23.3601403794533
954,medium_variant,5yearly,2090,21.436846973529
954,medium_variant,5yearly,2095,19.5899264958244
