region,variant,freq,year,under40mortalityper1000livebirth
914,estimates,5yearly,1950,558.591639981198
914,estimates,5yearly,1955,530.327459347439
914,estimates,5yearly,1960,500.208799292808
914,estimates,5yearly,1965,473.585216497777
914,estimates,5yearly,1970,441.348298781608
914,estimates,5yearly,1975,405.097062265805
914,estimates,5yearly,1980,373.675978689474
914,estimates,5yearly,1985,360.63709297817
914,estimates,5yearly,1990,354.42065485996
914,estimates,5yearly,1995,353.079068028351
914,estimates,5yearly,2000,337.689380038316
914,estimates,5yearly,2005,296.651019803762
914,estimates,5yearly,2010,264.631143850791
914,medium_variant,5yearly,2015,236.257664986327
914,medium_variant,5yearly,2020,208.275887970319
914,medium_variant,5yearly,2025,182.715387848076
914,medium_variant,5yearly,2030,160.267568730407
914,medium_variant,5yearly,2035,140.56007192583
914,medium_variant,5yearly,2040,123.177631110759
914,medium_variant,5yearly,2045,108.59913868493
914,medium_variant,5yearly,2050,96.1517031672712
914,medium_variant,5yearly,2055,85.9789993993131
914,medium_variant,5yearly,2060,77.5627753254079
914,medium_variant,5yearly,2065,70.2480096851006
914,medium_variant,5yearly,2070,64.3428662546488
914,medium_variant,5yearly,2075,59.2501538298544
914,medium_variant,5yearly,2080,55.5272636148869
914,medium_variant,5yearly,2085,52.2395049737295
914,medium_variant,5yearly,2090,49.1462410417618
914,medium_variant,5yearly,2095,46.3235510272307
914,estimates,5yearly,Regi,Western Africa
914,medium_variant,5yearly,Regi,Western Africa
