region,variant,freq,year,under40mortalityper1000livebirth
1500,estimates,5yearly,1950,543.777020856872
1500,estimates,5yearly,1955,503.593713166784
1500,estimates,5yearly,1960,474.220047800264
1500,estimates,5yearly,1965,443.447866044139
1500,estimates,5yearly,1970,413.475531376986
1500,estimates,5yearly,1975,388.176313526917
1500,estimates,5yearly,1980,368.699148224636
1500,estimates,5yearly,1985,349.510176789592
1500,estimates,5yearly,1990,348.24250048735
1500,estimates,5yearly,1995,326.477533102036
1500,estimates,5yearly,2000,294.042561843778
1500,estimates,5yearly,2005,243.272404295271
1500,estimates,5yearly,2010,201.527364675094
1500,medium_variant,5yearly,2015,173.502658940298
1500,medium_variant,5yearly,2020,152.714947465884
1500,medium_variant,5yearly,2025,134.603154047543
1500,medium_variant,5yearly,2030,118.927395945052
1500,medium_variant,5yearly,2035,105.794907956816
1500,medium_variant,5yearly,2040,95.1377805481266
1500,medium_variant,5yearly,2045,85.8841104964536
1500,medium_variant,5yearly,2050,77.8456891946484
1500,medium_variant,5yearly,2055,71.0665047425445
1500,medium_variant,5yearly,2060,65.294205547307
1500,medium_variant,5yearly,2065,60.282868984185
1500,medium_variant,5yearly,2070,55.9617762209721
1500,medium_variant,5yearly,2075,52.2085106668106
1500,medium_variant,5yearly,2080,48.8333926445566
1500,medium_variant,5yearly,2085,45.7310825207273
1500,medium_variant,5yearly,2090,42.8740754578569
1500,medium_variant,5yearly,2095,40.2375045662877
