region,variant,freq,year,under40mortalityper1000livebirth
934,estimates,5yearly,1950,415.527879712816
934,estimates,5yearly,1955,379.724936566082
934,estimates,5yearly,1960,350.237049200192
934,estimates,5yearly,1965,278.662292175429
934,estimates,5yearly,1970,230.171449313114
934,estimates,5yearly,1975,199.284274288582
934,estimates,5yearly,1980,177.144006185227
934,estimates,5yearly,1985,157.050266705512
934,estimates,5yearly,1990,143.315982639554
934,estimates,5yearly,1995,134.220776824177
934,estimates,5yearly,2000,121.779449408298
934,estimates,5yearly,2005,107.053325063601
934,estimates,5yearly,2010,93.1406680686793
934,medium_variant,5yearly,2015,83.9631343341128
934,medium_variant,5yearly,2020,76.2222179935649
934,medium_variant,5yearly,2025,69.7293809807805
934,medium_variant,5yearly,2030,64.1616469690116
934,medium_variant,5yearly,2035,58.7077664047734
934,medium_variant,5yearly,2040,53.766909375632
934,medium_variant,5yearly,2045,49.2518782532946
934,medium_variant,5yearly,2050,45.1836540335558
934,medium_variant,5yearly,2055,41.7254336241675
934,medium_variant,5yearly,2060,38.5585711925609
934,medium_variant,5yearly,2065,35.6026195071154
934,medium_variant,5yearly,2070,33.0124404074914
934,medium_variant,5yearly,2075,30.5546055103344
934,medium_variant,5yearly,2080,28.5291871345327
934,medium_variant,5yearly,2085,26.7198669885715
934,medium_variant,5yearly,2090,25.0380435715494
934,medium_variant,5yearly,2095,23.4405167955852
934,estimates,5yearly,Regi,"Less developed regions, excluding least developed countries"
934,medium_variant,5yearly,Regi,"Less developed regions, excluding least developed countries"
