region,variant,freq,year,under40mortalityper1000livebirth
928,estimates,5yearly,1950,448.671630063296
928,estimates,5yearly,1955,409.509709194682
928,estimates,5yearly,1960,377.243085875463
928,estimates,5yearly,1965,321.488962576693
928,estimates,5yearly,1970,280.299590973095
928,estimates,5yearly,1975,238.466192460977
928,estimates,5yearly,1980,198.06176536821
928,estimates,5yearly,1985,187.04155727802
928,estimates,5yearly,1990,168.349579693982
928,estimates,5yearly,1995,152.28105722141
928,estimates,5yearly,2000,136.395184277461
928,estimates,5yearly,2005,121.434960150538
928,estimates,5yearly,2010,112.774701358384
928,medium_variant,5yearly,2015,103.823341704896
928,medium_variant,5yearly,2020,95.9400467820396
928,medium_variant,5yearly,2025,88.9119564538461
928,medium_variant,5yearly,2030,82.7146303603072
928,medium_variant,5yearly,2035,77.3079850223622
928,medium_variant,5yearly,2040,72.0463520345115
928,medium_variant,5yearly,2045,67.3144473750662
928,medium_variant,5yearly,2050,63.0603190338573
928,medium_variant,5yearly,2055,59.0410449963327
928,medium_variant,5yearly,2060,54.9628786368148
928,medium_variant,5yearly,2065,51.4949457716715
928,medium_variant,5yearly,2070,48.1866760821407
928,medium_variant,5yearly,2075,44.8982316166311
928,medium_variant,5yearly,2080,42.2608373312734
928,medium_variant,5yearly,2085,39.6317106313793
928,medium_variant,5yearly,2090,37.027757992357
928,medium_variant,5yearly,2095,34.4169795586887
928,estimates,5yearly,Regi,Melanesia
928,medium_variant,5yearly,Regi,Melanesia
