region,variant,freq,year,under40mortalityper1000livebirth
926,estimates,5yearly,1950,95.3344265058758
926,estimates,5yearly,1955,77.9750899377099
926,estimates,5yearly,1960,66.6530114066377
926,estimates,5yearly,1965,59.2804854761642
926,estimates,5yearly,1970,55.2527021439113
926,estimates,5yearly,1975,47.6506699495186
926,estimates,5yearly,1980,41.154316116943
926,estimates,5yearly,1985,35.440969087866
926,estimates,5yearly,1990,33.468205813875
926,estimates,5yearly,1995,27.6389714203543
926,estimates,5yearly,2000,23.2339960781165
926,estimates,5yearly,2005,19.4117219147115
926,estimates,5yearly,2010,16.9574556218264
926,medium_variant,5yearly,2015,14.7392505701986
926,medium_variant,5yearly,2020,13.2044495485085
926,medium_variant,5yearly,2025,11.9181460099421
926,medium_variant,5yearly,2030,10.8746574424353
926,medium_variant,5yearly,2035,10.0174649530703
926,medium_variant,5yearly,2040,9.19146259968462
926,medium_variant,5yearly,2045,8.46973912917737
926,medium_variant,5yearly,2050,7.78727646133615
926,medium_variant,5yearly,2055,7.19928641572243
926,medium_variant,5yearly,2060,6.65761812150334
926,medium_variant,5yearly,2065,6.14513281968265
926,medium_variant,5yearly,2070,5.64603667505148
926,medium_variant,5yearly,2075,5.17982266470141
926,medium_variant,5yearly,2080,4.73392684916951
926,medium_variant,5yearly,2085,4.32697843810481
926,medium_variant,5yearly,2090,3.95782806666556
926,medium_variant,5yearly,2095,3.59440349137485
926,estimates,5yearly,Regi,Western Europe
926,medium_variant,5yearly,Regi,Western Europe
