region,variant,freq,year,under40mortalityper1000livebirth
1503,estimates,5yearly,1950,127.475170684529
1503,estimates,5yearly,1955,103.940689839436
1503,estimates,5yearly,1960,88.9398124657607
1503,estimates,5yearly,1965,77.5125261571619
1503,estimates,5yearly,1970,66.6833348959215
1503,estimates,5yearly,1975,56.8787245442621
1503,estimates,5yearly,1980,48.5130234963048
1503,estimates,5yearly,1985,43.3912789769694
1503,estimates,5yearly,1990,40.1672427885799
1503,estimates,5yearly,1995,33.8114372858548
1503,estimates,5yearly,2000,29.1749207669583
1503,estimates,5yearly,2005,26.4396964583066
1503,estimates,5yearly,2010,23.7040947840248
1503,medium_variant,5yearly,2015,21.7054932094003
1503,medium_variant,5yearly,2020,19.8962361074246
1503,medium_variant,5yearly,2025,18.2664311982761
1503,medium_variant,5yearly,2030,16.7347827150911
1503,medium_variant,5yearly,2035,15.2983759586184
1503,medium_variant,5yearly,2040,14.0193602367619
1503,medium_variant,5yearly,2045,12.912258515185
1503,medium_variant,5yearly,2050,11.9512506172703
1503,medium_variant,5yearly,2055,11.0756018473096
1503,medium_variant,5yearly,2060,10.2600973125987
1503,medium_variant,5yearly,2065,9.46057357819619
1503,medium_variant,5yearly,2070,8.73057671989619
1503,medium_variant,5yearly,2075,8.04628075417757
1503,medium_variant,5yearly,2080,7.43075290842155
1503,medium_variant,5yearly,2085,6.83878164751706
1503,medium_variant,5yearly,2090,6.26210473301414
1503,medium_variant,5yearly,2095,5.71408388062744
