region,variant,freq,year,under40mortalityper1000livebirth
902,estimates,5yearly,1950,428.601901222448
902,estimates,5yearly,1955,392.845238305996
902,estimates,5yearly,1960,363.204154465458
902,estimates,5yearly,1965,297.258139713504
902,estimates,5yearly,1970,254.669133658544
902,estimates,5yearly,1975,226.582034007175
902,estimates,5yearly,1980,202.356498326533
902,estimates,5yearly,1985,181.862408589702
902,estimates,5yearly,1990,169.964382501687
902,estimates,5yearly,1995,159.387237113246
902,estimates,5yearly,2000,144.643105071371
902,estimates,5yearly,2005,126.120452424915
902,estimates,5yearly,2010,109.538017657958
902,medium_variant,5yearly,2015,98.805052445622
902,medium_variant,5yearly,2020,89.9391001932041
902,medium_variant,5yearly,2025,82.4303382581849
902,medium_variant,5yearly,2030,75.8619926999518
902,medium_variant,5yearly,2035,69.5147479764269
902,medium_variant,5yearly,2040,63.7998209538422
902,medium_variant,5yearly,2045,58.7087639134358
902,medium_variant,5yearly,2050,54.1278966271639
902,medium_variant,5yearly,2055,50.2321640592228
902,medium_variant,5yearly,2060,46.706729894478
902,medium_variant,5yearly,2065,43.4462181182351
902,medium_variant,5yearly,2070,40.553791211667
902,medium_variant,5yearly,2075,37.86529709967
902,medium_variant,5yearly,2080,35.5368255933025
902,medium_variant,5yearly,2085,33.4401701680499
902,medium_variant,5yearly,2090,31.4360073276523
902,medium_variant,5yearly,2095,29.5459241314817
