variant,region,year,gender,potentialsupport2564_65
estimates,913,1950,male,18.611
estimates,913,1951,male,18.82
estimates,913,1952,male,19.22
estimates,913,1953,male,19.78
estimates,913,1954,male,20.456
estimates,913,1955,male,21.239
estimates,913,1956,male,21.091
estimates,913,1957,male,21.053
estimates,913,1958,male,21.125
estimates,913,1959,male,21.308
estimates,913,1960,male,21.601
estimates,913,1961,male,21.249
estimates,913,1962,male,21.032
estimates,913,1963,male,20.946
estimates,913,1964,male,20.993
estimates,913,1965,male,21.171
estimates,913,1966,male,20.874
estimates,913,1967,male,20.728
estimates,913,1968,male,20.706
estimates,913,1969,male,20.787
estimates,913,1970,male,20.954
estimates,913,1971,male,20.733
estimates,913,1972,male,20.708
estimates,913,1973,male,20.867
estimates,913,1974,male,21.204
estimates,913,1975,male,21.723
estimates,913,1976,male,21.523
estimates,913,1977,male,21.544
estimates,913,1978,male,21.785
estimates,913,1979,male,22.247
estimates,913,1980,male,22.938
estimates,913,1981,male,22.78
estimates,913,1982,male,22.842
estimates,913,1983,male,23.119
estimates,913,1984,male,23.606
estimates,913,1985,male,24.312
estimates,913,1986,male,23.982
estimates,913,1987,male,23.855
estimates,913,1988,male,23.934
estimates,913,1989,male,24.228
estimates,913,1990,male,24.742
estimates,913,1991,male,24.395
estimates,913,1992,male,24.199
estimates,913,1993,male,24.12
estimates,913,1994,male,24.127
estimates,913,1995,male,24.196
estimates,913,1996,male,23.72
estimates,913,1997,male,23.435
estimates,913,1998,male,23.325
estimates,913,1999,male,23.371
estimates,913,2000,male,23.561
estimates,913,2001,male,23.059
estimates,913,2002,male,22.728
estimates,913,2003,male,22.572
estimates,913,2004,male,22.603
estimates,913,2005,male,22.818
estimates,913,2006,male,22.459
estimates,913,2007,male,22.289
estimates,913,2008,male,22.278
estimates,913,2009,male,22.394
estimates,913,2010,male,22.62
estimates,913,2011,male,22.318
estimates,913,2012,male,22.119
estimates,913,2013,male,22.027
estimates,913,2014,male,22.05
estimates,913,2015,male,22.178
medium_variant,913,2015,male,22.178
medium_variant,913,2016,male,21.836
medium_variant,913,2017,male,21.643
medium_variant,913,2018,male,21.547
medium_variant,913,2019,male,21.494
medium_variant,913,2020,male,21.457
medium_variant,913,2021,male,20.851
medium_variant,913,2022,male,20.337
medium_variant,913,2023,male,19.931
medium_variant,913,2024,male,19.649
medium_variant,913,2025,male,19.487
medium_variant,913,2026,male,18.944
medium_variant,913,2027,male,18.534
medium_variant,913,2028,male,18.242
medium_variant,913,2029,male,18.055
medium_variant,913,2030,male,17.965
medium_variant,913,2031,male,17.547
medium_variant,913,2032,male,17.235
medium_variant,913,2033,male,17.018
medium_variant,913,2034,male,16.892
medium_variant,913,2035,male,16.847
medium_variant,913,2036,male,16.5
medium_variant,913,2037,male,16.243
medium_variant,913,2038,male,16.055
medium_variant,913,2039,male,15.919
medium_variant,913,2040,male,15.82
medium_variant,913,2041,male,15.419
medium_variant,913,2042,male,15.078
medium_variant,913,2043,male,14.784
medium_variant,913,2044,male,14.524
medium_variant,913,2045,male,14.29
medium_variant,913,2046,male,13.804
medium_variant,913,2047,male,13.38
medium_variant,913,2048,male,12.997
medium_variant,913,2049,male,12.634
medium_variant,913,2050,male,12.28
medium_variant,913,2051,male,11.741
medium_variant,913,2052,male,11.258
medium_variant,913,2053,male,10.827
medium_variant,913,2054,male,10.444
medium_variant,913,2055,male,10.105
medium_variant,913,2056,male,9.666
medium_variant,913,2057,male,9.287
medium_variant,913,2058,male,8.962
medium_variant,913,2059,male,8.688
medium_variant,913,2060,male,8.459
medium_variant,913,2061,male,8.17
medium_variant,913,2062,male,7.93
medium_variant,913,2063,male,7.731
medium_variant,913,2064,male,7.568
medium_variant,913,2065,male,7.434
medium_variant,913,2066,male,7.246
medium_variant,913,2067,male,7.091
medium_variant,913,2068,male,6.966
medium_variant,913,2069,male,6.865
medium_variant,913,2070,male,6.786
medium_variant,913,2071,male,6.65
medium_variant,913,2072,male,6.54
medium_variant,913,2073,male,6.45
medium_variant,913,2074,male,6.373
medium_variant,913,2075,male,6.305
medium_variant,913,2076,male,6.177
medium_variant,913,2077,male,6.067
medium_variant,913,2078,male,5.969
medium_variant,913,2079,male,5.878
medium_variant,913,2080,male,5.789
medium_variant,913,2081,male,5.644
medium_variant,913,2082,male,5.513
medium_variant,913,2083,male,5.395
medium_variant,913,2084,male,5.289
medium_variant,913,2085,male,5.196
medium_variant,913,2086,male,5.068
medium_variant,913,2087,male,4.959
medium_variant,913,2088,male,4.865
medium_variant,913,2089,male,4.782
medium_variant,913,2090,male,4.71
medium_variant,913,2091,male,4.612
medium_variant,913,2092,male,4.528
medium_variant,913,2093,male,4.457
medium_variant,913,2094,male,4.396
medium_variant,913,2095,male,4.343
medium_variant,913,2096,male,4.269
medium_variant,913,2097,male,4.206
medium_variant,913,2098,male,4.154
medium_variant,913,2099,male,4.108
medium_variant,913,2100,male,4.068
estimates,913,1950,female,15.57
estimates,913,1951,female,15.482
estimates,913,1952,female,15.489
estimates,913,1953,female,15.564
estimates,913,1954,female,15.673
estimates,913,1955,female,15.798
estimates,913,1956,female,15.475
estimates,913,1957,female,15.216
estimates,913,1958,female,15.044
estimates,913,1959,female,14.993
estimates,913,1960,female,15.069
estimates,913,1961,female,14.954
estimates,913,1962,female,14.97
estimates,913,1963,female,15.069
estimates,913,1964,female,15.203
estimates,913,1965,female,15.347
estimates,913,1966,female,15.214
estimates,913,1967,female,15.127
estimates,913,1968,female,15.104
estimates,913,1969,female,15.168
estimates,913,1970,female,15.326
estimates,913,1971,female,15.209
estimates,913,1972,female,15.205
estimates,913,1973,female,15.28
estimates,913,1974,female,15.397
estimates,913,1975,female,15.536
estimates,913,1976,female,15.406
estimates,913,1977,female,15.336
estimates,913,1978,female,15.34
estimates,913,1979,female,15.426
estimates,913,1980,female,15.596
estimates,913,1981,female,15.555
estimates,913,1982,female,15.611
estimates,913,1983,female,15.738
estimates,913,1984,female,15.903
estimates,913,1985,female,16.086
estimates,913,1986,female,15.942
estimates,913,1987,female,15.844
estimates,913,1988,female,15.802
estimates,913,1989,female,15.828
estimates,913,1990,female,15.921
estimates,913,1991,female,15.856
estimates,913,1992,female,15.846
estimates,913,1993,female,15.872
estimates,913,1994,female,15.912
estimates,913,1995,female,15.946
estimates,913,1996,female,15.753
estimates,913,1997,female,15.599
estimates,913,1998,female,15.478
estimates,913,1999,female,15.384
estimates,913,2000,female,15.308
estimates,913,2001,female,15.046
estimates,913,2002,female,14.826
estimates,913,2003,female,14.642
estimates,913,2004,female,14.49
estimates,913,2005,female,14.366
estimates,913,2006,female,14.128
estimates,913,2007,female,13.938
estimates,913,2008,female,13.787
estimates,913,2009,female,13.668
estimates,913,2010,female,13.573
estimates,913,2011,female,13.422
estimates,913,2012,female,13.291
estimates,913,2013,female,13.178
estimates,913,2014,female,13.083
estimates,913,2015,female,12.999
medium_variant,913,2015,female,12.999
medium_variant,913,2016,female,12.845
medium_variant,913,2017,female,12.722
medium_variant,913,2018,female,12.603
medium_variant,913,2019,female,12.457
medium_variant,913,2020,female,12.268
medium_variant,913,2021,female,11.954
medium_variant,913,2022,female,11.638
medium_variant,913,2023,female,11.332
medium_variant,913,2024,female,11.05
medium_variant,913,2025,female,10.793
medium_variant,913,2026,female,10.493
medium_variant,913,2027,female,10.228
medium_variant,913,2028,female,9.991
medium_variant,913,2029,female,9.776
medium_variant,913,2030,female,9.578
medium_variant,913,2031,female,9.352
medium_variant,913,2032,female,9.153
medium_variant,913,2033,female,8.977
medium_variant,913,2034,female,8.82
medium_variant,913,2035,female,8.679
medium_variant,913,2036,female,8.516
medium_variant,913,2037,female,8.375
medium_variant,913,2038,female,8.251
medium_variant,913,2039,female,8.14
medium_variant,913,2040,female,8.039
medium_variant,913,2041,female,7.912
medium_variant,913,2042,female,7.799
medium_variant,913,2043,female,7.697
medium_variant,913,2044,female,7.603
medium_variant,913,2045,female,7.515
medium_variant,913,2046,female,7.399
medium_variant,913,2047,female,7.296
medium_variant,913,2048,female,7.197
medium_variant,913,2049,female,7.09
medium_variant,913,2050,female,6.969
medium_variant,913,2051,female,6.806
medium_variant,913,2052,female,6.644
medium_variant,913,2053,female,6.483
